sku,ean,fuente,nombre,marca
FC-31688579,,ewafra,Microcanula 23g x 50 Pieza Dermasculpt,
FC-01002593,,ewafra,Microcanula 23g x 50 Pieza Softfil,
FC-50574298,,ewafra,Microcanula 25g x 40 Pieza Dermasculpt,
FC-95351164,,ewafra,Microcanula 25g x 40 Pieza Softfil,
FC-12115385,,ewafra,Microcanula 25g x 50 Pieza Dermasculpt,
FC-13200423,,ewafra,Microcanula 25g x 50 Pieza Softfil,
FC-12794497,,ewafra,Microcanula 27g x 40 Pieza Softfil,
FC-97541228,,ewafra,Microcanula 27g x 50 Pieza Softfil,
FC-24548769,,ewafra,Microclave C/ext 20cm 2 Vias Ref 4023637,
FC-01354589,,ewafra,Microclave Clear 18cm 3 Vias 4036587,
FC-90443097,,ewafra,Microclave Clear Conector 011mc100,
FC-00600639,,ewafra,Microdacyn Sol de 120 ml,
FC-00352855,,ewafra,Microdacyn Sol de 240 ml,
FC-54881659,,ewafra,Microdacyn Sol de 60 ml,
FC-51341756,,ewafra,Microlax Enema 90 Mg/9mg/4ml,
FC-99858532,,ewafra,Minitran 18 Mg Caja 10,
FC-29445997,,ewafra,Mirtazapina de 15 Mg Caja 10 Tab,
FC-54953359,,ewafra,Misoprostol Tab 200 Mcg Caja 28,
FC-90065761,,ewafra,Multicampo Hendido Esteril 60 x 70 Pieza Ambiderm,Ambiderm
FC-73581025,,ewafra,Multicampo Hendido Esteril 70 x 50 Caja 10 Pzs,
FC-92182015,,ewafra,Mupirocina Ung 15 G,
FC-11461783,,ewafra,Nafazolina 1 Mg 1 ml Sol Nasal de 15 ml,
FC-83891859,,ewafra,Naproxeno Sodico de 550 Mg Caja 12 Tab,
FC-65847560,,ewafra,Nebapol Ung de 30 Gramos,
FC-89956293,,ewafra,Neostigmine 0.5 Caja 6 Amp 1 ml,
FC-05357161,,ewafra,Neurospng09 Neuro 0.5x3 Caja 10,
FC-19527559,,ewafra,Next Tabletas de 500 Mg,
FC-18452232,,ewafra,Nifedipino 30 Mg Caja 30,
FC-17318629,,ewafra,Niogermox 8% Sol 6.6 ml,
FC-65650561,,ewafra,Nylon 0 19mm 3/8 R/c 45cm Pe1941 Caja 12,
FC-98070077,,ewafra,Nylon 0 24mm 3/8 R/c 75cm Pe2441 Caja 12,
FC-12302884,,ewafra,Nylon 0 26mm 75cm R2641 Caja 12,
FC-53545811,,ewafra,Nylon 1 37mm 1/2 75cm G3748 Caja 12,
FC-77806087,,ewafra,Nylon 10-0 6mm 3/8 D/a 30cm Ee6x2 Caja 12,
FC-31654038,,ewafra,Nylon 2-0 19mm 3/8 R/c 45cm Pe1942 Caja 12,
FC-47737220,,ewafra,Nylon 2-0 24mm 3/8 R/c 45cm Pe2442 Caja 12,
FC-28472563,,ewafra,Nylon 3-0 19mm 3/8 R/c 45cm Pe1943 Caja 12,
FC-64514839,,ewafra,Nylon 3-0 24mm 3/8 R/c 45cm Pe2443 Caja 12,
FC-09633824,,ewafra,Nylon 4-0 13mm 3/8 R/c 45cm Pe1344 Caja 12,
FC-31359848,,ewafra,Nylon 4-0 19mm 3/8 R/c 45cm Pe1944 Caja 12,
FC-14181982,,ewafra,Nylon 4-0 24mm 3/8 R/c 45cm Pe2444 Caja 12,
FC-57330146,,ewafra,Nylon 5-0 12mm 3/8 R/c 45cm Pe1245 Caja 12,
FC-26411443,,ewafra,Nylon 5-0 13mm 3/8 R/c 45cm Pe1345 Caja 12,
FC-28178373,,ewafra,Nylon 5-0 19mm 3/8 R/c 45cm Pe1945 Caja 12,
FC-46349735,,ewafra,Nylon 6-0 11mm 3/8 Ce Pe1146-n Caja 12,
FC-63658121,,ewafra,Nylon 6-0 12mm Ce Ce12/1346 Caja 12,
FC-84896224,,ewafra,Nylon 6-0 16mm Pe1646n Caja 12,
FC-60350071,,ewafra,Nylon 6-0 19mm Ce Ce1946 Caja 12,
FC-59966681,,ewafra,Nylon 7-0 13mm 3/8 Ce Pe1347 Caja 12,
FC-15479699,,ewafra,Omeprazol Amp de 40 Mg Caja 1,
FC-53068647,,ewafra,Omeprazol Caps de 20 Mg,
FC-98358262,,ewafra,Ondansetron Amp 8 Mg Caja 3,
FC-38935577,,ewafra,Orinal Graduado C/tapa,
FC-88621182,,ewafra,Osmorol 20g/100 ml 250 ml Manitol,
FC-87084855,,ewafra,Oximetazolina Sol Nasal Adulto Pieza,
FC-89910970,,ewafra,Oximetazolina Sol Nasal Pediatrico,
FC-72438105,,ewafra,Pads Redondos Protec Caja 100 217200,
FC-34821591,,ewafra,Pañuelos Tipo Klenex Caja 90 Ambiderm,Ambiderm
FC-64408211,,ewafra,Papel Higienico Elite Jumbo 360 Caja 6,
FC-43349519,,ewafra,Papel Higienico Fapsa C /6 Rol. Hd400,
FC-04047701,,ewafra,Papel Higienico Fapsa Caja 12 Rol Hd180,
FC-85415613,,ewafra,Papel Higienico Gm Caja 12 Rol. 180 Mt,
FC-57341470,,ewafra,Papel Higienico Tork 1150 Hd Caja 6,
FC-93243962,,ewafra,Papel Ter. B/n Sat 110 x 18 Upp110hg Caja 10,
FC-91870709,,ewafra,Paracetamol Amp de 1 G Iv Fco (acetif),
FC-73306280,,ewafra,Paracetamol Fco 1g / 100 ml Caja 100 ml Zeux,
FC-99066778,,ewafra,Paracetamol Tab 500 Mg Caja 10,
FC-67858210,,ewafra,Paracetamol Tab 650 Mg Caja 24,
FC-56545893,,ewafra,Paracetamol/butilhioscina Tab 500/10mg,
FC-06027325,,ewafra,Paracetamol/naproxeno 100mg/125 Susp,
FC-52989782,,ewafra,Paracetamol/naproxeno 300mg/275 Tab,
FC-61036316,,ewafra,Parches para Electroestimulador Hergom,Hergom
FC-57139009,,ewafra,Pasta de Monsel Pieza,
FC-24451946,,ewafra,Pasta de Monselyfast Pieza,
FC-32453866,,ewafra,Pastilla de Cloro,
FC-43585135,,ewafra,Pds 3-0 70cm Sh 1/2 26mm Caja 36 Pdp316h Caja 36,
FC-51859605,,ewafra,Pds 5-0 Rb-1 75cm D/a17mm Z320h Caja 36,
FC-06169970,,ewafra,Pelicu Barrera Toalla Caja 30 Esenta 423282,
FC-47087248,,ewafra,Pepto Bismol 118 ml,
FC-42661967,,ewafra,Perisafe Iv Kit Tuohy 18 x 3 1/2 405163,
FC-10693737,,ewafra,Pgc25 0 36mm 1/2 70cm Sg3601 Caja 12,
FC-56523504,,ewafra,Pgc25 1 36mm 1/2 70cm Sg3608 Caja 12,
FC-45274880,,ewafra,Pgc25 2-0 19mm 3/8 R/c 70cm Pe1902 Caja 12,
FC-28615070,,ewafra,Pgc25 2-0 24mm 3/8 R/c 70cm Pe2402 Caja 12,
FC-56256268,,ewafra,Pgc25 2-0 26mm 1/2 70cm Sr2602 Caja 12,
FC-24299694,,ewafra,Pgc25 2-0 36mm 1/2 70cm Sg3602 Caja 12,
FC-72142947,,ewafra,Pgc25 3-0 19mm 3/8 R/c 70cm Pe1903b Caja 12,
FC-99201211,,ewafra,Pgc25 3-0 24mm 3/8 R/c 70cm Pe2403 Caja 12,
FC-95071654,,ewafra,Pgc25 3-0 26mm 1/2 70cm Sr2603 Caja 12,
FC-41077313,,ewafra,Pgc25 3-0 36mm 1/2 70cm Sg3603 Caja 12,
FC-38052540,,ewafra,Pgc25 4-0 17mm 1/2 70cm Sr1704 Caja 12,
FC-39323184,,ewafra,Pgc25 4-0 19mm 3/8 R/c 70cm Pe1904 Caja 12,
FC-13693819,,ewafra,Pgc25 4-0 26mm 1/2 70cm Sr2604 Caja 12,
FC-09904225,,ewafra,Pgc25 5-0 17mm 1/2 70cm Sr1705 Caja 12,
FC-62718213,,ewafra,Pgc25 5-0 19mm 3/8 45cm Pe1905 Caja 12,
FC-32960159,,ewafra,Pinza Allis 15 cm Recta,
FC-45536926,,ewafra,Pinza Biopsia Baby Tischler 25 cm,
FC-73457825,,ewafra,Pinza de Traslado Bard Parker,
FC-16614404,,ewafra,Pinza Diseccion C/ Dientes 14 cm,
FC-69515288,,ewafra,Pinza Diseccion S/ Dientes 14 cm,
FC-82297361,,ewafra,Pinza Foerster Curva 24 cm,
FC-96016878,,ewafra,Pinza Hartman Aligator 25 cm,
FC-41326388,,ewafra,Pinza Maguil de Introduccion Grande,
FC-07932066,,ewafra,Pinza Mosco Curva de 12 cm Ac Inx,
FC-78904021,,ewafra,Pinza Rochester Recta 16 cm,
FC-11914303,,ewafra,Pinza Umbilical Pieza,
FC-70087536,,ewafra,Pisacaina 2% Amp. 10 ml Caja 10,
FC-57716788,,ewafra,Pisacaina Al 2 % C/ Epinefrina 40003,
FC-72512960,,ewafra,Pisacaina Spray 10g / 100 ml,
FC-35795944,,ewafra,Placa para Electro Bip/t/valley Pieza,
FC-89569730,,ewafra,Plasmalyte/electrolitos 500 ml Caja 30,
FC-42875860,,ewafra,Polidioxanona 0 36mm 1/2 Auh Violeta 70cm,
FC-25432527,,ewafra,Polidioxanona 1 36mm 1/2 Auh Violeta 70cm,
FC-08786705,,ewafra,Polidioxanona 2-0 24mm 1/2 Pe2472,
FC-11262631,,ewafra,Polidioxanona 2-0 26mm 1/2 Auh Violeta 70cm,
FC-93208717,,ewafra,Polidioxanona 2-0 36mm 1/2 Auh 70cm Sg3672,
FC-77350038,,ewafra,Polidioxanona 3-0 24mm 3/8 R/c 45cm Pe2473,
FC-94485012,,ewafra,Polidioxanona 3-0 26mm 1/2 Auh 70cm Sr2673,
FC-76431098,,ewafra,Polidioxanona 3-0 36mm 1/2 Auh Violeta 70cm,
FC-77707393,,ewafra,Polidioxanona 4-0 26mm 1/2 70cm Sr2674,
FC-92543003,,ewafra,Polidioxanona 4-0 36mm 1/2 Auh Violeta 70cm,
FC-47862568,,ewafra,Polidioxanona 5-0 13mm 3/8 45cm Pe1375,
FC-00714709,,ewafra,Polidioxanona 5-0 70cm Se13x2 Caja 12,
FC-56041857,,ewafra,Polidioxanona 5-0 D/a Auh Cvse1375/2,
FC-75618289,,ewafra,Polipropileno 0 36 mm 75cm Sg36/3761 Caja 12,
FC-48832367,,ewafra,Polipropileno 2-0 16mm 1/2 D/auh 90cm S1,
FC-45126228,,ewafra,Polipropileno 2-0 24mm 3/8 45cm Ce2462,
FC-93096232,,ewafra,Polipropileno 2-0 26mm 3/8 45cm Pe2662,
FC-56096766,,ewafra,Polipropileno 2-0 Pu-60 Rec Pu6062,
FC-13634697,,ewafra,Polipropileno 3-0 19mm 3/8 R/c 45cm,
FC-77431761,,ewafra,Polipropileno 3-0 24mm 3/8 R/c Cve2463,
FC-15277129,,ewafra,Polipropileno 4-0 16mm 1/2 D/a 90cm S1664/2,
FC-30412316,,ewafra,Polipropileno 4-0 19mm 3/8 R/c 45cm Cve1964,
FC-41941838,,ewafra,Polipropileno 4-0 26mm 1/2 D/a 90cm Cv,
FC-33295473,,ewafra,Polipropileno 5-0 16mm 3/8 R/c 45cm Pe1665,
FC-39264238,,ewafra,Polipropileno 5-0 17mm D/a Ahus S1765/2,
FC-47189935,,ewafra,Polipropileno 5-0 19mm 3/8 R/c 45cm,
FC-31585927,,ewafra,Polipropileno 6-0 13mm 3/8 D/a 75cm,
FC-40025390,,ewafra,Porta Agujas Mayo Hegar 14 cm,
FC-27380011,,ewafra,Porta Agujas Mayo Hegar 20 cm,
FC-63059969,,ewafra,Porta Objetos 25 x 75 Caja 50 Pzas,
FC-66839447,,ewafra,Pridam (norepinefrina) 4mg/4ml,
FC-84061498,,ewafra,Procaina Sol Al 2% de 20 ml (pieza),
FC-78665254,,ewafra,Profenid 100 Mg Im Caja 6,
FC-22800494,,ewafra,Prolene 2-0sc-24 3/8 Caja 24 8185t,
FC-33604233,,ewafra,Prolene 3-0 Ks R 8622h Caja 36,
FC-23465438,,ewafra,Prolene 3-0 Sh D/a1/2 26mm Caja 24 8522t,
FC-00048995,,ewafra,Prolene 3-0sc-24 3/8 Caja 24 8184t,
FC-55689248,,ewafra,Prolene 4-0 45 Sc 3/8 19 C24 8183t,
FC-11508420,,ewafra,Prolene 7-0bv-1 D/a 3/8 Caja 24 M8702t,
FC-23124968,,ewafra,Propofol 200mg/ 20 ml Caja 5 Eseotres Pharma,
FC-21259844,,ewafra,Propofol Amp de 200mg / 20 ml Fresofol,
FC-40390922,,ewafra,Propofol Amp de 200mg / 20 ml Prozeux,
FC-00941230,,ewafra,Prueba de Embarazo Caja 50 Certum,
FC-44428106,,ewafra,Puntas Nasales Adulto Desech. de 1.80 cm,
FC-75551491,,ewafra,Puntas Nasales Neonat Desech 1611,
FC-23141472,,ewafra,Puntas Nasales Pediatricas (pieza),
FC-50874637,,ewafra,Punzon Biopsy Punch 1.5 mm,
FC-52937979,,ewafra,Punzon Biopsy Punch 2 mm,
FC-48264473,,ewafra,Punzon Biopsy Punch 2.5 mm,
FC-28863589,,ewafra,Punzon Biopsy Punch 3 mm,
FC-49742996,,ewafra,Punzon Biopsy Punch 3.5 mm,
FC-91579414,,ewafra,Punzon Biopsy Punch 4 mm,
FC-39359676,,ewafra,Punzon Biopsy Punch 5 mm,
FC-92943095,,ewafra,Punzon Biopsy Punch 6 mm,
FC-56675756,,ewafra,Punzon Biopsy Punch 8 mm,
FC-15005754,,ewafra,Rastrillo para Tricotomia Amsino Pieza,Amsino
FC-89918951,,ewafra,Recolector de Liq Amarillo de 4 Lts,
FC-11361325,,ewafra,Recolector de Liq Amarillo de 8.5 Lts,
FC-65482028,,ewafra,Recolector de Punzo de 1.8 Lts Ixion,
FC-25270986,,ewafra,Recolector de Punzo de 13 Lts Ixion,
FC-82259647,,ewafra,Recolector de Punzo de 4 Lts Ixion,
FC-87577471,,ewafra,Recolector de Punzo de 8.5 Lts Ixion,
FC-96616481,,ewafra,Recolector de Punzo De30 Lts Ixion,
FC-40563851,,ewafra,Relatrac 25mg/2.5 ml Pieza,
FC-74331192,,ewafra,Relatrac 50mg/5 ml Pieza,
FC-06586817,,ewafra,Removedor de Adh. en Toalla 7760,
FC-27946498,,ewafra,Removedor Duraprep Sobrescaja 15mlcaja 20 8610,
FC-83763391,,ewafra,Reservorio J-vac de 100cc 2160p,
FC-89097391,,ewafra,Resucitador Adulto Flexicar 038-71-940,
FC-74676882,,ewafra,Resucitador Adulto Hudson 5732,
FC-15987971,,ewafra,Resucitador Neonatal Hudson 5362,
FC-49908584,,ewafra,Resucitador Pediatrico Hudson 5367,
FC-17752038,,ewafra,Riñon de Acero Inox de 250 ml Pieza,
FC-37590641,,ewafra,Riñon de Acero Inox de 500 ml Pieza,
FC-22157958,,ewafra,Riñon Graduado 500 ml,
FC-62139950,,ewafra,Rocuronio Amp de 50mg/5 ml (pieza),
FC-16636151,,ewafra,Ropiconest de 7.5 Mg Caja 5,
FC-15855977,,ewafra,Sabana Azul Lisa de 90 x 210 35g Caja 10,
FC-54148560,,ewafra,Sabana Blanca Lisa de 90 x 210 35g Caja 10,
FC-96507997,,ewafra,Sabana de Cajon Blanca 100 x 220 35g Caja 10,
FC-83034211,,ewafra,Sabana de Cajon Blanca 100 x 240 35g Caja 10,
FC-22210930,,ewafra,Sabana de Cajon Blanca 90 x 210 35g Caja 10,
FC-27620325,,ewafra,Sabana de Cajon Negro 90 x 210 35g Caja 10,
FC-44397944,,ewafra,Sabana de Cajon Rosa 90 x 210 35g Caja 10,
FC-00186935,,ewafra,Sal de Uvas Picot Caja 10,
FC-52617692,,ewafra,Sal de Uvas Picot Caja 100,
FC-86956599,,ewafra,Salbutamol Spray 200 Dosis,
FC-13573324,,ewafra,Sanitas Caja Caja 20 Paquetes,
FC-26807516,,ewafra,Seda 0 26mm 1/2 75cm Auh K834h Caja 36,
FC-03365239,,ewafra,Seda 0 26mm 1/2 Auh R2631,
FC-41676229,,ewafra,Seda 0 37mm 1/2 G3731 Caja 12,
FC-26799020,,ewafra,Seda 0 S/a 10 x 75 Ss1031/ss0731,
FC-72466867,,ewafra,Seda 0 S/a 75 cm S/a 10 Heb Caja 24 Sa86,
FC-05875780,,ewafra,Seda 1-0 26mm 1/2 R2638 Caja 12,
FC-70745338,,ewafra,Seda 1-0 37mm 1/2 R3738 Caja 12,
FC-74118319,,ewafra,Seda 1 75cm Mh 1/2 36.4 Caja 36 K845h,
FC-90230224,,ewafra,Seda 1 75cm Sh 1/2 26mm Caja 36 K835h,
FC-83740187,,ewafra,Seda 1 7h75 cm S/a Caja 12 Ss0738,
FC-77797591,,ewafra,Seda 1 S/a 10h75 cm S/a Caja 12 Ss1038,
FC-44158000,,ewafra,Seda 2-0 24mm 3/8 75 cm R/c Caja 12 Ce2432,
FC-79201014,,ewafra,Seda 2-0 26mm 1/2 75cm Auh Caja 36 K833h,
FC-68671019,,ewafra,Seda 2-0 26mm 3/8 45cm R/c Ce2632 Caja 12,
FC-40563081,,ewafra,Seda 2-0 26mm 3/8 45cm Sc26 Caja 24 185t,
FC-42547897,,ewafra,Seda 2-0 36mm 1/2 75cm Auh Caja 24 K846t,
FC-89244486,,ewafra,Seda 2-0 75cm S/a 10 Heb Caja 24 Sa85,
FC-83074473,,ewafra,Seda 2-0 S/a 75cm Caja 12 Pzas Ss1032,
FC-06022105,,ewafra,Seda 3-0 75 S/a 10h Caja 24 Sa84,
FC-83911256,,ewafra,Seda 3-0 75 Sh 1/2 26mm Caja 36 K832h,
FC-89881438,,ewafra,Seda 3-0 S/ A 7x75 Ss0733 Caja 12,
FC-73279676,,ewafra,Seda 4-0 3/8 19 Mmcaja 24 183t,
FC-08180620,,ewafra,Seda 5-0 12mm 3/8 45cm R/c Ce1235,
FC-83937090,,ewafra,Seda 6-0 16mm 3/8 Pe1636-75,
FC-38764534,,ewafra,Sedalmerck con 20 Tabletas,
FC-75914699,,ewafra,Sevofluorano de 250 ml Svofast,
FC-52006700,,ewafra,Sistema Cpap Nasal Infante # 0,
FC-02339557,,ewafra,Sistema Cpap Nasal Infante # 1,
FC-85561938,,ewafra,Sistema Cpap Nasal Infante # 2,
FC-54243310,,ewafra,Sol Dextrosa 10% de 1000 ml Pieza,
FC-73554649,,ewafra,Sol Dextrosa 10% de 500 ml Pieza,
FC-54830159,,ewafra,Sol Dextrosa 5% de 100 ml Pieza Pisa,
FC-63127354,,ewafra,Sol Dextrosa 5% de 1000 ml Caja 12 Pisa,
FC-76882919,,ewafra,Sol Dextrosa 5% de 1000 ml Caja 18 Baxter,
FC-65698591,,ewafra,Sol Dextrosa 5% de 1000 ml Pieza,
FC-17231163,,ewafra,Sol Dextrosa 5% de 250 ml Caja 24,
FC-43663908,,ewafra,Sol Dextrosa 5% de 250 ml Pieza Pisa,
FC-55542153,,ewafra,Sol Dextrosa 5% de 50 ml Pieza Pisa,
FC-12128783,,ewafra,Sol Dextrosa 5% de 500 ml Caja 30 Baxter,
FC-46918897,,ewafra,Sol Dextrosa 5% de 500 ml Pieza Pisa,
FC-32576665,,ewafra,Sol Dextrosa 50% de 50 ml Pieza Pisa,
FC-50832807,,ewafra,Sol Dextrosa 50% de 500 ml Pieza Pisa,
FC-99404921,,ewafra,Sol Fisiologica de 100 ml (pieza) Pisa,
FC-56137295,,ewafra,Sol Fisiologica de 100 ml Caja 50 Pisa,
FC-19833433,,ewafra,Sol Fisiologica de 100 ml Caja 72 Baxter,
FC-66147742,,ewafra,Sol Fisiologica de 1000 ml Caja 12 Pisa,
FC-91879509,,ewafra,Sol Fisiologica de 1000 ml Caja 18 Baxter,
FC-88364035,,ewafra,Sol Fisiologica de 1000 ml Pieza Pisa,
FC-23436676,,ewafra,Sol Fisiologica de 250 ml Caja 24 Pisa,
FC-99836785,,ewafra,Sol Fisiologica de 250 ml Caja 50 Baxter,
FC-89361088,,ewafra,Sol Fisiologica de 250 ml Pieza Pisa,
FC-39878295,,ewafra,Sol Fisiologica de 3000 ml Caja 6 Pisa,
FC-97013056,,ewafra,Sol Fisiologica de 50 ml (pieza) Pisa,
FC-65968331,,ewafra,Sol Fisiologica de 500 ml (pieza) Pisa,
FC-15257183,,ewafra,Sol Fisiologica de 500 ml Caja 24 Pisa,
FC-50019998,,ewafra,Sol Fisiologica de 500 ml Caja 30 Baxter,
FC-23247771,,ewafra,Sol Hartman de 1000 ml (pieza),
FC-30132361,,ewafra,Sol Hartman de 1000 ml Caja 12 Pieza Pisa,
FC-96617014,,ewafra,Sol Hartman de 1000 ml Caja 18 Pieza Baxter,
FC-39724438,,ewafra,Sol Hartman de 250 ml Pieza Pisa,
FC-82798108,,ewafra,Sol Hartman de 250 ml Caja 24 Pisa,
FC-12044752,,ewafra,Sol Hartman de 250 ml Caja 50 Baxter,
FC-40691501,,ewafra,Sol Hartman de 500 ml (pieza),
FC-86587620,,ewafra,Sol Hartman de 500 ml Caja 20 Fresenius,
FC-99376474,,ewafra,Sol Hartman de 500 ml Caja 24 Pisa,
FC-12951888,,ewafra,Sol Hartman de 500 ml Caja 30 Baxter,
FC-49207189,,ewafra,Sol Mixta 1x1 de 500 ml (pieza),
FC-66232592,,ewafra,Sol Mixta de 1000 ml Caja 12 Pisa,
FC-03055814,,ewafra,Sol Mixta de 1000 ml Caja 18 Baxter,
FC-40660674,,ewafra,Sol Mixta de 1000 ml Pieza,
FC-89098161,,ewafra,Sol Mixta de 500 ml Pieza,
FC-97910236,,ewafra,Soluten Pvc Manometro 0-45 Ipm 2016,
FC-00541780,,ewafra,Somatropina 4 Uds,
FC-25737253,,ewafra,Sonda de Alimentacion K-730 8fr (90 Cm),
FC-41285487,,ewafra,Sonda de Alimentacion K-731 8fr (38.5 Cm),
FC-58063106,,ewafra,Sonda de Alimentacion K-732 5fr (38.5 Cm),
FC-10308202,,ewafra,Sonda Foley 12fr 5cc 2vias Latex,
FC-01528793,,ewafra,Sonda Foley 14fr 10cc 2 Vias 25133,
FC-66513274,,ewafra,Sonda Foley 14fr 5cc 2vias Silast 33614,
FC-57769038,,ewafra,Sonda Foley 16fr 10cc 2 Vias 25163,
FC-07771150,,ewafra,Sonda Foley 16fr 30cc 2vias Silast 33416,
FC-74881626,,ewafra,Sonda Foley 16fr 5cc 2 Vias Silast 33616,
FC-55547373,,ewafra,Sonda Foley 16fr 5cc 2vias Silicon 8888760516,
FC-83245542,,ewafra,Sonda Foley 18fr 30cc 2vias Silast 33418,
FC-11766929,,ewafra,Sonda Foley 18fr 5cc 2 Vias 25183,
FC-51021732,,ewafra,Sonda Foley 18fr 5cc 2vias Silast 33618,
FC-92880754,,ewafra,Sonda Foley 18fr 5cc 2vias Silicon 8887605189,
FC-35589049,,ewafra,Sonda Foley 22fr 30cc 2vias Silast 33422,
FC-73426771,,ewafra,Sonda Foley 26fr 30cc 2vias Cve26263,
FC-06806152,,ewafra,Sonda P/succ Flemas C/val 12 fr,
FC-50120687,,ewafra,Sonda P/succ Flemas C/val 14 fr,
FC-96308691,,ewafra,Sonda P/succ Flemas C/val 16fr,
FC-32810941,,ewafra,Sonda P/succ Flemas C/val 18fr,
FC-44721311,,ewafra,Steri-strip 0.6 x 10 cm Caja 10 Caja 50 R1546 Naranja,
FC-47216025,,ewafra,Steri-strip 0.6 x 7.5 cm Caja 50 Caja 3 R1541 Rojo,
FC-67156815,,ewafra,Steri-strip 1.2 x 10 cm Caja 6 Caja 50 R1547 Azul,
FC-90057295,,ewafra,Stratafix 1 36mm 45cm Caja 12 Sxpp1a404,
FC-98442894,,ewafra,Stratafix 1 48mm 45cm Caja 12 Sxpp1a400,
FC-33431304,,ewafra,Stratafix 2-0 26mm 45cm Caja 12cvesxpp1a409,
FC-08992659,,ewafra,Subclavicat Cal 16g Aguja 14g Cpur1630,
FC-92215040,,ewafra,Subclavicat Cal 18g Aguja 16g Cpur1830,
FC-88385397,,ewafra,Sujetador P/sonda Nasogastrica Ng0120,
FC-15840876,,ewafra,Sulfato de Magnesio 10% 10 ml Caja 100,
FC-36461658,,ewafra,Surfa Safe Sh Det Desif de 750 ml,
FC-29425021,,ewafra,Tanque de Oxigeno Portatil 682 Lts,
FC-05951854,,ewafra,Tapete C/adh 4 Pqt Caja 30 Hjas 45x112.5cm,
FC-46981467,,ewafra,Tapon Braun Amarillo 4238010 Pieza,
FC-82736593,,ewafra,Tapon de Merocel de 8,
FC-07419311,,ewafra,Tapon para Sonda Foley K-753,
FC-76099548,,ewafra,Tegaderm 10 X12 cm Cve1626w Caja 50,
FC-05040431,,ewafra,Tegaderm 6 x 7 1624w Caja 50 Pzas,
FC-91307406,,ewafra,Tegaderm I.v. Apos 6.5 x 7cmcve 1683,
FC-34243343,,ewafra,Tegaderm Iv Advd Aposit 3.8x4 Caja 100 1680,
FC-19003876,,ewafra,Tegaderm Iv Advd Aposit 5x5.7 Caja 100 1682,
FC-08085025,,ewafra,Tegaderm+pad 5 x 7 Cm. Caja 50 3582,
FC-21353786,,ewafra,Tegaderm+pad 6 x 10 Cm. Caja 50 3584,
FC-82478084,,ewafra,Tegaderm+pad 9 Cm. x 20 cm Caja 25 3590,
FC-13421966,,ewafra,Tegaderm+pad 9 x 10 Cm. Caja 25 3586,
FC-99045723,,ewafra,Tegaderm+pad 9 x 15 Cm. Caja 25 3589,
FC-35601268,,ewafra,Tela Adhe 1.25 x 10m Leuko Caja 24 7103805,
FC-00023161,,ewafra,Tela Adhe 10 x 10m Leuko Caja 3 0520070,
FC-93391057,,ewafra,Tela Adhe 2.5 x 10m Leuko Caja 12 7103808,
FC-98998142,,ewafra,Tela Adhe 5 x 10m Leuko Caja 6 7103806,
FC-41584897,,ewafra,Tela Adhe 7.5 x 10m Leuko Caja 4 7103807,
FC-02699525,,ewafra,Telmisartan 40 Mg Caja 30,
FC-20813022,,ewafra,Tijera de Mayo Curva 14 cm,
FC-29522417,,ewafra,Tijera de Mayo Curva 17 cm,
FC-14418154,,ewafra,Tijera de Mayo Recta 17 cm,
FC-47999571,,ewafra,Tijera Iris Curva 12 cm,
FC-04057548,,ewafra,Tijera Iris Curva 8.9 cm Trauma 8360105,
FC-48280310,,ewafra,Tijera Iris Recta de 12 cm,
FC-97314324,,ewafra,Tijera Lister de Boton 18-20 cm Pieza,
FC-59744228,,ewafra,Tijera Litahuer 11 cm (retiro de Puntos,
FC-39809751,,ewafra,Tijera Quirurgica Curva de 15 cm,
FC-61953473,,ewafra,Tira Reactiva Gmate Caja 50 Pzas,
FC-01896386,,ewafra,Tiras Rectivas Free Style Optium Caja 50,
FC-99575727,,ewafra,Toalla Antibacterial Clorhexi Caja 100 Dl,Dl
FC-18043972,,ewafra,Toalla Húmeda Antibacterial Caja 100 Dl,Dl
FC-51658737,,ewafra,Toalla Interdoblada Bca. Dalia Caja 20 Paq,
FC-71888120,,ewafra,Toalla Matic Bca Fapsa 6 7180 Mts 3610,
FC-97567200,,ewafra,Toalla Microfibra de 40 x 40,
FC-69303601,,ewafra,Toalla Sanitaria Obstetrica Caja 20,
FC-05361611,,ewafra,Toallita Humeda Baby Caja 80 Ambiderm,Ambiderm
FC-48288496,,ewafra,Top Abierto C/resorte Caja 10,
FC-59664003,,ewafra,Top Cerrado C/resorte Caja 25,
FC-81407714,,ewafra,Torniquete Azul,
FC-74784338,,ewafra,Torunda 500 Gramos Protec Pqte,
FC-08169185,,ewafra,Torunda de Alcohol Caja 100 Dl,Dl
FC-68748505,,ewafra,Torunda de Alcohol Caja 100 Protec,
FC-82415199,,ewafra,Torundero Metalico de 1 Litro Pieza,
FC-03244739,,ewafra,Torundero Metalico de 250 ml Pieza,
FC-91659245,,ewafra,Torundero Metalico de 500 ml Pieza,
FC-97461419,,ewafra,Tramadol Amp de 100 Mg Caja 5,
FC-24145430,,ewafra,Trampa P/ Aspirar Secreciones K-7534-s,
FC-35229851,,ewafra,Treda 129/280/30 Caja 20,
FC-61841277,,ewafra,Treda 129/280/30mg Caja 10 Tab,
FC-23612533,,ewafra,Triamcinolona 40 Mg Caja 1,
FC-94138256,,ewafra,Tribedoce 50 000 Iny Caja 5,
