codigo,descripcion,costo_lista6,unidad
SR2672,POLIDIOXANONA 2-0 26MM 1/2 AUH VIOLETA 70CM,1404.1667,CAJA
SG3672,POLIDIOXANONA 2-0 36MM 1/2 AUH 70CM SG3672,1611.68,C/12
00588,POLIDIOXANONA 3-0 24MM 3/8 R/C 45CM PE2473,1458.33,C/12
SR2673,POLIDIOXANONA 3-0 26MM 1/2 AUH 70CM SR2673,1744,C/12
SG3673,POLIDIOXANONA 3-0 36MM 1/2 AUH VIOLETA 70CM,1404.1667,CAJA
SR2674,POLIDIOXANONA 4-0 26MM 1/2 70CM CVE SR2674,1545.8333,CAJA
SG3674,POLIDIOXANONA 4-0 36MM 1/2 AUH VIOLETA 70CM,1404.1667,CAJA
PE1375,POLIDIOXANONA 5-0 13MM 3/8 45CM CVE PE1375,1836.67,C/12
00220,POLIDIOXANONA 5-0 70CM CVE SE13X2 C/12,2468.3333,C/12
00185,POLIDIOXANONA 5-0 D/A AUH CVE CVSE1375/2,2555.83,C/12
SG3661,POLIPROPILENO 0 36 MM 75CM CVE SG36/3761 C/12,1100,CAJA
S1662,POLIPROPILENO 2-0 16MM 1/2 D/AUH 90CM S1,1198.93,pz
00586,POLIPROPILENO 2-0 24MM 3/8 45CM CE2462,755,C/12
PE2662,POLIPROPILENO 2-0 26MM 3/8 45CM PE2662,722.48,CAJA
PU6062,POLIPROPILENO 2-0 PU-60 REC CVE PU6062,1166.6667,CAJA
PE1963,POLIPROPILENO 3-0 19MM 3/8 R/C 45CM CVE,918.3333,C/12
PE2463,POLIPROPILENO 3-0 24MM 3/8 R/C CVE2463,658.3333,CAJA
S1664,POLIPROPILENO 4-0 16MM 1/2 D/A 90CM CVE S1664/2,1095.8333,CAJA
PE1964,POLIPROPILENO 4-0 19MM 3/8 R/C 45CM CVE1964,739.1667,C/12
S2664,POLIPROPILENO 4-0 26MM 1/2 D/A 90CM CV,1002.5,CAJA
PEE1665,POLIPROPILENO 5-0 16MM 3/8 R/C 45CM CVE PE1665,658.3333,C/12
00184,POLIPROPILENO 5-0 17MM D/A AHUS CVE S1765/2,1409.85,C/12
PE1965,POLIPROPILENO 5-0 19MM 3/8 R/C 45CM CVE,739.16,C/12
SE1366,POLIPROPILENO 6-0 13MM 3/8 D/A 75CM CVE,3095.83,C/12
00700,POLYESTER 2-0 CVS26 AHU 90 CMD/A,0,C/12
2016,PORTA AGUJAS MAYO HEGAR 14 CM,161.6,PZA
1227,PORTA AGUJAS MAYO HEGAR 20 CM,100,PZA
1001,PORTA OBJETOS 25 X 75 C/50 PZAS,75,C/50
1314,PRESERVATIVO OASIS C/144 PZAS,250,CAJA
00288,PRIDAM (NOREPINEFRINA) 4MG/4ML,1087.5,C/10
P12589,PROCAINA SOL AL 2% DE 20 ML (PZA),291.6667,pz
278033,PROFENID 100 MG IM C/6,851.2,CAJA
00351,PROLENE 2-0SC-24 3/8 C/24 CVE 8185T,2493.6,c/24
00224,PROLENE 3-0 KS R CVE 8622H C/36,6559.58,C/36
00719,PROLENE 3-0 SH D/A1/2 26MM C/24 CVE 8522T,7779,C/24
00226,PROLENE 3-0SC-24 3/8 C/24 CVE 8184T,2647.5,C/24
00713,PROLENE 4-0 45 SC 3/8 19 C24 CVE 8183T,2899,PZA
00753,PROLENE 7-0BV-1 D/A 3/8 C/24 CVE M8702T,15330.47,C/24
00696,PROPOFOL 200MG/ 20 ML C/5 ESEOTRES PHARMA,209.08,C/5
963852,PROPOFOL AMP DE 200MG / 20 ML FRESOFOL,416.6667,CAJA
00360,PROPOFOL AMP DE 200MG / 20 ML PROZEUX,296.8,C/5
P16589,PRUEBA DE EMBARAZO C/50 CERTUM,416.6667,CAJA
M5010,PUNTAS NASALES ADULTO DESECH. DE 1.80 CM,9.1667,PZA
00514,PUNTAS NASALES NEONAT DESECH CVE 1611,95.84,PZA
K729P,PUNTAS NASALES PEDIATRICAS (PZA),42.7667,PZA
00277,PUNZON BIOPSY PUNCH 1.5 MM,108.33,PZA
B1256,PUNZON BIOPSY PUNCH 2 MM,108.33,PZA
B1225,PUNZON BIOPSY PUNCH 2.5 MM,108.33,PZA
60121,PUNZON BIOPSY PUNCH 3 MM,108.33,PZA
B1235,PUNZON BIOPSY PUNCH 3.5 MM,108.33,PZA
6012,PUNZON BIOPSY PUNCH 4 MM,108.33,PZA
2018,PUNZON BIOPSY PUNCH 5 MM,108.33,PZA
20181,PUNZON BIOPSY PUNCH 6 MM,108.33,PZA
00339,PUNZON BIOPSY PUNCH 8 MM,108.33,PZA
720,RASTRILLO PARA TRICOTOMIA AMSINO PZA,12.7333,PZA
2169B,RECOLECTOR DE LIQ AMARILLO DE 4 LTS,60.8333,PZA
00743,RECOLECTOR DE LIQ AMARILLO DE 8.5 LTS,85.24,PZA
2168,RECOLECTOR DE PUNZO DE 1.8 LTS IXION,37.92,PZA
81011,RECOLECTOR DE PUNZO DE 13 LTS IXION,103.35,PZA
2169,RECOLECTOR DE PUNZO DE 4 LTS IXION,60,PZA
8101,RECOLECTOR DE PUNZO DE 8.5 LTS IXION,81.25,PZA
810111,RECOLECTOR DE PUNZO DE30 LTS IXION,266.85,PZA
00334,RELATRAC 25MG/2.5 ML PZA,164.17,PZA
00379,RELATRAC 50MG/5 ML PZA,213.6,PZA
00149,REMOVEDOR DE ADH. EN TOALLA CVE 7760,12.5,PZA
00540,REMOVEDOR DURAPREP SOB.C/15MLC/20 8610,642.5,C/20
00635,RESERVORIO J-VAC DE 100CC CVE 2160P,989.17,PZA
00705,RESUCITADOR ADULTO FLEXICAR 038-71-940,406.95,PZA
00399,RESUCITADOR ADULTO HUDSON 5732,375,PZA
00279,RESUCITADOR NEONATAL HUDSON 5362,557.8,PZA
00465,RESUCITADOR PEDIATRICO HUDSON 5367,541.67,PZA
6333,RIÑON DE ACERO INOX DE 250 ML PZA,145.8333,PZA
633,RIÑON DE ACERO INOX DE 500 ML PZA,145.8333,PZA
603,RIÑON GRADUADO 500 ML,15.8333,PZA
2139,ROCURONIO AMP DE 50MG/5 ML (PZA),241.6667,PZA
300111020,ROLLO DE ALGODON PARA DENTISTA C/1000,125,C/100
0897236,ROLLO P/MESA DE EXPLORACION 25 GRS 25 X 50,107.5,PZA
00644,ROLLO P/MESA DE EXPLORACION 25 X 50 RAYADO,135,PZA
500025,ROLLO P/MESA DE EXPLORACION 35 GRS 25 X 50,129.1667,PZA
0031,ROPICONEST DE 7.5 MG C/5,1313.33,CAJA
900210,SABANA AZUL LISA DE 90 X 210 35G C/10,134.65,C/10
1367,SABANA BLANCA LISA DE 90 X 210 35G C/10,134.6583,C/10
8542975,SABANA DE CAJON AZUL 100 X 220 35G C/10,202.5,C/10
058935,SABANA DE CAJON AZUL 100 X 240 35G C/10,229.1667,C/10
900212,SABANA DE CAJON AZUL 90 X 210 35G C/10,183.3333,C/10
2109,SABANA DE CAJON BLANCA 100 X 220 35G C/10,202.5,C/10
2077,SABANA DE CAJON BLANCA 100 X 240 35G C/10,229.1667,C/10
32,SABANA DE CAJON BLANCA 90 X 210 35G C/10,183.3333,C/10
00758,SABANA DE CAJON NEGRO 90 X 210 35G C/10,183.33,C/10
00757,SABANA DE CAJON ROSA 90 X 210 35G C/10,183.33,C/10
750109,SAL DE UVAS PICOT C/10,37.5,CAJA
00137,SAL DE UVAS PICOT C/100,160.8333,CAJA
1780,SALBUTAMOL SPRAY 200 DOSIS,49.1667,PZA
159,SANITAS CAJA C/20 PAQUETES,221,C/20
00748,SEDA 0 26MM 1/2 75CM AUH CVE K834H C/36,3963.19,C/36
00239,SEDA 0 26MM 1/2 AUH CVE R2631,658.3333,C/12
00574,SEDA 0 37MM 1/2 CVE G3731 C/12,625,C/12
SS1031,SEDA 0 S/A 10 X 75 CVE SS1031/SS0731,625,C/12
00712,SEDA 0 S/A 75 CM S/A 10 HEB C/24 CVE SA86,4190.33,C/24
00344,SEDA 1-0 26MM 1/2 CVE R2638 C/12,680,C/12
R3738,SEDA 1-0 37MM 1/2 CVE R3738 C/12,625,CAJA
00770,SEDA 1 75CM MH 1/2 36.4 C/36 CVE K845H,4307.33,C/36
00775,SEDA 1 75CM SH 1/2 26MM C/36 CVE K835H,3962.83,C/36
SS0738,SEDA 1 7H75 CM S/A C/12 CVE SS0738,841.6667,CAJA
SS1038,SEDA 1 S/A 10H75 CM S/A C/12 CVE SS1038,958.33,C/12
00634,SEDA 1 S/A 75CM S/A C/24 CVE SA87T,0,C/24
CE2432,SEDA 2-0 24MM 3/8 75 CM R/C C/12 CVE CE2432,625,C/12
00481,SEDA 2-0 26MM 1/2 75CM AUH C/36 CVE K833H,3963.19,C/36
00473,SEDA 2-0 26MM 3/8 45CM R/C CE2632 C/12,625,C/12
00776,SEDA 2-0 26MM 3/8 45CM SC26 C/24 CVE 185T,3101.94,C/24
00761,SEDA 2-0 36MM 1/2 75CM AUH C/24 CVE K846T,2929.33,C/24
00624,SEDA 2-0 37MM 1/2 75CM AUH R3732,0,C/12
00711,SEDA 2-0 75CM S/A 10 HEB C/24 CVE SA85,4190.33,C/24
SS0732,SEDA 2-0 S/A 75CM C/12 PZAS CVE SS1032,625,C/12
00710,SEDA 3-0 75 S/A 10H C/24 CVE SA84,4221.38,C/24
00263,SEDA 3-0 75 SH 1/2 26MM C/36 CVE K832H,3804.67,C/36
290,SEDA 3-0 S/ A 7X75 CVE SS0733 C/12,708.3333,C/12
00722,SEDA 4-0 3/8 19 MMC/24 CVE 183T,3101.94,C/24
00313,SEDA 5-0 12MM 3/8 45CM R/C CVE CE1235,625,C/12
00221,SEDA 6-0 16MM 3/8 CVE PE1636-75,658.3333,C/12
00702,SEDALMERCK CON 20 TABLETAS,98.82,C/20
190,SEVOFLUORANO DE 250 ML SVOFAST,1841.67,PZA
00641,SISTEMA CPAP NASAL INFANTE # 0,396.66,PZA
00642,SISTEMA CPAP NASAL INFANTE # 1,396.66,PZA
00643,SISTEMA CPAP NASAL INFANTE # 2,396.66,PZA
00113,SOL DEXTROSA 10% DE 1000 ML PZA,28.3333,PZA
S12589,SOL DEXTROSA 10% DE 500 ML PZA,50,PZA
00684,SOL DEXTROSA 5% DE 100 ML PZA PISA,24.16,PZA
00522,SOL DEXTROSA 5% DE 1000 ML C/12 PISA,455,C/12
00518,SOL DEXTROSA 5% DE 1000 ML C/18 BAXTER,414.16,C/18
3144,SOL DEXTROSA 5% DE 1000 ML PZA,39,PZA
00428,SOL DEXTROSA 5% DE 250 ML C/24,538.34,C/24
DEX251,SOL DEXTROSA 5% DE 250 ML PZA PISA,29.1667,PZA
00703,SOL DEXTROSA 5% DE 50 ML PZA PISA,22.43,PZA
00529,SOL DEXTROSA 5% DE 500 ML C/30 BAXTER,614.16,C/30
314,SOL DEXTROSA 5% DE 500 ML PZA PISA,48.75,PZA
509,SOL DEXTROSA 50% DE 50 ML PZA PISA,47.6667,PZA
510,SOL DEXTROSA 50% DE 500 ML PZA PISA,98.58,PZA
0073,SOL FISIOLOGICA DE 100 ML (PZA) PISA,24.1667,PZA
2019,SOL FISIOLOGICA DE 100 ML C/50 PISA,1023.75,C/50
488,SOL FISIOLOGICA DE 100 ML C/72 BAXTER,1020,C/72
2166,SOL FISIOLOGICA DE 1000 ML C/12 PISA,455,C/12
181,SOL FISIOLOGICA DE 1000 ML C/18 BAXTER,414.17,C/18
158954,SOL FISIOLOGICA DE 1000 ML PZA PISA,58.3333,PZA
296,SOL FISIOLOGICA DE 250 ML C/24 PISA,561.6,C/24
1193,SOL FISIOLOGICA DE 250 ML C/50 BAXTER,892.5,C/50
CS250,SOL FISIOLOGICA DE 250 ML PZA PISA,26,PZA
2064,SOL FISIOLOGICA DE 3000 ML C/6 PISA,780,C/6
4000393,SOL FISIOLOGICA DE 50 ML (PZA) PISA,20.4167,PZA
107,SOL FISIOLOGICA DE 500 ML (PZA) PISA,31.6917,PZA
8963,SOL FISIOLOGICA DE 500 ML C/24 PISA,702,C/24
500,SOL FISIOLOGICA DE 500 ML C/30 BAXTER,614.16,C/30
2015,SOL HARTMAN DE 1000 ML (PZA),45,PZA
6879,SOL HARTMAN DE 1000 ML C/12 PZA PISA,455,C/12
6879999,SOL HARTMAN DE 1000 ML C/18 PZA BAXTER,414.17,C/18
00724,SOL HARTMAN DE 250 ML PZA PISA,26,PZA
00469,SOL HARTMAN DE 250 ML C/24 PISA,539.16,C/24
11801,SOL HARTMAN DE 250 ML C/50 BAXTER,892.5,C/50
51,SOL HARTMAN DE 500 ML (PZA),26.1583,PZA
00238,SOL HARTMAN DE 500 ML C/20 FRESENIUS,541.6667,C/20
135,SOL HARTMAN DE 500 ML C/24 PISA,702,C/24
H500,SOL HARTMAN DE 500 ML C/30 BAXTER,614.17,C/30
530,SOL MIXTA 1X1 DE 500 ML (PZA),90.68,PZA
00421,SOL MIXTA DE 1000 ML C/12 PISA,455,C/12
489,SOL MIXTA DE 1000 ML C/18 BAXTER,414.17,C/18
00179,SOL MIXTA DE 1000 ML PZA,63.2,PZA
00343,SOL MIXTA DE 500 ML PZA,43.2,PZA
02016,SOLUTEN PVC MANOMETRO 0-45 IPM CVE 2016,78.28,PZA
00274,SOMATROPINA 4 UDS,415,PZA
00505,SONDA DE ALIMENTACION K-730 8FR (90 CM),7.58,PZA
345,SONDA DE ALIMENTACION K-731 8FR (38.5 CM),5.83,PZA
346,SONDA DE ALIMENTACION K-732 5FR (38.5 CM),5.83,PZA
1206,SONDA FOLEY 12FR 5CC 2VIAS LATEX,27.28,PZA
4033,SONDA FOLEY 14FR 10CC 2 VIAS CVE 25133,27.28,PZA
00430,SONDA FOLEY 14FR 5CC 2VIAS SILAST 33614,310.83,PZA
25163,SONDA FOLEY 16FR 10CC 2 VIAS CVE 25163,27.28,PZA
00175,SONDA FOLEY 16FR 30CC 2VIAS SILAST 33416,310.83,PZA
404,SONDA FOLEY 16FR 5CC 2 VIAS LATEX,27.28,PZA
00171,SONDA FOLEY 16FR 5CC 2 VIAS SILAST 33616,326.67,PZA
00606,SONDA FOLEY 16FR 5CC 2VIAS SILICON 8888760516,233.33,PZA
00269,SONDA FOLEY 18FR 30CC 2VIAS SILAST 33418,310.83,PZA
804,SONDA FOLEY 18FR 5CC 2 VIAS 25183,27.28,PZA
00267,SONDA FOLEY 18FR 5CC 2VIAS SILAST 33618,310.83,PZA
00764,SONDA FOLEY 18FR 5CC 2VIAS SILICON 8887605189,200.1,PZA
1007,SONDA FOLEY 20FR 30CC 2 VIAS 26203,27.28,PZA
00346,SONDA FOLEY 20FR 30CC 3 VIAS 2821,194.17,PZA
1363,SONDA FOLEY 20FR 5CC 2 VIAS LATEX,27.28,PZA
00115,SONDA FOLEY 22FR 30CC 2 VIAS 26223,27.28,PZA
00237,SONDA FOLEY 22FR 30CC 2VIAS SILAST 33422,310.83,PZA
00348,SONDA FOLEY 22FR 30CC 3 VIAS 2822,193.72,PZA
00455,SONDA FOLEY 22FR 5CC 3 VIAS 2722,185,PZA
00738,SONDA FOLEY 26FR 30CC 2VIAS CVE26263,27.28,PZA
00503,SONDA LEVIN 10 FR,13.33,PZA
805,SONDA LEVIN 12 FR,13.3333,pz
00504,SONDA LEVIN 14 FR,13.33,PZA
806,SONDA LEVIN 16 FR,13.3333,PZA
00544,SONDA LEVIN 18 FR,13.33,PZA
00502,SONDA LEVIN 8 FR,13.33,PZA
00657,SONDA NELATON ROJA 10 FR,20,PZA
00656,SONDA NELATON ROJA 12 FR,20,PZA
00395,SONDA NELATON ROJA 14 FR,20,PZA
00415,SONDA NELATON ROJA 16 FR,17.5,PZA
561,SONDA NELATON ROJA 18 FR,20,PZA
00466,SONDA NELATON ROJA 20 FR,20,PZA
00467,SONDA NELATON ROJA 22 FR,20,PZA
00187,SONDA NELATON TRANSP 20 FR,10,PZA
1051,SONDA NELATON TRANSP 8 FR,10,PZA
2070,SONDA NELATON TRANSP 12 FR,10,PZA
420,SONDA NELATON TRANSP 14 FR,10,PZA
00416,SONDA NELATON TRANSP 16 FR,10,PZA
00499,SONDA NELATON TRANSP 18 FR,10,PZA
285,SONDA P/SUCC FLEMAS C/VAL 12 FR,11,PZA
00424,SONDA P/SUCC FLEMAS C/VAL 14 FR,11,PZA
1050,SONDA P/SUCC FLEMAS C/VAL 16FR,11,PZA
00404,SONDA P/SUCC FLEMAS C/VAL 18FR,11,PZA
R1546,STERI-STRIP 0.6 X 10 CM C/10 C/50 R1546 NARANJA,320.83,CAJA
STEST1541,STERI-STRIP 0.6 X 7.5 CM C/50 C/3 R1541 ROJO,208.33,CAJA
554,STERI-STRIP 1.2 X 10 CM C/6 C/50 R1547 AZUL,637.5,CAJA
00723,STRATAFIX 1 36MM 45CM C/12 SXPP1A404,11460.58,C/12
00412,STRATAFIX 1 48MM 45CM C/12 SXPP1A400,9976,C/12
00270,STRATAFIX 2-0 26MM 45CM C/12CVESXPP1A409,9583.3333,C/12
00763,SUBCLAVICAT CAL 16G AGUJA 14G CPUR1630,87.44,PZA
00762,SUBCLAVICAT CAL 18G AGUJA 16G CPUR1830,87.44,PZA
00686,SUJETADOR P/SONDA NASOGASTRICA CVE NG0120,60,PZA
00281,SULFATO DE MAGNESIO 10% 10 ML C/100,1317.5,C/100
0021,SURFA SAFE SH DET DESIF DE 750 ML,406.6667,PZA
00556,TANQUE DE OXIGENO PORTATIL 682 LTS,2966.67,PZA
T45X112,TAPETE C/ADH 4 PQT C/30 HJAS 45X112.5CM,1541.6667,CAJA
143,TAPON BRAUN AMARILLO CVE 4238010 PZA,11.66,PZA
570,TAPON DE MEROCEL DE 8,433.3333,PZA
00389,TAPON PARA SONDA FOLEY CVE K-753,6.8,PZA
1626,TEGADERM 10 X12 CM CVE1626W C/50,486.6667,CAJA
1624W,TEGADERM 6 X 7 CVE 1624W C/50 PZAS,254.1667,C/50
00386,TEGADERM I.V. APOS 6.5 X 7CMCVE 1683,1542.72,C/100
00626,TEGADERM IV ADVD APOSIT 3.8X4 C/100 1680,1075,C/100
00476,TEGADERM IV ADVD APOSIT 5X5.7 C/100 1682,1125,C/100
00387,TEGADERM+PAD 5 X 7 CM. C/50 CVE 3582,1120.8,C/50
00117,TEGADERM+PAD 6 X 10 CM. C/50 CVE 3584,1565.87,CAJA
00407,TEGADERM+PAD 9 CM. X 20 CM C/25 CVE 3590,1790.4,C/25
00489,TEGADERM+PAD 9 X 10 CM. C/25 CVE 3586,1075,C/25
0040,TEGADERM+PAD 9 X 15 CM. C/25 CVE 3589,1451.6667,CAJA
1150,TELA ADHE 1.25 X 10M LEUKO C/24 CVE 7103805,350.84,C/24
00268,TELA ADHE 10 X 10M LEUKO C/3 CVE 0520070,344.16,C/3
372,TELA ADHE 2.5 X 10M LEUKO C/12 CVE 7103808,344.16,C/12
1123,TELA ADHE 5 X 10M LEUKO C/6 CVE 7103806,344.17,C/6
224,TELA ADHE 7.5 X 10M LEUKO C/4 CVE 7103807,344.17,C/4
00233,TELMISARTAN 40 MG C/30,55.8333,PZA
1139,TERMOMETRO DIGITAL RIGIDO PZA,83.3333,PZA
632,TIJERA DE MAYO CURVA 14 CM,191.6667,PZA
TMC17,TIJERA DE MAYO CURVA 17 CM,266.6667,PZA
58B,TIJERA DE MAYO RECTA 14 CM,191.67,PZA
TMCC17,TIJERA DE MAYO RECTA 17 CM,266.6667,PZA
1128,TIJERA IRIS CURVA 12 CM,108.3333,PZA
00168,TIJERA IRIS CURVA 8.9 CM TRAUMA 8360105,392.5,PZA
733,TIJERA IRIS RECTA DE 12 CM,100,PZA
3009,TIJERA LISTER DE BOTON 14 CM PZA,291.6667,PZA
146,TIJERA LISTER DE BOTON 18-20 CM PZA,500,PZA
5001B,TIJERA LITAHUER 11 CM,0,PZA
3008,TIJERA LITAHUER 11 CM (RETIRO DE PUNTOS,280,PZA
1489523,TIJERA QUIRURGICA CURVA DE 15 CM,125,PZA
145,TIJERA RECTA ROMA-ROMA 14 CM,183.3333,PZA
388,TINTURA DE BENJUI DE 1 LITRO,189.17,PZA
3043,TIRA REACTIVA GMATE C/50 PZAS,291.6667,CAJA
548,TIRAS RECTIVAS FREE STYLE OPTIUM C/50,408.33,CAJA
00468,TOALLA ANTIBACTERIAL CLORHEXI C/100 DL,166.66,C/100
00458,TOALLA HÚMEDA ANTIBACTERIAL C/100 DL,108.34,C/100
PTO8SF,TOALLA INTERDOBLADA BCA. DALIA C/20 PAQ,189.5833,CAJA
023569,TOALLA MATIC BCA FAPSA 6 7180 MTS 3610,363.3333,CAJA
0056,TOALLA MICROFIBRA DE 40 X 40,12.5,PZA
1144,TOALLA SANITARIA OBSTETRICA C/20,52.76,C/20
00675,TOALLITA HUMEDA BABY C/80 AMBIDERM,20.83,C/80
H87,TOP ABIERTO C/RESORTE C/10,95.8333,C/10
190150,TOP CERRADO C/RESORTE C/25,213.3333,C/25
1130,TORNIQUETE AZUL,70.8333,PZA
0216000,TORUNDA 500 GRAMOS PROTEC PQTE,91.67,PZA
1315,TORUNDA DE ALCOHOL C/100 DL,58.3333,C/100
2000600,TORUNDA DE ALCOHOL C/100 PROTEC,64,C/100
0039,TORUNDERO METALICO DE 1 LITRO PZA,416.6667,PZA
00118,TORUNDERO METALICO DE 250 ML PZA,141.6667,PZA
00170,TORUNDERO METALICO DE 500 ML PZA,262.5,PZA
154,TRAMADOL AMP DE 100 MG C/5,45.8333,C/5
00306,TRAMPA P/ ASPIRAR SECRECIONES K-7534-S,108.3333,PZA
305,"TRANSPORE 1"" (2.5 CM) C/12 PZAS 15271",209.08,CAJA
00204,TREDA 129/280/30 C/20,153.6,PZA
00750,TREDA 129/280/30MG C/10 TAB,137.06,C/10
00721,TRIAMCINOLONA 40 MG C/1,1204.67,PZA
793,TRIBEDOCE 50 000 INY C/5,77.5,CAJA
TRIF076,TRIFLOW INSPIROMETRO PZA,91.6667,PZA
00103,TRIPIE DE ACERO INOXIDABLE,708.3333,PZA
51602,TUBO CAPILAR AZUL S/HEPARINA C/100,116.6667,CAJA
TUB100,TUBO ENDOTRAQUEAL C/GLOBO 10.0,36.67,PZA
058963,TUBO ENDOTRAQUEAL C/GLOBO 3.0,55.83,PZA
460,TUBO ENDOTRAQUEAL C/GLOBO 3.5,55,PZA
448,TUBO ENDOTRAQUEAL C/GLOBO 4.0,55,PZA
228,TUBO ENDOTRAQUEAL C/GLOBO 4.5,55,PZA
229,TUBO ENDOTRAQUEAL C/GLOBO 5.0,36.67,PZA
230,TUBO ENDOTRAQUEAL C/GLOBO 5.5,36.67,PZA
231,TUBO ENDOTRAQUEAL C/GLOBO 6.0,36.67,PZA
00677,TUBO ENDOTRAQUEAL C/GLOBO 6.0 ALMA/A,0,PZA
232,TUBO ENDOTRAQUEAL C/GLOBO 6.5,36.67,PZA
00676,TUBO ENDOTRAQUEAL C/GLOBO 6.5 ALMA/A,0,PZA
233,TUBO ENDOTRAQUEAL C/GLOBO 7.0,36.67,PZA
00517,TUBO ENDOTRAQUEAL C/GLOBO 7.0 ALMA/A,208.33,PZA
234,TUBO ENDOTRAQUEAL C/GLOBO 7.5,37.5,PZA
00188,TUBO ENDOTRAQUEAL C/GLOBO 7.5 ALMA/A,208.33,PZA
235,TUBO ENDOTRAQUEAL C/GLOBO 8.0,36.67,PZA
236,TUBO ENDOTRAQUEAL C/GLOBO 8.5,36.67,PZA
237,TUBO ENDOTRAQUEAL C/GLOBO 9.0,36.67,PZA
888,TUBO ENDOTRAQUEAL C/GLOBO 9.5,36.67,PZA
74589632,TUBO ENDOTRAQUEAL S/GLOBO 2.5,45.8333,PZA
00602,TUBO ENDOTRAQUEAL S/GLOBO 3.0,25.12,PZA
00604,TUBO ENDOTRAQUEAL S/GLOBO 3.5,25.12,PZA
00650,TUBO ENDOTRAQUEAL S/GLOBO 4.0,25.12,PZA
00651,TUBO ENDOTRAQUEAL S/GLOBO 4.5,25.12,PZA
00652,TUBO ENDOTRAQUEAL S/GLOBO 5.0,25.12,PZA
00653,TUBO ENDOTRAQUEAL S/GLOBO 5.5,0,PZA
00728,TUBO FLEXIBLE 8 X 1 1MM C/12 MTS,81.25,PZA
238,TUBO PARA ASPIRACION DE 3.1 MTS CVE AS826,73.3333,pz
00731,TUBO PARA ASPIRACION DE 3.6 MTS CVE AS827,71.5,PZA
435,TUBO PENROSE DE 1/2 ESTERIL,22.5,PZA
764,TUBO PENROSE DE 1/4 ESTERIL,23.75,PZA
T1256,TUBO PENROSE DE 3/4 ESTERIL,22.5,PZA
847951,TUBO PENROSE DE 3/8 ESTERIL,22.5,PZA
142,TUBO VACUT AZUL 2.7 ML BD C/100 363083,520.83,C/100
00234,TUBO VACUT AZUL 2.7 ML WEGO C/100,308.33,C/100
253,TUBO VACUT LILA 4 ML BD C/100 CVE 368171,377.64,C/100
00257,TUBO VACUT LILA 4 ML WEGO C/100 P 130754,322.5,C/100
367836,TUBO VACUT LILA 6 ML BD C/100 CVE 367863,702.5,C/100
2533,TUBO VACUT ORO 5 ML BD C/100 CVE 368159,445.25,C/100
00235,TUBO VACUT ORO 5 ML WEGO C/100,334.1667,C/100
1344,TUBO VACUT ROJO 6 ML BD C/100 CVE 368175,375.83,C/100
00236,TUBO VACUT ROJO 6 ML WEGO C/100,375.92,C/100
85478,TUBO VACUT VERDE 6.0 ML BD C/100 CVE 367878,767.5,C/100
000766,ULSACIL 500 MG/10 ML (FLUOROURACILO),1593.14,PZA
854896,VALERINA AZUL C/RESORTE C/25 PZAS,149.1667,C/25
8745896,VALERINA BLANCA C/ADHESIVO C/25 PZAS,154.1667,C/25
450010,VALERINA BLANCA C/RESORTE C/25 PZAS,149.1667,C/25
18965,VALERINA BLANCA DOBLE RESORTE C/25 PZAS,158.3333,C/25
51141500,VALPROATO DE MAGNESIO 200MG C/40 TABLETAS,50,CAJA
515,VASELINA BLANCA SOLIDA DE 1 KG,154.1667,PZA
00533,VASOPRESINA AMP 20 UI,575,PZA
00440,VENDA DE GASA DE 10CM X 5M 3500034/10405,27.7,PZA
00307,VENDA DE GASA DE 5CM X 5M 3500031/10403,25.83,PZA
00439,VENDA DE GASA DE 7.5CM X 5M 3500032/10404,25.47,PZA
00488,VENDA ELAS 10 CM LEROY C/24,488.34,C/24
905100,VENDA ELAS 10 CM VENDALASTIC C/12,85.83,C/12
2014,VENDA ELAS 15 CM VENDALASTIC C/12,127.83,C/12
00560,VENDA ELAS 30 CM IDEAL C/12,215.83,C/12
470,VENDA ELAS 30 CM VENDALASTIC C/12,237.79,C/12
00429,VENDA ELAS 5 CM LEROY C/24,246.4,C/24
42311505,VENDA ELAS 5 CM VENDALASTIC C/12,50.17,C/12
00438,VENDA ELAS 7.5 CM LEROY C/24,390,C/24
V75,VENDA ELAS 7.5CM VENDALASTIC C/ 12 PZAS,57.5,C/12
13304,VENDA ELASTOMEDIC 10 X 5 CVE13304,76.66,PZA
0090,VENDA ELASTOMEDIC 15 X 5 CVE13305,117.5,PZA
13301,VENDA ELASTOMEDIC 5 X 5 CVE13301,54.16,PZA
00154,VENDA SMARCH 10 CMS,99.02,PZA
00293,VENDA SMARCH 15 CMS,142.5,PZA
00309,VENDA SOFFBAN 7.5 CM X 2.7 M C/12,147.5,C/12
4068,VENDA TENSOPLAST 10 CMSX 2.7 CVE 71547-00,417.5,PZA
00745,VICRYL 0 CT1 1/236MM 70CM C/36 VCP340H,5527.71,C/36
00511,VICRYL 1 CT1 1/236MM 70CM C/36 VCP341H,5576.55,C/36
00751,VICRYL 1 CT2 26MM 70CM C/36 CVE XYVCP335H,5196.53,C/36
00225,VICRYL 2-0 CT-1 1/2 36MM C/36 CVE VCP339H,5575.83,C/36
00771,VICRYL 2-0 CT1 1/2 36MM 70CM MH C/36 XYVCP323H,5450.25,C/36
00746,VICRYL 2-0 SH 1/2 26MM C/36 CVE XYVCP317H,5067.29,C/36
