prioridad,estado,clase,pedir,sku_similares,generico_similares,concentraciones,piezas,forma,linea,jerarquia,precio_similares,min_sucursal,objetivo
355,HUECO,C,2,3293,AC ASCORBICO/JALEA REAL/ZINC 30TAB,10mg 25mg 300mg,30,tableta,RESPIRATORIOS,SUPLEMENTOS,79.0,2,3
356,HUECO,C,2,3329,AC ASCORBICO/WELLMUNE 300/50MG JBE,15ml 300mg 50mg,,jarabe,RESPIRATORIOS,SUPLEMENTOS,79.0,2,3
357,HUECO,C,2,3,ACICLOVIR 4GR/100ML SUSP 120ML,100ml 120ml 4000mg,,suspension,ESPECIALIDAD,MEDICAMENTOS,79.0,2,4
358,HUECO,C,2,3642,BERBERINA (AGRACEJO) 500MG+FIBRA 30CAP,500mg,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,79.0,2,3
359,HUECO,C,2,3186,GEL LUBRICANTE CORPORAL COMESTIBLE,,,solucion,SEXUALIDAD,SALUD SEXUAL,79.0,2,4
360,HUECO,C,2,367,HIDROCORTISONA 500MG 1AMP,500mg,1,solucion,ANTIINFLAMATORIOS,MEDICAMENTOS,79.0,2,4
361,HUECO,C,2,347,VITAMINA C/R H/NIÑOS 90TAB MAST DR SIMI,,90,tableta,RESPIRATORIOS,SUPLEMENTOS,79.0,2,3
362,HUECO,C,2,1248,TOPIRAMATO 25MG 20TAB,25mg,20,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,78.0,2,4
363,HUECO,C,2,639,LEVADURA DE CERVEZA 100CAP,,100,capsula,MULTIVITAMINICOS,SUPLEMENTOS,76.0,2,3
364,HUECO,C,2,6,ACICLOVIR 200MG 25TAB,200mg,25,tableta,ESPECIALIDAD,MEDICAMENTOS,75.0,2,4
365,HUECO,C,2,604,DEXAMETASONA/LIDOCAINA/B1B6B12 6AMP,1ml 2ml 4mg 5mg,,solucion,ANTIINFLAMATORIOS,MEDICAMENTOS,75.0,2,4
366,HUECO,C,2,4009,HIALURO/OXIMETAZO 2MG/0.25MG SOL OFT10ML,0.25mg 10ml 2mg,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,75.0,2,4
367,HUECO,C,2,2271,OLANZAPINA 5MG 14TAB,5mg,14,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,75.0,2,4
368,HUECO,C,2,824,SIMI-B VIT E INOSITOL 30COMP,,30,tableta,MULTIVITAMINICOS,SUPLEMENTOS,74.01,2,3
369,HUECO,C,2,2228,DULOXETINA 30MG 7CAP LR,30mg,7,capsula,SISTEMA NERVIOSO,MEDICAMENTOS,74.0,2,4
370,HUECO,C,2,3614,PROT S/AZUC CHOCO XGEAR 330ML,330ml,,,DEPORTISTAS,SUPLEMENTOS,74.0,2,3
371,HUECO,C,2,4266,PROT S/AZUC FRESA XGEAR 330ML,330ml,,,DEPORTISTAS,SUPLEMENTOS,74.0,2,3
372,HUECO,C,2,3930,PROT S/AZUC VAINI XGEAR 330ML,330ml,,,DEPORTISTAS,SUPLEMENTOS,74.0,2,3
373,HUECO,C,2,1789,SIMI B DIAB 30CAP COMPLEJO B E INOSITOL,,30,capsula,DIABETES,SUPLEMENTOS,73.0,2,3
374,HUECO,C,2,280,METILPREDNISOLONA 40MG/1ML AMP,1ml 40mg,,suspension,ANTIINFLAMATORIOS,MEDICAMENTOS,71.0,2,4
375,HUECO,C,2,735,AJO DEODORIZADO DR SIMI 100CAP,,100,capsula,CARDIOVASCULARES,SUPLEMENTOS,69.0,2,3
376,HUECO,C,2,724,GELASIMI 30TAB CISTEINA CITRUS BIOFLAVON,,30,tableta,CUIDADO DE LA PIEL,SUPLEMENTOS,69.0,2,3
377,HUECO,C,2,2707,HALOPERIDOL 5MG 20TAB,5mg,20,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,69.0,2,4
378,HUECO,C,2,4433,PROTEINA XGEAR BARRA FRESA 55GR,55000mg,,barra,DEPORTISTAS,SUPLEMENTOS,69.0,2,3
379,HUECO,C,2,4434,PROTEINA XGEAR BARRA PRETZEL 55GR,55000mg,,barra,DEPORTISTAS,SUPLEMENTOS,69.0,2,3
380,HUECO,C,2,2896,SACCHAROMYCES BOULARD PVO 6SOB SIMIBABY,1000mg 226mg,6,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,69.0,2,3
381,HUECO,C,2,1774,SIMIPAZ FORTE 30CAP,40mg 56.25mg 62.5mg,30,capsula,RELAJANTES,REMEDIOS HERBOLARIOS,69.0,2,4
382,HUECO,C,2,3587,GEL LUBRICANTE VAGINAL 60GR ALFA KINKY,60000mg,,gel,SEXUALIDAD,SALUD SEXUAL,67.01,2,4
383,HUECO,C,2,854,SIMIVF KIDS JBE 240ML,240ml,,jarabe,MULTIVITAMINICOS,SUPLEMENTOS,66.01,2,3
384,HUECO,C,2,2037,CLORANFENICOL UNGÜENTO OFT 5GR,1000mg 5000mg 5mg,,unguento,OFTALMOLOGICOS,MEDICAMENTOS,66.0,2,4
385,HUECO,C,2,2920,MEDROXIPROGESTERONA/ESTRA 1AMP S/JER,0.5ml 25mg 5mg,1,solucion,HORMONALES,MEDICAMENTOS,66.0,2,4
386,HUECO,C,2,1589,SIMICOF DIAB JARABE 120ML,120ml,,jarabe,DIABETES,SUPLEMENTOS,64.0,2,3
387,HUECO,C,2,2838,SIMIFOL AC FOLICO 400MCG 180TAB,400mcg,180,tableta,MATERNIDAD Y LACTANTES,MEDICAMENTOS,64.0,2,4
388,HUECO,C,2,1494,NORETISTERONA/ESTRA 50/5MG/1ML 1AMP,1ml 50mg 5mg,1,solucion,HORMONALES,MEDICAMENTOS,63.0,2,4
389,HUECO,C,2,3321,SIMI B12 CIANOCO 1MG 30TAB MAST,1mg,30,tableta,MULTIVITAMINICOS,MEDICAMENTOS,63.0,2,4
390,HUECO,C,2,531,ISOFLAVONAS SOYA DR SIMI 30TAB,,30,tableta,MULTIVITAMINICOS,SUPLEMENTOS,62.0,2,3
391,HUECO,C,2,1628,ACEITE HIGADO BACALAO 240ML SAB PLATANO,240ml,,emulsion,MULTIVITAMINICOS,SUPLEMENTOS,61.0,2,3
392,HUECO,C,2,1265,SIMICOF HEDERA HELIX/BUGAMB JBE 120ML,100ml 10840mg 120ml 540mg,,jarabe,RESPIRATORIOS,SUPLEMENTOS,61.0,2,3
393,HUECO,C,2,3615,COMBO GEL DENTAL 50ML+DEDAL SIMIBABY,50ml,2,gel,MATERNIDAD Y LACTANTES,MATERNIDAD,59.0,2,4
394,HUECO,C,2,3585,PROTECTORES P/LACTANCIA 24PZAS SIMIBABY,,24,,MATERNIDAD Y LACTANTES,MATERNIDAD,59.0,2,4
395,HUECO,C,2,1091,SIMIBROX D S/AZUCAR JBE 240ML,240ml,,jarabe,DIABETES,SUPLEMENTOS,59.0,2,3
396,HUECO,C,2,1062,SIMIFILA CLOROFILA LIQ 250ML,250ml,,solucion,ESTOMACALES (GASTRO),SUPLEMENTOS,57.0,2,3
397,HUECO,C,2,2901,JABON DE AZUFRE CON LANOLINA 100GR,100000mg 10000mg,,barra,CUIDADO DE LA PIEL,MEDICAMENTOS,56.0,2,4
398,HUECO,C,2,4030,CONDON ALFA SENSACIONES 3 PZAS,,3,,SEXUALIDAD,SALUD SEXUAL,55.0,2,4
399,HUECO,C,2,1308,SIMIALOE JUGO ALOE VERA 240ML,240ml,,,ESTOMACALES (GASTRO),SUPLEMENTOS,54.0,2,3
400,HUECO,C,2,1496,ACECLOFENACO CREMA 60GR,100000mg 1500mg 60000mg,,crema,ANTIINFLAMATORIOS,MEDICAMENTOS,53.0,2,4
401,HUECO,C,2,1372,TIAMAZOL 5MG 20TAB,5mg,20,tableta,HORMONALES,MEDICAMENTOS,53.0,2,4
402,HUECO,C,2,1974,LACTOB FORTE 30CAP SIMIBACILOS,,30,capsula,ESTOMACALES (GASTRO),SUPLEMENTOS,52.0,2,3
403,HUECO,C,2,2014,BAÑO COLOIDE 1 SOBRE 90GR,1800mg 86850mg 90000mg,1,polvo,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,51.0,2,4
404,HUECO,C,2,1588,CARAMELOS SIMICOF BOLSA C/30PZAS,,30,,RESPIRATORIOS,SUPLEMENTOS,51.0,2,3
405,HUECO,C,2,1036,PROBIOTICOS 30TAB MAST UVA SIMIPROBIOT,,30,tableta,ESTOMACALES (GASTRO),SUPLEMENTOS,51.0,2,3
406,HUECO,C,2,863,SIMICOLAGENO 60CAP GEL,30mg,60,capsula,CUIDADO DE LA PIEL,SUPLEMENTOS,51.0,2,3
407,HUECO,C,2,516,FLUOCINOLONA / CLIOQUINOL CREMA,100000mg 10mg 3000mg,,crema,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,49.0,2,4
408,HUECO,C,2,1366,JERINGA PERA NO.3 1PZA SIMIBABY,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,49.0,2,4
409,HUECO,C,2,4214,PROT LIQUI XGEAR KIWI-SANDIA 15G 1S 34ML,15000mg 34ml,,solucion,DEPORTISTAS,SUPLEMENTOS,49.0,2,3
410,HUECO,C,2,2149,VENDA ALTA COMPRESION 10CMX5MTS DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,49.0,2,3
411,HUECO,C,2,1976,LACTOB SPOROG 48TAB MAST SIMIPROBACILUS,,48,tableta,ESTOMACALES (GASTRO),SUPLEMENTOS,48.0,2,3
412,HUECO,C,2,1058,TOALLAS HUMEDAS P/BEBE 80PZAS SIMIBABY,,80,,MATERNIDAD Y LACTANTES,MATERNIDAD,47.01,2,4
413,HUECO,C,2,1442,CROMOGLICATO DE SODIO SOL OFT 5ML,1ml 40mg 5ml,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,47.0,2,4
414,HUECO,C,2,1641,VITAMINA-E 400MG 30CAP,400mg,30,capsula,MULTIVITAMINICOS,MEDICAMENTOS,47.0,2,4
415,HUECO,C,2,1445,JERINGA PERA NO.0 1PZA SIMIBABY,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,46.0,2,4
416,HUECO,C,2,3223,CONDON ALFA CLIMAX ULTRASEN 2PZAS,,2,,SEXUALIDAD,SALUD SEXUAL,44.0,2,4
417,HUECO,C,2,3222,CONDON ALFA EXTR CLIMAX TEXT 2PZAS,,2,,SEXUALIDAD,SALUD SEXUAL,44.0,2,4
418,HUECO,C,2,932,MINIBOTIQUIN DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,44.0,2,3
419,HUECO,C,2,419,PALETAS MIEL DE ABEJA 16PZAS PALETOSIMI,,16,paleta,RESPIRATORIOS,SUPLEMENTOS,44.0,2,3
420,HUECO,C,2,807,PALETAS SIMILYPTUS 16PZAS MENT/MIEL/EUCA,,16,paleta,RESPIRATORIOS,SUPLEMENTOS,44.0,2,3
421,HUECO,C,2,3946,CONDON ALFA TEXTURIZA SABOR AROMA  3PZAS,,3,,SEXUALIDAD,SALUD SEXUAL,42.0,2,4
422,HUECO,C,2,103,FLUNARIZINA 5MG 40TAB,5mg,40,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,42.0,2,4
423,HUECO,C,2,3021,SHAMPOO LAVANDA/LECHUGA 250ML,250ml,,,MATERNIDAD Y LACTANTES,MATERNIDAD,41.01,2,3
424,HUECO,C,2,645,YODOPOVIDONA ESPUMA ANTISEPTICA DR SIMI,100ml 8000mg,,,CURACION Y MEDICION,MATERIAL DE CURACION,39.01,2,3
425,HUECO,C,2,4088,CARAMELOS VITC/D/ZINC ZERO 10PZAS BONDAD,,10,,RESPIRATORIOS,SUPLEMENTOS,39.0,2,3
426,HUECO,C,2,2971,CONDON ALFA TEXTURIZADO RETARD 3PZAS,,3,,SEXUALIDAD,SALUD SEXUAL,39.0,2,4
427,HUECO,C,2,1972,CONDON TEXTURIZADO EXTR 3PZAS SIMICONDON,,3,,SEXUALIDAD,SALUD SEXUAL,37.0,2,4
428,HUECO,C,2,346,VITAMINA C/R H/NIÑOS 30TAB MAST DR SIMI,,30,tableta,RESPIRATORIOS,SUPLEMENTOS,36.01,2,3
429,HUECO,C,2,2566,TIMOLOL 5.0MG/1ML SOL GTS 5ML,1ml 5mg 5ml,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,36.0,2,4
430,HUECO,C,2,930,VENDA ELASTICA 30CMX5MTS DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,36.0,2,3
431,HUECO,C,2,2224,CONDON AROMA/SAB FRES 3PZAS SIMICONDON,,3,,SEXUALIDAD,SALUD SEXUAL,34.0,2,4
432,HUECO,C,2,2078,CONDON AROMA/SAB UVA 3PZAS SIMICONDON,,3,,SEXUALIDAD,SALUD SEXUAL,34.0,2,4
433,HUECO,C,2,2278,CONDON MAX SEG 3PZAS SIMICONDON,,3,,SEXUALIDAD,SALUD SEXUAL,34.0,2,4
434,HUECO,C,2,835,CONDON ULTRASENSIBLE 3PZAS SIMICONDON,,3,,SEXUALIDAD,SALUD SEXUAL,34.0,2,4
435,HUECO,C,2,1267,SIMIFOL AC FOLICO/HIERRO 30TAB,18mg 400mcg,30,tableta,MULTIVITAMINICOS,SUPLEMENTOS,33.0,2,3
436,HUECO,C,2,2034,SHOT WELLMUNE 60ML MANDARINA,60ml,,,RESPIRATORIOS,SUPLEMENTOS,32.0,2,3
437,HUECO,C,2,3793,CARAMELO SIMILYPTUS ZERO A 10 PZAS,,10,pastilla,RESPIRATORIOS,SUPLEMENTOS,31.0,2,3
438,HUECO,C,2,4312,CUBREBOCA INF DR SIMI TRIPLE PLIE 5PZAS,,5,,CURACION Y MEDICION,MATERIAL DE CURACION,31.0,2,3
439,HUECO,C,2,2788,PARACETAMOL 650MG 24TAB DR SIMI,650mg,24,tableta,ANALGESICOS,MEDICAMENTOS,31.0,2,3
440,HUECO,C,2,381,CLORANFENICOL SOL OFT 15ML,15ml 1ml 5mg,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,29.0,2,4
441,HUECO,C,2,4067,COLAGENO/VITC GEL ORAL 50GR SIMI SPACE,20000mg 50000mg 75mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,29.0,2,3
442,HUECO,C,2,4157,GLUTATION GEL ORAL 50GR SIMI SPACE,50000mg 50mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,29.0,2,3
443,HUECO,C,2,4066,JENGIBRE 30MG GEL ORAL 50GR SIMI SPACE,30mg 50000mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,29.0,2,3
444,HUECO,C,2,4156,SEMILLA CHIA GEL ORAL 50GR SIMI SPACE,400mg 50000mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,29.0,2,3
445,HUECO,C,2,4065,VITD3 400UI GEL ORAL 50GR SIMI SPACE,400ui 50000mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,29.0,2,3
446,HUECO,C,2,2035,SHOT WELLMUNE INF 60ML NARANJA,60ml,,,RESPIRATORIOS,SUPLEMENTOS,28.0,2,3
447,HUECO,C,2,1100,ACEITE SIMI BEBE FCO 120ML SIMIBABY,120ml,,locion,MATERNIDAD Y LACTANTES,MATERNIDAD,27.0,2,4
448,HUECO,C,2,101,NAFAZOLINA/FENIRA SOL OFT 15ML,0.16mg 15ml 3mg,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,27.0,2,4
449,HUECO,C,2,2283,SHOT SIMIACT 60ML SAB GROSELLA,60ml,,,DEPORTISTAS,SUPLEMENTOS,27.0,2,3
450,HUECO,C,2,3505,ELECTROL 0% AZU PONCHE 500ML HIDRATASIM,500ml,,solucion,REHIDRATANTES,SUPLEMENTOS,25.5,2,3
451,HUECO,C,2,3707,ELECTROL 0%AZU FRES-KIW 500ML HIDRATASIM,0% 500ml,,solucion,REHIDRATANTES,SUPLEMENTOS,25.5,2,3
452,HUECO,C,2,3628,ELECTROLITO 0% AZU UVA 500ML HIDRATASIM,500ml,,solucion,REHIDRATANTES,SUPLEMENTOS,25.5,2,3
453,HUECO,C,2,599,ELECTROLITO ORAL COCO 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
454,HUECO,C,2,1807,ELECTROLITO ORAL DURAZNO 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
455,HUECO,C,2,2965,ELECTROLITO ORAL FRE-KIWI 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
456,HUECO,C,2,4068,ELECTROLITO ORAL JAMAICA 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
457,HUECO,C,2,2851,ELECTROLITO ORAL LIMA-LIM 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
458,HUECO,C,2,3622,ELECTROLITO ORAL MORA AZUL 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
459,HUECO,C,2,585,ELECTROLITO ORAL MZA 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
460,HUECO,C,2,1593,ELECTROLITO ORAL NJA-MDNA 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
461,HUECO,C,2,3490,ELECTROLITO ORAL UVA 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
462,HUECO,C,2,2618,ELECTROLITO PED UVA 500ML,500ml,,solucion,REHIDRATANTES,MEDICAMENTOS,25.5,2,4
463,HUECO,C,2,1011,BIBERON DE 8ONZ C/MAMILA,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,24.01,2,4
464,HUECO,C,2,3121,CARAMELOS SIMI MIEL/LIM/HER 10PZAS,,10,,RESPIRATORIOS,SUPLEMENTOS,24.0,2,3
465,HUECO,C,2,2496,CARAMELOS SIMILYPTUS 10PZAS,,10,,RESPIRATORIOS,SUPLEMENTOS,24.0,2,3
466,HUECO,C,2,74,COMPLEJO B 30TAB,100mg 50mcg 5mg,30,tableta,MULTIVITAMINICOS,MEDICAMENTOS,23.0,2,4
467,HUECO,C,2,1400,BIBERON 4 ONZAS 1PZA,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,22.0,2,4
468,HUECO,C,2,1811,VENDA ELASTICA 15CMX5MTS DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,22.0,2,3
469,HUECO,C,2,940,GASA 10X10 CAJA 10 SOBRES DR SIMI,,10,sobre,CURACION Y MEDICION,MATERIAL DE CURACION,21.0,2,3
470,HUECO,C,2,78,DEXAMETASONA/NEOMICINA SOL 5ML,1mg 3.5mg 5ml,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,20.0,2,4
471,HUECO,C,2,3250,CUBREBOCA DR SIMI TRIPLE PLIEGUE 3PZAS,,3,,CURACION Y MEDICION,MATERIAL DE CURACION,19.0,2,3
472,HUECO,C,2,851,VENDA ELASTICA 10CMX5MTS DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,16.0,2,3
473,HUECO,C,2,8,AC FOLICO 5MG 20TAB,5mg,20,tableta,MULTIVITAMINICOS,MEDICAMENTOS,15.0,2,4
474,HUECO,C,2,3049,JABON LAVANDA/LECHUGA 90GR,90000mg,,barra,MATERNIDAD Y LACTANTES,MATERNIDAD,15.0,2,4
475,HUECO,C,2,76,DEXAMETASONA 8MG/2ML 1AMP,2ml 8mg,1,solucion,ANTIINFLAMATORIOS,MEDICAMENTOS,14.0,2,4
476,HUECO,C,2,1342,CINTA MICROPOROSA PIEL 1.25X5MTS DR SIMI,,,,CURACION Y MEDICION,MATERIAL DE CURACION,12.51,2,3
477,HUECO,C,2,1753,SIMILESS CAFE 1 SOBRE 12GR,12000mg,1,polvo,PESO Y METABOLISMO,SUPLEMENTOS,12.5,2,3
478,HUECO,C,2,964,CINTA MICROPOROSA BCA 1.25X10MTS DR SIMI,,,,CURACION Y MEDICION,MATERIAL DE CURACION,12.0,2,3
479,HUECO,C,2,1720,SIMIANGO 1 SOBRE 12GR,12000mg 120mg 629mcg,1,polvo,MULTIVITAMINICOS,SUPLEMENTOS,11.5,2,3
480,HUECO,C,2,931,VENDA ELASTICA 7.5CMX5MTS DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,11.0,2,3
481,HUECO,C,2,1810,VENDA ELASTICA 5CMX5MTS DR SIMI,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,10.0,2,3
482,HUECO,C,2,2364,ELECTROLITO ORAL PVO C/SABOR 27.9GR,27900mg,1,polvo,REHIDRATANTES,MEDICAMENTOS,9.0,2,4
483,HUECO,C,2,2363,ELECTROLITO ORAL PVO NATURAL 27.9GR,27900mg,1,polvo,REHIDRATANTES,MEDICAMENTOS,9.0,2,4
484,HUECO,C,2,971,MAMILA SILICON 1PZA,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,9.0,2,4
485,HUECO,C,2,4603,BEBIDA ENERGETICA XGEAR BY YAOCA 473ML,473ml,,,,SUPLEMENTOS,0,2,3
486,HUECO,C,2,4589,CARVEDILOL 6.25MG 14TAB,6.25mg,14,tableta,,MEDICAMENTOS,0,2,4
487,HUECO,C,2,2951,CONDON ALFA ULTRA SENSITIVO 3PZAS,,1,,SEXUALIDAD,SALUD SEXUAL,0,2,4
488,HUECO,C,2,4606,ELECTROL 0% AZU COCO 500ML HIDRATASIM,500ml,,,,SUPLEMENTOS,0,2,3
489,HUECO,C,2,4605,ELECTROL 0% AZU MORA 500ML HIDRATASIM,500ml,,,,SUPLEMENTOS,0,2,3
490,HUECO,C,2,4607,ELECTROL 0%AZU LIMA-LIM 500ML HIDRATASIM,0% 500ml,,,,SUPLEMENTOS,0,2,3
491,HUECO,C,2,4571,ELECTROLITO PVO 10SOB XGEAR SANDIA,1000mg 200mg 60mg,10,polvo,,SUPLEMENTOS,0,2,3
492,HUECO,C,2,4588,FLUVOXAMINA 100MG 30 TAB,100mg,30,tableta,,MEDICAMENTOS,0,2,4
493,HUECO,C,2,4057,GEL ENERGETICO XGEAR SABOR PITAYA 30GR,30000mg,,gel,DEPORTISTAS,SUPLEMENTOS,0,2,3
494,HUECO,C,2,4597,GOMITAS CITICOLINA200MG MULTIGOMI 60PZAS,200mg,60,,,SUPLEMENTOS,0,2,3
495,HUECO,C,2,4598,GOMITAS CREATINA 5.1G XGEAR 90 PZAS,5100mg,90,,,SUPLEMENTOS,0,2,3
496,HUECO,C,2,4466,GOMITAS MULTIVITAMI KIDS 60PZS MULTIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,0,2,3
497,HUECO,C,2,4568,GOMITAS VIT/DHA/MINERALES 60PZS SIMI B,,60,,,SUPLEMENTOS,0,2,3
498,HUECO,C,2,4585,INSULINA DEGLUDEC PLUMA PRE 3ML TRESIBA,100ui 3ml,,solucion,,MEDICAMENTOS,0,2,4
499,HUECO,C,2,4595,LACTOB REUTERI 100MILL/0.19ML5ML BIOGAIA,0.19ml 100ui 5ml,,gotas,,SUPLEMENTOS,0,2,3
500,HUECO,C,2,4587,MACROGOL 3350 POLVO 17 GRC/U CONTUMAX,17000mg,7,suspension,,MEDICAMENTOS,0,2,4
501,HUECO,C,2,4601,MAGNESIO CITRATO/MALEATO/GLICINA 90CAP,600mg 800mg,90,capsula,,SUPLEMENTOS,0,2,3
502,HUECO,C,2,4596,MYO-INOSITOL/AC FOLICO/LACTO 60 CAP,1200mg 400mcg 46.16mg,60,capsula,,SUPLEMENTOS,0,2,3
503,HUECO,C,2,4599,PROT VEGETAL CHOCO XGEAR BY GUD 330ML,330ml,,,,SUPLEMENTOS,0,2,3
504,HUECO,C,2,4600,PROT VEGETAL VAINILLA XGEAR BY GUD 330ML,330ml,,,,SUPLEMENTOS,0,2,3
505,HUECO,C,2,4602,PROT XGEAR VEGAN CHOCOLATE 450GR,450000mg,,polvo,,SUPLEMENTOS,0,2,3
506,HUECO,C,2,4592,PROT XGEAR WHEY PROTEIN VAINILLA 600GR,600000mg,,polvo,,SUPLEMENTOS,0,2,3
507,HUECO,C,2,4594,PROTEINA XGEAR BARRA MALVA CHOCO 54GR,54000mg,,barra,,SUPLEMENTOS,0,2,3
508,HUECO,C,2,4593,PROTEINA XGEAR BARRA MALVA-CACAHUA 54GR,54000mg,,barra,,SUPLEMENTOS,0,2,3
509,HUECO,C,2,4258,TESTOSTERONA/ESTRADIOL 100/5MG/1ML 1PZ,1ml 5mg,1,solucion,HORMONALES,MEDICAMENTOS,0,2,4
