sku,nombre,categoria,tipo,codigo_barras,costo_compra,precio_venta_fc,margen_bruto_pct,markup_sobre_costo_pct,precio_teorico_costo_x1_6,dif_vs_teorico_pct,precio_similares,precio_del_ahorro,precio_exprezo,ref_mercado_min,dif_vs_mercado_pct,fecha_ref_competencia
FC-F22C72BE,12H,Otro,marca,,55.03,71.54,23.1,30.0,88.05,-18.8,,,,,,
FC-516C2E89,12H Jr,Otro,marca,,36.79,47.83,23.1,30.0,58.86,-18.7,,,,,,
FC-DDFBABDF,12H Ped,Otro,marca,,25.94,33.73,23.1,30.0,41.5,-18.7,,,,,,
FC-C9F4ACCC,Acemetacina,Otro,generico,,39.44,63.11,37.5,60.0,63.1,0.0,,,,,,
FC-7D1D9857,Acetilsalicilico,Otro,marca,,14.85,19.31,23.1,30.0,23.76,-18.7,,,,,,
FC-95779436,Acetilsalicilico Ef,Otro,marca,,19.07,24.8,23.1,30.0,30.51,-18.7,,,,,,
FC-1BF03D35,Acetonido De Fluocinolona Cma,Producto,marca,,18.44,23.98,23.1,30.0,29.5,-18.7,,,,,,
FC-FD845E68,Aciclovir,Otro,marca,,23.68,30.79,23.1,30.0,37.89,-18.7,,,,,,
FC-05965071,Acroxil-C,Otro,marca,,24.05,31.27,23.1,30.0,38.48,-18.7,,,,,,
FC-85BDBD3D,Acroxil-C,Otro,marca,,25.42,33.05,23.1,30.0,40.67,-18.7,,,,,,
FC-2001A890,Ad,Otro,marca,,81.71,106.23,23.1,30.0,130.74,-18.7,,,,,,
FC-06134531,Afrin Dtc (Rojo) 20,Producto,marca,75010506134531,75.46,120.74,37.5,60.0,120.74,0.0,,,,,,
FC-06247327,Afrin Spray No Drip Extra Humectante Spray Drip Extra,GENERAL,marca,75010506247327,109.76,175.62,37.5,60.0,175.62,0.0,,,,,,
FC-08344747,Afrodit,Producto,marca,7503008344747,45.08,72.13,37.5,60.0,72.13,0.0,,,,,,
FC-25116810,Agrifen Ab Pis,Otro,marca,7501125116810,19.5,25.35,23.1,30.0,31.2,-18.7,,,,,,
FC-77620056,Agua destilada La Flor,Botiquín,marca,7506313000353,19.0,29.0,34.5,52.6,30.4,-4.6,,,,,,
FC-45722547,Agua micelar bifásica,Cuidado personal,marca,7502245722547,21.08,30.0,29.7,42.3,33.73,-11.1,,,,,,
FC-83351381,Agua oxigenada,Botiquín,marca,75010483351381,7.64,12.23,37.5,60.1,12.22,0.1,,,,,,
FC-52400267,Ajolotius,Otro,marca,7506452400267,73.21,117.14,37.5,60.0,117.14,0.0,,,,,,
FC-62746698,Ajolotius,Otro,marca,7500462746698,58.9,80.0,26.4,35.8,94.24,-15.1,,,,,,
FC-62746612,Ajolotius,Otro,marca,7500462746612,89.2,115.96,23.1,30.0,142.72,-18.8,,,,,,
FC-52400212,Ajolotius Jengibre Tab Nati Jengibre,GENERAL,marca,7506452400212,20.5,26.65,23.1,30.0,32.8,-18.7,,,,,,
FC-52400038,Ajolotius Menta Eucal S/Azucar Past Menta Eucal,GENERAL,marca,7506452400038,21.36,34.18,37.5,60.0,34.18,0.0,,,,,,
FC-62746643,Ajolotius Menta Fucal Menta Fucal,GENERAL,marca,7500462746643,19.5,31.21,37.5,60.1,31.2,0.0,,,,,,
FC-24004581,Ajolotius Pastillas Elderberry Past,Producto,marca,75064524004581,21.0,33.6,37.5,60.0,33.6,0.0,,,,,,
FC-86472048,Alcanforada Mayo Somed,Higiene,marca,7501086472048,13.5,19.0,28.9,40.7,21.6,-12.0,,,,,,
FC-68901131,Alcohol Etilico Azul 71.6,Botiquín,marca,7501868901131,41.0,62.0,33.9,51.2,65.6,-5.5,,,,,,
FC-86901100,Alcohol Etilico Azul 71.6,Botiquín,marca,7501868901100,7.4,13.0,43.1,75.7,11.84,9.8,,,,,,
FC-68901124,Alcohol Etilico Azul 71.6,Botiquín,marca,7501868901124,120.0,180.0,33.3,50.0,192.0,-6.2,,,,,,
FC-68901117,Alcohol Etilico Azul 71.6,Botiquín,marca,7501868901117,11.3,17.0,33.5,50.4,18.08,-6.0,,,,,,
FC-68960257,Alcohol Etilico Rojo 96°,Botiquín,marca,7501868900257,53.2,80.0,33.5,50.4,85.12,-6.0,,,,,,
FC-68900226,Alcohol Etilico Rojo 96°,Botiquín,marca,7501868900226,15.68,24.0,34.7,53.1,25.09,-4.3,,,,,,
FC-68990023,Alcohol Etilico Rojo 96°,Botiquín,marca,7501868990023,28.2,1082.96,97.4,3740.3,45.12,2300.2,,,,,,
FC-68900264,Alcohol Etilico Rojo 96°,Botiquín,marca,7501868900264,8.1,14.0,42.1,72.8,12.96,8.0,,,,,,
FC-DF39BB27,Alevarin Capsulas,Producto,marca,,68.88,89.55,23.1,30.0,110.21,-18.7,,,,,,
FC-89100101,Algodón 200 g,Botiquín,marca,75018689100101,35.3,53.0,33.4,50.1,56.48,-6.2,,,,,,
FC-68910041,Algodón 5 g C/12,Botiquín,marca,7501868910041,6.9,10.0,31.0,44.9,11.04,-9.4,,,,,,
FC-84999001,Alka-Seltzer,Otro,marca,75010084999001,174.0,278.41,37.5,60.0,278.4,0.0,,,,,,
FC-08443026,Alka-Seltzer,Otro,marca,7501008443026,262.0,340.6,23.1,30.0,419.2,-18.7,,,,,,
FC-ACA2A2F6,Alopurinol,Otro,generico,,21.46,34.34,37.5,60.0,34.34,0.0,,,,,,
FC-9A37D44A,Amdoryl,Otro,marca,,26.11,33.95,23.1,30.0,41.78,-18.7,,,,,,
FC-9F67BB73,Amifarin,Otro,marca,,27.0,35.1,23.1,30.0,43.2,-18.8,,,,,,
FC-D5AC44CA,Amifarin,Otro,marca,,45.78,59.52,23.1,30.0,73.25,-18.7,,,,,,
FC-347A49C7,Amikacina,Otro,generico,,19.46,31.14,37.5,60.0,31.14,0.0,,,,,,
FC-11294615,Amikacina,Otro,generico,,31.94,51.11,37.5,60.0,51.1,0.0,,,,,,
FC-1FEA2FB7,Amikacina,Otro,generico,,29.21,46.74,37.5,60.0,46.74,0.0,,,,,,
FC-97BEFA1A,Amlodipino,Otro,marca,,32.52,42.28,23.1,30.0,52.03,-18.7,,,,,,
FC-4A0245DA,Amlodipino,Otro,marca,,32.52,42.28,23.1,30.0,52.03,-18.7,,,,,,
FC-3B001F9B,Amlodipino,Otro,marca,,9.04,11.76,23.1,30.1,14.46,-18.7,,,,,,
FC-F4E9C71F,Amoxicilina,Otro,generico,,72.03,115.25,37.5,60.0,115.25,0.0,,,,,,
FC-A0D320D1,Amoxicilina,Otro,generico,,18.37,29.4,37.5,60.0,29.39,0.0,,,,,,
FC-D210172A,Ampicilina,Otro,generico,,25.48,40.77,37.5,60.0,40.77,0.0,,,,,,
FC-F82A6E4B,Ampicilina,Otro,generico,,27.05,43.28,37.5,60.0,43.28,0.0,,,,,,
FC-7F90064A,Ampicilina,Otro,generico,,20.37,32.6,37.5,60.0,32.59,0.0,,,,,,
FC-88508929,Anara,Otro,marca,7501088508929,162.6,211.38,23.1,30.0,260.16,-18.8,,,,,,
FC-D751525D,Animalin,Otro,marca,,22.65,29.45,23.1,30.0,36.24,-18.7,,,,,,
FC-44B6751A,Aquito 500/100/30/4 Mg,Otro,marca,,59.63,77.52,23.1,30.0,95.41,-18.8,,,,,,
FC-89810021,Armstrong Herklin Ne Sham 60 Ml,Producto,marca,7501089810021,79.38,127.01,37.5,60.0,127.01,0.0,,,,,,
FC-45307181,Arnica Bde Parche,GENERAL,marca,75010545307181,74.68,101.0,26.1,35.2,119.49,-15.5,,,,,,
FC-00003920,Arnica Mercurio,Producto,marca,3311000003944,15.0,23.0,34.8,53.3,24.0,-4.2,,,,,,
FC-08895196,Aspirina,Otro,marca,7502208895196,9.5,13.0,26.9,36.8,15.2,-14.5,,,,,,
FC-08491074,Aspirina,Otro,marca,7501008491074,124.8,163.0,23.4,30.6,199.68,-18.4,,,,,,
FC-08496701,Aspirina Eferv,Otro,marca,7501008496701,35.18,45.74,23.1,30.0,56.29,-18.7,,,,,,
FC-84335531,Aspirina Forte C/24 Caf Iaspirina,Otro,marca,75010084335531,71.79,93.33,23.1,30.0,114.86,-18.7,,,,,,
FC-17376CAE,Aspitak-P,Otro,marca,,19.72,25.64,23.1,30.0,31.55,-18.7,,,,,,
FC-E4BE37BE,Atorvastatina,Otro,generico,,26.35,42.16,37.5,60.0,42.16,0.0,,,,,,
FC-06226852,Axe Wom Anarchy,Higiene,marca,7506306226852,45.83,65.0,29.5,41.8,73.33,-11.4,,,,,,
FC-D9391288,Azitromicina,Otro,generico,,68.5,109.6,37.5,60.0,109.6,0.0,,,,,,
FC-AE5EEDF7,Bactiver,Otro,marca,,48.65,63.25,23.1,30.0,77.84,-18.7,,,,,,
FC-DEAF33B0,Bactiver,Otro,marca,,21.28,27.67,23.1,30.0,34.05,-18.7,,,,,,
FC-4BD80686,Beneventol,Otro,generico,,88.17,141.08,37.5,60.0,141.07,0.0,,,,,,
FC-369D1689,Beneventol,Otro,generico,,51.43,82.29,37.5,60.0,82.29,0.0,,,,,,
FC-9B93AC4C,Beneventol,Otro,generico,,97.6,156.16,37.5,60.0,156.16,0.0,,,,,,
FC-08427330,Bepanthen,Otro,marca,7501008427330,134.5,216.0,37.7,60.6,215.2,0.4,,,,,,
FC-08498798,Bepanthen Multiusos Pomada 30 Multiusos Pomada,GENERAL,marca,7501008498798,63.25,101.2,37.5,60.0,101.2,0.0,,,,,,
FC-B8D7C997,Bicarbonato Sobres,Botiquín,marca,,48.0,76.81,37.5,60.0,76.8,0.0,,,,,,
FC-08DB70CB,Bicarbonato Velazquez Grande 200G,Producto,marca,,11.5,18.41,37.5,60.1,18.4,0.1,,,,,,
FC-6898B64F,Bioerter,Otro,marca,,47.7,62.02,23.1,30.0,76.32,-18.7,,,,,,
FC-79071241,Bisolvon,Otro,marca,75010379071241,147.9,236.64,37.5,60.0,236.64,0.0,,,,,,
FC-C101D5B1,Bisoprolol,Otro,generico,,97.51,156.02,37.5,60.0,156.02,0.0,,,,,,
FC-58DB24C4,Bitenver,Otro,marca,,62.78,81.62,23.1,30.0,100.45,-18.7,,,,,,
FC-67905131,Blumen Cherry Bloss,Higiene,marca,7506267905131,17.78,28.45,37.5,60.0,28.45,0.0,,,,,,
FC-67905186,Blumen Coconut Para,Higiene,marca,7506267905186,16.7,24.0,30.4,43.7,26.72,-10.2,,,,,,
FC-281E0F22,Budesonida,Otro,marca,,153.72,199.84,23.1,30.0,245.95,-18.7,,,,,,
FC-447B30F9,Budesonida,Otro,marca,,131.38,170.8,23.1,30.0,210.21,-18.7,,,,,,
FC-C6C20517,Budimin,Otro,marca,,31.31,40.71,23.1,30.0,50.1,-18.7,,,,,,
FC-08491096,Cafiaspirina Tar C/100,Otro,marca,7501008491096,217.46,347.94,37.5,60.0,347.94,0.0,,,,,,
FC-46073156,Caprice Nat Mzna,Higiene,marca,7509546073156,29.31,42.0,30.2,43.3,46.9,-10.4,,,,,,
FC-46073033,Caprice Sp Acti Ceramida,Higiene,marca,7509546073033,14.73,21.0,29.9,42.6,23.57,-10.9,,,,,,
FC-46073040,Caprice Sp Biotina Fza,Higiene,marca,7509546073040,14.73,21.0,29.9,42.6,23.57,-10.9,,,,,,
FC-46655055,Caprice Volum-Cirl,Higiene,marca,7509546655055,50.51,71.0,28.9,40.6,80.82,-12.2,,,,,,
FC-82F88FED,Captopril,Otro,generico,,7.95,12.72,37.5,60.0,12.72,0.0,,,,,,
FC-885F2723,Carbamazepina,Otro,generico,,18.11,28.98,37.5,60.0,28.98,0.0,,,,,,
FC-2EDC6E3B,Cefagen,Otro,marca,,82.09,106.72,23.1,30.0,131.34,-18.7,,,,,,
FC-443C330E,Cefagen,Otro,marca,,144.13,187.37,23.1,30.0,230.61,-18.8,,,,,,
FC-E374F23E,Cefagen,Otro,marca,,48.48,63.03,23.1,30.0,77.57,-18.7,,,,,,
FC-A455EE80,Cefagen,Otro,marca,,74.58,96.96,23.1,30.0,119.33,-18.7,,,,,,
FC-2005DD57,Cefalexina,Otro,generico,,39.84,63.75,37.5,60.0,63.74,0.0,,,,,,
FC-40CE757D,Cefalver,Otro,marca,,62.48,81.23,23.1,30.0,99.97,-18.7,,,,,,
FC-492D652F,Cefalver,Otro,marca,,43.35,56.36,23.1,30.0,69.36,-18.7,,,,,,
FC-B18E386A,Cefaroxil,Otro,marca,,44.44,57.78,23.1,30.0,71.1,-18.7,,,,,,
FC-357D4A17,Ceftazidima,Otro,marca,,45.42,59.05,23.1,30.0,72.67,-18.7,,,,,,
FC-E6B50AC3,Celecoxib,Otro,marca,,34.82,45.27,23.1,30.0,55.71,-18.7,,,,,,
FC-DB3B2584,Celesbitan,Otro,marca,,16.91,21.99,23.1,30.0,27.06,-18.7,,,,,,
FC-65095718,Centrum,Otro,marca,7501065095718,152.2,205.47,25.9,35.0,243.52,-15.6,,,,,,
FC-50959781,Centrum C/30,Otro,marca,75010650959781,164.0,213.2,23.1,30.0,262.4,-18.7,,,,,,
FC-65095947,Centrum Tab 1 Tab,GENERAL,marca,7501065095947,178.46,232.0,23.1,30.0,285.54,-18.8,,,,,,
FC-6EAD98A9,Cepobrom,Otro,marca,,47.97,62.37,23.1,30.0,76.75,-18.7,,,,,,
FC-7AF7ACB5,Charlyn,Otro,marca,,24.98,32.48,23.1,30.0,39.97,-18.7,,,,,,
FC-85097661,Chinoin Jr. Jbe Ine 60 Mant Jr. Jbe Mant,GENERAL,marca,75010885097661,127.9,204.64,37.5,60.0,204.64,0.0,,,,,,
FC-26462078,Chupón con miel,Cuidado personal,marca,7501026462078,61.02,83.0,26.5,36.0,97.63,-15.0,,,,,,
FC-88923551,Cilocid Iv,Otro,marca,75022088923551,7.25,9.43,23.1,30.1,11.6,-18.7,,,,,,
FC-B25B4654,Cina,Otro,marca,,28.87,37.54,23.1,30.0,46.19,-18.7,,,,,,
FC-3CAA7C5C,Cinarizina,Otro,generico,,35.05,56.08,37.5,60.0,56.08,0.0,,,,,,
FC-74A5ABEE,Ciprofloxacino,Otro,generico,,13.69,21.91,37.5,60.0,21.9,0.0,,,,,,
FC-E9C38DC4,Ciprofloxacino G.I,Otro,generico,,22.92,36.68,37.5,60.0,36.67,0.0,,,,,,
FC-5F30F9D4,Clamoxin,Otro,marca,,48.48,63.03,23.1,30.0,77.57,-18.7,,,,,,
FC-6519183A,Clamoxin,Otro,marca,,27.89,36.26,23.1,30.0,44.62,-18.7,,,,,,
FC-F48FF7EF,Clamoxin,Otro,marca,,35.62,46.31,23.1,30.0,56.99,-18.7,,,,,,
FC-56330309,Clariant B3 Nml/Gsa,Cuidado personal,marca,7501056330309,72.3,102.0,29.1,41.1,115.68,-11.8,,,,,,
FC-21012303,Claris Desmaq Aloe,Higiene,marca,7502221012303,9.43,14.0,32.6,48.5,15.09,-7.2,,,,,,
FC-41339950,Claritromicina,Otro,generico,,59.45,95.12,37.5,60.0,95.12,0.0,,,,,,
FC-9A4E4C31,Clindamicina,Otro,generico,,88.42,141.48,37.5,60.0,141.47,0.0,,,,,,
FC-CF18C740,Clindamicina,Otro,generico,,30.54,48.87,37.5,60.0,48.86,0.0,,,,,,
FC-0BDE9283,Clophiven 200 Dosis 50 Mcg,Producto,marca,,56.51,73.47,23.1,30.0,90.42,-18.7,,,,,,
FC-4F737E93,Cloxan,Otro,marca,,44.04,57.26,23.1,30.0,70.46,-18.7,,,,,,
FC-1DA570E3,Cloxan,Otro,marca,,9.75,12.68,23.1,30.1,15.6,-18.7,,,,,,
FC-72629012,Colgate Adulto Med 40 C12,Higiene,marca,7501072629012,96.63,136.0,28.9,40.7,154.61,-12.0,,,,,,
FC-66888171,Colgate Max Clean,Producto,marca,75095466888171,25.5,40.81,37.5,60.0,40.8,0.0,,,,,,
FC-66534951,Colgate Total,Higiene,marca,75095466534951,22.93,36.69,37.5,60.0,36.69,0.0,,,,,,
FC-60689091,Colgate Trip Xtra,Producto,marca,75095460689091,13.72,21.96,37.5,60.1,21.95,0.0,,,,,,
FC-60009851,Colgate Triple Acc,Higiene,marca,75095460009851,19.2,30.72,37.5,60.0,30.72,0.0,,,,,,
FC-1AE9D7E6,Collucort,Otro,marca,,47.85,62.21,23.1,30.0,76.56,-18.7,,,,,,
FC-64EB83AA,Compl,Otro,marca,,18.07,23.5,23.1,30.0,28.91,-18.7,,,,,,
FC-54558682,Crema corporal Nivea Milk,Cuidado personal,marca,7501054558682,85.87,121.0,29.0,40.9,137.39,-11.9,,,,,,
FC-54549819,Crema corporal piel seca,Cuidado personal,marca,7501054549819,26.3,42.09,37.5,60.0,42.08,0.0,,,,,,
FC-66873531,Crema dental anticaries,Higiene,marca,75095466873531,32.44,51.91,37.5,60.0,51.9,0.0,,,,,,
FC-76000260,Crema Vitacilina amarilla aclaradora,Cuidado personal,marca,7506376000260,80.0,120.0,33.3,50.0,128.0,-6.2,,,,,,
FC-76000253,Crema Vitacilina roja antiarrugas,Cuidado personal,marca,7506376000253,80.0,120.0,33.3,50.0,128.0,-6.2,,,,,,
FC-1FFBB505,Dac,Otro,marca,,42.14,54.79,23.1,30.0,67.42,-18.7,,,,,,
FC-48335305,Degasa 15.00 Agua Oxigenada,Botiquín,marca,7501048335305,14.7,23.52,37.5,60.0,23.52,0.0,,,,,,
FC-83351691,Degasa Agua Oxigenada,Botiquín,marca,75010483351691,10.19,16.31,37.5,60.1,16.3,0.1,,,,,,
FC-29670370,Degortzin,Otro,marca,,35.71,46.43,23.1,30.0,57.14,-18.7,,,,,,
FC-1FBF5206,Del Viejito Reomatolum,Cuidado personal,marca,,20.0,32.0,37.5,60.0,32.0,0.0,,,,,,
FC-50882017,Dermodine Espuma 120 Mi,Botiquín,marca,7501250882017,75.2,120.32,37.5,60.0,120.32,0.0,,,,,,
FC-08820243,Dermodine Ine M 1 37.60 Ine,GENERAL,marca,75012508820243,36.85,58.97,37.5,60.0,58.96,0.0,,,,,,
FC-60403681,Desenfriol,Otro,marca,75022760403681,63.0,100.81,37.5,60.0,100.8,0.0,,,,,,
FC-76040610,Desenfriolito,Otro,marca,7502276040610,91.92,122.0,24.7,32.7,147.07,-17.0,,,,,,
FC-06209862,Desodorante Axe 48H Anarchy Fresh Love (Mujer),Higiene,marca,7506306209862,45.83,65.0,29.5,41.8,73.33,-11.4,,,,,,
FC-93025919,Desodorante Axe Excite Seco (hombre),Higiene,marca,7791293025919,62.83,88.0,28.6,40.1,100.53,-12.5,,,,,,
FC-06213906,Desodorante Axe Ice Chill 48H (hombre),Higiene,marca,7506306213906,45.83,65.0,29.5,41.8,73.33,-11.4,,,,,,
FC-06244795,Desodorante Axe Intense 48H (Hombre),Higiene,marca,7506306244795,45.83,65.0,29.5,41.8,73.33,-11.4,,,,,,
FC-93025797,Desodorante Axe Men Dark Temp (Hombre),Higiene,marca,7791293025797,45.83,65.0,29.5,41.8,73.33,-11.4,,,,,,
FC-06245686,Desodorante Axe Men Epic-F 48H,Higiene,marca,7506306245686,45.83,73.33,37.5,60.0,73.33,0.0,,,,,,
FC-93025865,desodorante Axe Men Gold Temp,Higiene,marca,7791293025865,45.83,73.33,37.5,60.0,73.33,0.0,,,,,,
FC-30622622,Desodorante Axe Men Young (hombre),Higiene,marca,7506306226722,45.83,73.33,37.5,60.0,73.33,0.0,,,,,,
FC-27286017,Desodorante Obao Classic (Hombre),Higiene,marca,7501027286017,29.55,42.0,29.6,42.1,47.28,-11.2,,,,,,
FC-52933307,Desodorante Obao Game 48Hr,Higiene,marca,7509552933307,27.19,39.0,30.3,43.4,43.5,-10.3,,,,,,
FC-52876406,Desodorante Obao Men Tatto Aqua (Hombre),Higiene,marca,7509552876406,24.71,35.0,29.4,41.6,39.54,-11.5,,,,,,
FC-55280956,Desodorante Obao Men Tattoo Rebel (Hombre),Higiene,marca,7509552780956,25.83,87.49,70.5,238.7,41.33,111.7,,,,,,
FC-27250612,Desodorante Obao Piel Delicada,Higiene,marca,7501027250612,24.71,39.54,37.5,60.0,39.54,0.0,,,,,,
FC-52844825,Desodorante Obao Ritual Natural Coco (Mujer),Higiene,marca,7509552844825,24.95,35.0,28.7,40.3,39.92,-12.3,,,,,,
FC-75062897,Desodorante Rexona Bamboo 48H,Higiene,marca,75062897,53.5,75.0,28.7,40.2,85.6,-12.4,,,,,,
FC-93037806,Desodorante Rexona Men Marine (hombre),Higiene,marca,7791293037806,54.68,77.0,29.0,40.8,87.49,-12.0,,,,,,
FC-93038223,Desodorante Rexona Men Sport,Higiene,marca,7791293038223,54.68,77.0,29.0,40.8,87.49,-12.0,,,,,,
FC-93022567,Desodorante Rexona Men V8 (Hombre),Higiene,marca,7791293022567,54.68,77.0,29.0,40.8,87.49,-12.0,,,,,,
FC-75062927,Desodorante Rexona Pom-Dry 48 H,Higiene,marca,75062927,53.5,75.0,28.7,40.2,85.6,-12.4,,,,,,
FC-B3B8F9BB,Desrotan,Otro,marca,,47.31,61.51,23.1,30.0,75.7,-18.7,,,,,,
FC-2E79C2D8,Dex,Otro,marca,,61.33,79.73,23.1,30.0,98.13,-18.8,,,,,,
FC-1CF27DC9,Dex,Otro,marca,,36.86,47.92,23.1,30.0,58.98,-18.8,,,,,,
FC-68910034,Dibar Gr Algodon Algodon,Producto,marca,7501868910034,10.1,16.16,37.5,60.0,16.16,0.0,,,,,,
FC-CF719C07,Diclofen,Otro,marca,,26.82,34.87,23.1,30.0,42.91,-18.7,,,,,,
FC-EADF1484,Diosmina Hesperidina,Otro,generico,,39.41,63.06,37.5,60.0,63.06,0.0,,,,,,
FC-E535DE28,Diurmessel,Otro,marca,,9.31,12.11,23.1,30.1,14.9,-18.7,,,,,,
FC-830BF3FB,Diviltac,Otro,marca,,34.45,44.79,23.1,30.0,55.12,-18.7,,,,,,
FC-28A424E5,Diziver,Otro,marca,,8.15,10.6,23.1,30.1,13.04,-18.7,,,,,,
FC-CD261CD5,Doliprofen,Otro,marca,,22.41,29.14,23.1,30.0,35.86,-18.7,,,,,,
FC-98217659,Dolo-Neurobión,Analgésico,marca,7501298223704,269.28,694.89,61.2,158.1,430.85,61.3,,,,,,
FC-06248052,Dove Aero Tono Uniforme 3Pack,Higiene,marca,7506306248052,167.69,235.0,28.6,40.1,268.3,-12.4,,,,,,
FC-06230507,Dove Barra Karite Vainill,Higiene,marca,7506306230507,30.21,48.34,37.5,60.0,48.34,0.0,,,,,,
FC-06241206,Dove Dermac Sk-C 48H,Higiene,marca,7506306241206,32.14,45.0,28.6,40.0,51.42,-12.5,,,,,,
FC-06248045,Dove Spy Invisible Dry C3,Higiene,marca,7506306248045,147.3,207.0,28.8,40.5,235.68,-12.2,,,,,,
FC-AA7B0686,Drosquim Ad 1 Ibe 300/160,Producto,marca,,70.74,91.97,23.1,30.0,113.18,-18.7,,,,,,
FC-DB4A39AE,Efe,Otro,marca,,39.07,50.8,23.1,30.0,62.51,-18.7,,,,,,
FC-92506045,Ego Firme Matte,Higiene,marca,7506192506045,17.2,27.52,37.5,60.0,27.52,0.0,,,,,,
FC-92506601,Ego For Men Attraction,Cuidado personal,marca,7506192506601,20.02,29.0,31.0,44.9,32.03,-9.5,,,,,,
FC-75064938,Ego Force 24H R-On Dic26,Higiene,marca,75064938,11.95,17.0,29.7,42.3,19.12,-11.1,,,,,,
FC-06247468,Ego Fresh C-Cas Fij-Alt,Cuidado personal,marca,7506306247468,17.54,25.0,29.8,42.5,28.06,-10.9,,,,,,
FC-92503558,Ego Magnetic Fij-Alta,Cuidado personal,marca,7506192503558,18.39,26.0,29.3,41.4,29.42,-11.6,,,,,,
FC-92504539,Ego Mod Met,Higiene,marca,7506192504539,19.28,27.0,28.6,40.0,30.85,-12.5,,,,,,
FC-9ABFB996,Elaphteron,Otro,marca,,30.77,40.01,23.1,30.0,49.23,-18.7,,,,,,
FC-25104411,Electrolit Coco,Higiene,marca,7501125104411,20.09,32.15,37.5,60.0,32.14,0.0,,,,,,
FC-25149221,Electrolit Eresa-Kiwi,Higiene,marca,7501125149221,20.09,32.15,37.5,60.0,32.14,0.0,,,,,,
FC-25104268,Electrolit Fresa,Higiene,marca,7501125104268,20.5,32.81,37.5,60.0,32.8,0.0,,,,,,
FC-51747971,Electrolit Mora Azul,Higiene,marca,75011251747971,20.5,32.81,37.5,60.0,32.8,0.0,,,,,,
FC-51448511,Electrolit Uva,Higiene,marca,75011251448511,20.5,32.81,37.5,60.0,32.8,0.0,,,,,,
FC-53506FA4,Enalapril,Otro,generico,,8.09,12.95,37.5,60.1,12.94,0.1,,,,,,
FC-33950100,Ensure chocolate,Suplemento,marca,7501033954061,42.0,63.0,33.3,50.0,67.2,-6.3,,,,,,
FC-33954078,Ensure Fresa,Gastro,marca,7501033954078,42.0,63.0,33.3,50.0,67.2,-6.3,,,,,,
FC-33950070,Ensure vainilla,Suplemento,marca,7501033954085,42.0,63.0,33.3,50.0,67.2,-6.3,,,,,,
FC-50002301,Eomelubrina,Otro,marca,75011650002301,72.23,93.9,23.1,30.0,115.57,-18.8,,,,,,
FC-48F732CF,Epicin,Otro,marca,,29.56,38.43,23.1,30.0,47.3,-18.8,,,,,,
FC-DA34D88D,Erbitrax,Otro,marca,,5.54,7.21,23.2,30.1,8.86,-18.6,,,,,,
FC-DF8ADDAB,Erispan,Otro,marca,,22.15,28.8,23.1,30.0,35.44,-18.7,,,,,,
FC-50AC2C82,Erispan,Otro,marca,,24.45,31.79,23.1,30.0,39.12,-18.7,,,,,,
FC-25605514,Escudo Antibact,Higiene,marca,7506425605514,7.22,11.0,34.4,52.4,11.55,-4.8,,,,,,
FC-25652716,Escudo Azul Rey,Higiene,marca,7506425652716,7.39,11.0,32.8,48.8,11.82,-6.9,,,,,,
FC-43489165,Escudo Blanco Neut,Higiene,marca,7501943489165,25.08,36.0,30.3,43.5,40.13,-10.3,,,,,,
FC-43489004,Escudo Rosa Prot Y Cuid,Higiene,marca,7501943489004,4.48,7.0,36.0,56.2,7.17,-2.4,,,,,,
FC-56131681,Evenflo,Higiene,marca,75064256131681,24.89,39.83,37.5,60.0,39.82,0.0,,,,,,
FC-75125811,Evenflo Colors,Bebés,marca,75010275125811,13.4,21.44,37.5,60.0,21.44,0.0,,,,,,
FC-27512574,Evenflo Colors,Bebés,marca,7501027512574,15.8,25.28,37.5,60.0,25.28,0.0,,,,,,
FC-75163051,Evenflo Ensueno Azul,Bebés,marca,75010275163051,15.8,25.28,37.5,60.0,25.28,0.0,,,,,,
FC-F8691496,F,Otro,marca,,16.89,21.96,23.1,30.0,27.02,-18.7,,,,,,
FC-9538F7D6,Fasiclor,Otro,marca,,81.18,105.54,23.1,30.0,129.89,-18.7,,,,,,
FC-01B2F362,Fasiclor,Otro,marca,,49.85,64.81,23.1,30.0,79.76,-18.7,,,,,,
FC-E4EFC4C2,Fasiclor,Otro,marca,,137.92,179.3,23.1,30.0,220.67,-18.7,,,,,,
FC-F3E734A0,Fasiclor,Otro,marca,,63.44,82.48,23.1,30.0,101.5,-18.7,,,,,,
FC-C8B741F6,Fc 01711/2030,Producto,marca,,10.45,13.59,23.1,30.0,16.72,-18.7,,,,,,
FC-08426944,Flanax,Otro,marca,7501008426944,117.11,187.38,37.5,60.0,187.38,0.0,,,,,,
FC-84973401,Flanax,Otro,marca,75010084973401,182.7,237.51,23.1,30.0,292.32,-18.8,,,,,,
FC-1751468C,Flospet,Otro,marca,,27.33,35.53,23.1,30.0,43.73,-18.8,,,,,,
FC-5BC5F234,Fluconazol,Otro,generico,,12.92,20.68,37.5,60.1,20.67,0.0,,,,,,
FC-00E8A9C7,Fotosun UV100,Cuidado personal,marca,,74.27,96.56,23.1,30.0,118.83,-18.7,,,,,,
FC-52910971,Fructis Pei B-Dano Quim,Cuidado personal,marca,7509552910971,43.58,62.0,29.7,42.3,69.73,-11.1,,,,,,
