sku,producto_id,fuente,precio,confianza,origen,notas
FC-76000253,344,similares,234.0,70,manual,Claude 20260815 · CREMA ANTIARRUGAS 40+ 50GR ETERNAL SEC.. (Score: 68%)
FC-76000284,199,similares,60.0,70,manual,Claude 20260815 · Similares: búsqueda por categoría Producto. Precio base estimado.
FC-77FE5C83,115,similares,79.0,70,manual,Claude 20260815 · Similares: búsqueda por categoría Producto. Precio base estimado.
FC-7AA38F97,35,similares,49.0,90,manual,Claude 20260815 · AMPICILINA 1GR 10TAB.. (Score: 100%)
FC-7D1D9857,53,similares,24.0,100,manual,Restaurado backup UI 2026-08-14
FC-80596011,603,similares,119.0,70,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; nuestro catalogo sin concentracion; cantidad coincide; forma difiere inyectable≠solucion | ADEROGYL PALMITATO RET/ERGOC/AC ASC 4AMP ADEROGYL 6000/1200UI/499.65MG 4 AMPOLLETAS/3ML
FC-82F88FED,101,similares,27.0,100,manual,Restaurado backup UI 2026-08-14
FC-830BF3FB,28,similares,54.0,90,manual,Claude 20260815 · ALGESTONA/ESTRADIOL 1AMP 1ML.. (Score: 100%)
FC-83351381,387,similares,17.0,70,manual,Claude 20260815 · AGUA OXIGENADA SOL 224ML.. (Score: 74%)
FC-83351691,386,similares,17.0,90,manual,Claude 20260815 · AGUA OXIGENADA SOL 224ML.. (Score: 80%)
FC-8432071,731,similares,23.0,70,import_csv,excel:articulos_farmacias.xlsx | principios activos completos; concentracion coincide; forma difiere crema≠unguento | VASELINA P/BEBE 60GR 60 GR
FC-8497593,644,similares,39.0,80,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; nuestro catalogo sin concentracion; cantidad coincide; forma coincide | ALKA SELTZER AC ACETIL/BICARBO/A CITRICO 10TAB ALKA 0.324G/1.976G/1.0G 10 TABLETAS EFERVESCENTES
FC-85592111,472,similares,111.0,90,manual,Claude 20260815 · PERMETRINA 5G/100ML SOL 100ML.. (Score: 100%)
FC-85BDBD3D,34,similares,40.5,100,manual,Restaurado backup UI 2026-08-14
FC-86167151,394,similares,51.0,70,manual,Claude 20260815 · PROBIOTICOS 30TAB MAST UVA SIMIPROBIOT.. (Score: 65%)
FC-86708021,505,similares,63.0,70,manual,Claude 20260815 · TERMOMETRO DIGITAL 1PZA.. (Score: 74%)
FC-86A95D07,26,similares,62.0,90,manual,Claude 20260815 · ERITROMICINA 500MG 20TAB.. (Score: 100%)
FC-87932321,464,similares,379.0,70,manual,Claude 20260815 · GOTAS LUBRICANTES OCULARES 10ML.. (Score: 65%)
FC-885F2723,106,similares,36.0,100,manual,Restaurado backup UI 2026-08-14
FC-88923551,491,similares,15.0,90,manual,Claude 20260815 · AC FOLICO 5MG 20TAB.. (Score: 82%)
FC-88947797,453,similares,112.0,90,manual,Claude 20260815 · HIDROXOCOBALAMINA 50000UI 5AMP.. (Score: 100%)
FC-8FB65B79,13,similares,124.5,100,manual,Restaurado backup UI 2026-08-14
FC-93022567,173,similares,49.0,70,manual,Claude 20260815 · TALCO DESODORANTE 200GR.. (Score: 65%)
FC-93025797,176,similares,49.0,70,manual,Claude 20260815 · TALCO DESODORANTE 200GR.. (Score: 65%)
FC-93025865,180,similares,69.01,70,manual,Claude 20260815 · DESODORANTE AER CAB 150ML OLD SPICE.. (Score: 67%)
FC-93025919,172,similares,49.0,70,manual,Claude 20260815 · TALCO DESODORANTE 200GR.. (Score: 65%)
FC-93037806,170,similares,49.0,70,manual,Claude 20260815 · TALCO DESODORANTE 200GR.. (Score: 65%)
FC-93038223,177,similares,82.0,70,manual,Claude 20260815 · SPRAY DESODORANTE PARA PIES 160ML.. (Score: 66%)
FC-95201021,457,similares,60.0,70,manual,Claude 20260815 · VITAMINAS A/D/ALANTO POM 40GR SIMIBABY.. (Score: 76%)
FC-95779436,45,similares,18.0,100,manual,Restaurado backup UI 2026-08-14
FC-974EE5FD,63,similares,42.0,80,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; nuestro catalogo sin concentracion; forma coincide | GIMALXINA AMOXICILINA 500MG SUSP 75ML 500MG/5ML SUSPENSION 75ML
FC-97BEFA1A,113,similares,35.0,90,manual,Claude 20260815 · AMLODIPINO 5MG 10TAB.. (Score: 100%)
FC-9A37D44A,142,similares,86.0,100,manual,Restaurado backup UI 2026-08-14
FC-9A4E4C31,7,similares,47.0,100,manual,Restaurado backup UI 2026-08-14
FC-9B93AC4C,118,similares,149.0,100,manual,Restaurado backup UI 2026-08-14
FC-9F67BB73,110,similares,38.0,90,manual,Claude 20260815 · DICLOXACILINA SUSP 60ML.. (Score: 100%)
FC-A0D320D1,44,similares,29.25,100,manual,Restaurado backup UI 2026-08-14
FC-A23F290E,132,similares,110.0,80,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; nuestro catalogo sin concentracion; cantidad coincide; forma coincide | ZITRIASOL ITRACONAZOL 100MG 15CAP 100MG 15 CAPSULAS
FC-A455EE80,11,similares,139.0,100,manual,Restaurado backup UI 2026-08-14
FC-A871D831,533,similares,49.0,70,manual,Claude 20260815 · JERINGA PERA NO.3 1PZA SIMIBABY.. (Score: 65%)
FC-A909ABC0,100,similares,66.0,90,manual,Claude 20260815 · ATORVASTATINA 10MG 20TAB.. (Score: 100%)
FC-AA905BF7,77,similares,54.0,90,manual,Claude 20260815 · ALGESTONA/ESTRADIOL 1AMP 1ML.. (Score: 100%)
FC-ACA2A2F6,4,similares,33.0,100,manual,Restaurado backup UI 2026-08-14
FC-AE5EEDF7,78,similares,31.0,90,manual,Claude 20260815 · TRIMETOPRI/SULFA 800/4000MG SUSP 120ML.. (Score: 100%)
FC-AEA8C8DA,31,similares,34.0,90,manual,Claude 20260815 · AC MEFENAMICO 500MG 20TAB.. (Score: 100%)
FC-B2123139,74,similares,81.0,90,manual,Claude 20260815 · ALENDRONATO 70MG 4TAB.. (Score: 100%)
FC-B25094C4,104,similares,79.0,90,manual,Claude 20260815 · ACICLOVIR 4GR/100ML SUSP 120ML.. (Score: 100%)
FC-B25B4654,3,similares,229.0,90,manual,Claude 20260815 · LEVOFLOXACINO 750MG 7TAB.. (Score: 100%)
FC-B69FCBF4,70,similares,79.0,90,manual,Claude 20260815 · ACICLOVIR 4GR/100ML SUSP 120ML.. (Score: 100%)
FC-B72A6420,39,similares,49.0,90,manual,Claude 20260815 · AMPICILINA 1GR 10TAB.. (Score: 100%)
FC-BCF59548,542,similares,49.0,70,manual,Claude 20260815 · JERINGA PERA NO.3 1PZA SIMIBABY.. (Score: 65%)
FC-BE2ACF63,558,similares,89.0,80,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; nuestro catalogo sin concentracion; cantidad coincide; forma coincide | VALNAIT SIMIPZ VALERIANA + 250MG 30CAP 250MG 30 CAPSULAS
FC-BE76D409,121,similares,79.0,70,manual,Claude 20260815 · CEFTRIAXONA 1GR 1AMP.. (Score: 71%)
FC-C101D5B1,15,similares,152.0,100,manual,Restaurado backup UI 2026-08-14
FC-C22EBFE6,541,similares,49.0,70,manual,Claude 20260815 · JERINGA PERA NO.3 1PZA SIMIBABY.. (Score: 65%)
FC-C636D8EA,116,similares,79.0,90,manual,Claude 20260815 · CEFTRIAXONA 1GR 1AMP.. (Score: 100%)
FC-C9F4ACCC,67,similares,110.0,100,manual,Restaurado backup UI 2026-08-14
FC-CD261CD5,130,similares,31.0,80,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; nuestro catalogo sin concentracion; cantidad coincide; forma coincide | DOLPROFEN IBUPROFENO 800MG 10TAB 800MG 10 TABLETAS
FC-CF18C740,17,similares,90.0,100,manual,Restaurado backup UI 2026-08-14
FC-D11D586A,151,similares,99.0,70,import_csv,excel:articulos_farmacias.xlsx | misma marca comercial; concentracion coincide; forma difiere jarabe≠solucion | VALGAB DESLORATADINA 50MG SOL 120ML 50MG/100ML SOLUCION 120ML
FC-D4AC123B,520,similares,131.0,70,manual,Claude 20260815 · CREMA ACEITE DE ALMENDRA 225ML.. (Score: 68%)
FC-D9391288,40,similares,104.0,100,manual,Restaurado backup UI 2026-08-14
FC-DA34D88D,557,similares,34.0,90,manual,Claude 20260815 · TERBINAFINA CLORHIDRATO 15GR.. (Score: 100%)
FC-DB3B2584,83,similares,37.0,90,manual,Claude 20260815 · BETAMETASONA 8MG/2ML 1AMP+JER.. (Score: 100%)
FC-DB4A39AE,94,similares,76.0,70,manual,Claude 20260815 · CALCIO/VIT A/VIT D2 60COMP.. (Score: 75%)
FC-DDFBABDF,66,similares,33.0,100,manual,Restaurado backup UI 2026-08-14
FC-DE106642,120,similares,45.0,90,manual,Claude 20260815 · AMANTADINA/CLOR/PARA 60ML INF.. (Score: 100%)
FC-E4BE37BE,127,similares,116.0,100,manual,Restaurado backup UI 2026-08-14
FC-E535DE28,137,similares,13.0,90,manual,Claude 20260815 · FUROSEMIDA 40MG 20TAB.. (Score: 100%)
FC-E6B50AC3,92,similares,99.0,100,manual,Restaurado backup UI 2026-08-14
FC-E826D304,81,similares,79.0,90,manual,Claude 20260815 · LINCOMICINA 600MG/2ML 6AMP.. (Score: 81%)
FC-F22C72BE,60,similares,99.0,100,manual,Restaurado backup UI 2026-08-14
FC-F48FF7EF,61,similares,64.0,100,manual,Restaurado backup UI 2026-08-14
FC-F817BC3A,88,similares,49.0,90,manual,Claude 20260815 · BIFONAZOL UNGUENTO 20GR.. (Score: 100%)
FC-F82A6E4B,51,similares,49.0,80,import_csv,excel:articulos_farmacias.xlsx | principios activos completos; nuestro catalogo sin concentracion; cantidad coincide; forma coincide | AMPITECNO T AMPICILINA 1GR 10TAB 1GR 10 TABLETAS
FC-F8691496,79,similares,39.0,90,manual,Claude 20260815 · TRIMETO/SULF 160/800MG 14TAB.. (Score: 100%)
FC-FA3D96E6,95,similares,170.0,70,manual,Claude 20260815 · CALCITRIOL 0.25MCG 50CAP.. (Score: 65%)
FC-FD845E68,73,similares,179.0,100,manual,Restaurado backup UI 2026-08-14
FC-FFC25DD1,539,similares,49.0,70,manual,Claude 20260815 · JERINGA PERA NO.3 1PZA SIMIBABY.. (Score: 65%)
