sim_sku,descripcion,marca,precio,linea,jerarquia,forma,cantidad,concentraciones,ingredientes,link,fuente
4555,METFORMINA / SITAGLIPTINA / 1000MG /50MG,ARGLIPTIN D,219.0,DIABETES,MEDICAMENTOS,tableta,56,1000mg 50mg,metformina + sitagliptina,,excel
4556,DEXPANTENOL 5% GEL OFT 10G,,489.0,OFTALMOLOGICOS,MATERIAL DE CURACION,gel,,10000mg,dexpantenol,,excel
4557,COMPRESA GEL FRIO/CALIENTE 1PZA NEXCARE,,0,CURACION Y MEDICION,MATERIAL DE CURACION,gel,1,,compresa + caliente,,excel
4558,NICOTIDAMINA MONONUCLEOTIDO 200MG 60CAP,,349.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,60,200mg,nicotidamina,,excel
4567,SACUBITRILO VALSARTAN 50MG 30COMP,,899.0,,MEDICAMENTOS,tableta,30,50mg,sacubitrilo,,excel
4568,GOMITAS VIT/DHA/MINERALES 60PZS SIMI B,,0,,SUPLEMENTOS,,60,,gomitas + minerales,,excel
4569,SENSOR GLUCOSA KIT 1PZA,,1299.0,,MATERIAL DE CURACION,,1,,sensor,,excel
4571,ELECTROLITO PVO 10SOB XGEAR SANDIA,,0,,SUPLEMENTOS,polvo,10,1000mg 200mg 60mg,electrolito,,excel
4577,SEMAGLUTIDA1.34MG/ML 1.5ML PLUMA OZEMPIC,,2999.0,,MEDICAMENTOS,solucion,,1.34mg 1.5ml,semaglutida,,excel
4585,INSULINA DEGLUDEC PLUMA PRE 3ML TRESIBA,,0,,MEDICAMENTOS,solucion,,100ui 3ml,,,excel
4586,CITRATO DE SODIO/LAURIL 5ML SUSP 4PZAS,,0,,MEDICAMENTOS,suspension,4,5ml 90mg 9mg,citrato + lauril,,excel
4587,MACROGOL 3350 POLVO 17 GRC/U CONTUMAX,,0,,MEDICAMENTOS,suspension,7,17000mg,macrogol,,excel
4588,FLUVOXAMINA 100MG 30 TAB,,0,,MEDICAMENTOS,tableta,30,100mg,fluvoxamina,,excel
4589,CARVEDILOL 6.25MG 14TAB,,0,,MEDICAMENTOS,tableta,14,6.25mg,carvedilol,,excel
459,PARACETAMOL 750MG 10TAB,ACETAFEN,18.0,ANALGESICOS,MEDICAMENTOS,tableta,10,750mg,paracetamol,,excel
4590,TREHALOSA/HIALUARONATO SOL OFT 10ML,,0,,MATERIAL DE CURACION,solucion,,10ml,trehalosa + hialuaronato,,excel
4592,PROT XGEAR WHEY PROTEIN VAINILLA 600GR,,0,,SUPLEMENTOS,polvo,,600000mg,,,excel
4593,PROTEINA XGEAR BARRA MALVA-CACAHUA 54GR,,0,,SUPLEMENTOS,barra,,54000mg,proteina,,excel
4594,PROTEINA XGEAR BARRA MALVA CHOCO 54GR,,0,,SUPLEMENTOS,barra,,54000mg,proteina,,excel
4595,LACTOB REUTERI 100MILL/0.19ML5ML BIOGAIA,,0,,SUPLEMENTOS,gotas,,0.19ml 100ui 5ml,lactob,,excel
4596,MYO-INOSITOL/AC FOLICO/LACTO 60 CAP,,0,,SUPLEMENTOS,capsula,60,1200mg 400mcg 46.16mg,folico + lacto,,excel
4597,GOMITAS CITICOLINA200MG MULTIGOMI 60PZAS,,0,,SUPLEMENTOS,,60,200mg,gomitas,,excel
4598,GOMITAS CREATINA 5.1G XGEAR 90 PZAS,,0,,SUPLEMENTOS,,90,5100mg,gomitas,,excel
4599,PROT VEGETAL CHOCO XGEAR BY GUD 330ML,,0,,SUPLEMENTOS,,,330ml,,,excel
460,AMBROXOL/SALBUTAMOL SOL 120ML,ADRIBEL,45.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100ml 120ml 150mg 40mg,ambroxol + salbutamol,,excel
4600,PROT VEGETAL VAINILLA XGEAR BY GUD 330ML,,0,,SUPLEMENTOS,,,330ml,,,excel
4601,MAGNESIO CITRATO/MALEATO/GLICINA 90CAP,,0,,SUPLEMENTOS,capsula,90,600mg 800mg,magnesio + maleato + glicina,,excel
4602,PROT XGEAR VEGAN CHOCOLATE 450GR,,0,,SUPLEMENTOS,polvo,,450000mg,,,excel
4603,BEBIDA ENERGETICA XGEAR BY YAOCA 473ML,,0,,SUPLEMENTOS,,,473ml,bebida,,excel
4605,ELECTROL 0% AZU MORA 500ML HIDRATASIM,,0,,SUPLEMENTOS,,,500ml,electrol,,excel
4606,ELECTROL 0% AZU COCO 500ML HIDRATASIM,,0,,SUPLEMENTOS,,,500ml,electrol,,excel
4607,ELECTROL 0%AZU LIMA-LIM 500ML HIDRATASIM,,0,,SUPLEMENTOS,,,0% 500ml,electrol,,excel
461,NEOMICINA/LIDO 0.350/2GR 20ML,ORTORA,31.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,,100ml 2000mg 20ml 350mg,neomicina,,excel
463,AMPICILINA/MET/GUA/CLO AD 3AMP+3JER,AMPIGRIN,94.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,3,100mg 3ml 4mg 500mg,ampicilina,,excel
465,AMPICILINA/MET/GUA/CLO IN 3AMP+3JER,AMPIGRIN,88.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,3,100mg 200mg 250mg 2mg 3ml,ampicilina,,excel
466,OMEGA 3 150MG 100CAP SIMIOMEGA,,93.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,100,150mg,omega,,excel
469,PALMITATO RETINOL 50MG 40CAP,ACON,47.0,RESPIRATORIOS,MEDICAMENTOS,capsula,40,50mg,palmitato,,excel
47,BEZAFIBRATO 200MG 30TAB,BEFITEC,59.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,200mg,bezafibrato,,excel
471,LINCOMICINA 600MG/2ML 6AMP,AMSALINOX,79.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,6,2ml 600mg,lincomicina,,excel
472,ALUMINIO/MAGN/SIMET SUSP 320ML,EXHANTIL,56.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,100ml 320ml 3700mg 4000mg 500mg,aluminio + simet,,excel
474,DICICLOVERINA 10MG 30TAB,SEDICLON,39.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,10mg,dicicloverina,,excel
475,TRIMEBUTINA 20MG/1ML SUSP 30ML PED,CINEPRAC,39.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,1ml 20mg 30ml,trimebutina,,excel
477,ISOCONAZOL NITRATO CREMA,ANDRONAZOL,40.0,ANTIMICOTICOS,MEDICAMENTOS,crema,,100000mg 1000mg,isoconazol,,excel
478,NISTATINA 100000UI POLVO SUSP,BISTATIN,57.0,ANTIMICOTICOS,MEDICAMENTOS,polvo,,0ui 100000ui,nistatina,,excel
479,PANCREATINA/B BUEY/DIMET 20TAB,ESPAVEN ENZIMATICO,64.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,20,130mg 40mg 50mg,pancreatina + dimet,,excel
482,AMOXICILINA/AC CLA 500MG 10TAB,ACARBIXIN,95.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,10,125mg 500mg,amoxicilina + clavulanico,,excel
483,BENCIDAMINA 45MG/100ML SOL 30ML,ARTROBEN,59.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,,100ml 30ml 45mg,bencidamina,,excel
484,LIDOCAINA 5/100GR (5%)UNG 35GR,BETACAINE GEL,33.0,ANALGESICOS,MEDICAMENTOS,unguento,,100000mg 35000mg 5000mg,lidocaina,,excel
488,AMOXI/AC CLA 200/28.5MG SUSP 40 O 50ML,AMOBAY CL,33.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,200mg 28.5mg 50ml 5ml,amoxi + clavulanico,,excel
489,AMOXICILINA/AC CLA 400/57 SUSP 50 O 60ML,AMOBAY CL,64.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,400mg 57mg 5ml 60ml,amoxicilina + clavulanico,,excel
491,CLARITROMICINA 250MG/5ML SUSP,ADEL,166.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,250mg 5ml,claritromicina,,excel
495,ALUMINIO/MAGN/DIMET/MET 30TAB,ESPRADEN,49.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,10mg 200mg 50mg,aluminio + dimet,,excel
497,CEFACLOR 250MG SUSP 75ML,ARCEFAL,129.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,250mg 5ml 75ml,cefaclor,,excel
498,DICLOFENACO/B1/B6/B12 6AMP+3JER,DICLOVITH B,64.0,ANALGESICOS,MEDICAMENTOS,solucion,3,100mg 500mcg 75mg,diclofenaco,,excel
5,ACICLOVIR 50MG/1GR CREMA 5GR,CICLOFERON,35.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,crema,,1000mg 5000mg 50mg,aciclovir,,excel
50,BUTILHIOSCINA 10MG 10TAB,BIOMESINA,29.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,10,10mg,butilhioscina,,excel
506,CEFACLOR 500MG 15CAP,APOCLORA,274.0,ANTIBIOTICOS,MEDICAMENTOS,capsula,15,500mg,cefaclor,,excel
508,NAPROXENO/CARISOPRODOL 250MG/200MG 30CAP,BLOCACID,89.0,ANALGESICOS,MEDICAMENTOS,capsula,30,200mg 250mg,naproxeno + carisoprodol,,excel
510,IBUPROFENO 2GR/100ML SUSP 120ML,ACTRON,31.0,ANALGESICOS,MEDICAMENTOS,suspension,,100ml 120ml 2000mg,ibuprofeno,,excel
512,PARACETAMOL/BUTIL 20TAB,BUSCAPINA DUO,71.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,20,10mg 500mg,paracetamol + butil,,excel
513,RIBAVIRINA 400MG 18CAP,DESIKEN,273.0,ESPECIALIDAD,MEDICAMENTOS,capsula,18,400mg,ribavirina,,excel
515,CLIOQUINOL CREMA 20GR,BAGTON,15.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,crema,,100000mg 20000mg 3000mg,clioquinol,,excel
516,FLUOCINOLONA / CLIOQUINOL CREMA,BENTIX,49.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,crema,,100000mg 10mg 3000mg,fluocinolona + clioquinol,,excel
520,FLUCONAZOL 150MG 1CAP,AFUNGIL,35.0,ANTIMICOTICOS,MEDICAMENTOS,capsula,1,150mg,fluconazol,,excel
521,METAMIZOL SODICO 5G/100ML JBE 120ML,CONMEL PEDIATRICO,51.0,ANALGESICOS,MEDICAMENTOS,jarabe,,100ml 120ml 5000mg,metamizol,,excel
522,AMOXICILINA/AC CLA 875MG 10TAB,ACARBIXIN LQS,99.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,10,125mg 875mg,amoxicilina + clavulanico,,excel
524,LACTATO GLUCONATO CALCIO 2.94G,BONE CA,57.0,ANALGESICOS,MEDICAMENTOS,tableta,12,2940mg 300mg,lactato,,excel
526,OFLOXACINO 400MG 8TAB,APO-INVIRE,93.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,8,400mg,ofloxacino,,excel
527,NORFLOXACINO 400MG 20TAB,AMICROBIN,79.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,20,400mg,norfloxacino,,excel
529,CLINDAMICINA GEL 1GR 1%,BIODACLIN GEL,45.0,ANTIBIOTICOS,MEDICAMENTOS,gel,,100000mg 1000mg,clindamicina,,excel
53,CAPTOPRIL 25MG 30TAB,ALTIVER,27.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,25mg,captopril,,excel
530,CASTAÑA DE INDIAS 30CAP DR SIMI,FLEBOCAPS SIMI,89.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,30,250mg,castana,,excel
531,ISOFLAVONAS SOYA DR SIMI 30TAB,,62.0,MULTIVITAMINICOS,SUPLEMENTOS,tableta,30,,isoflavonas,,excel
533,LORATADINA/AMBROX SOL 120ML,ALERFIN EX,36.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100mg 100ml 120ml 600mg,loratadina + ambrox,,excel
534,AC GLUTAMICO/GINKOB 60COMP,HERBABROLL,104.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,60,,glutamico + ginkob,,excel
535,METRONIDAZOL/DIYODOH SUSP 120ML,AMEBYL,66.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,100ml 120ml 2000mg 2500mg,metronidazol + diyodoh,,excel
54,CARBAMAZEPINA 200MG 20TAB,APOBACE,36.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,20,200mg,carbamazepina,,excel
541,VALPROATO DE MAGN 200MG 40TAB LR,ATEMPERATOR,83.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,40,200mg,valproato,,excel
542,VALPROATO DE MAGNESIO SOL 40ML,ATEMPERATOR,99.0,SISTEMA NERVIOSO,MEDICAMENTOS,solucion,,1ml 200mg 40ml,valproato,,excel
543,CLARITROMICINA 125MG SUSP 60ML,ADEL,124.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,125mg 5ml 60ml,claritromicina,,excel
55,CEFALEXINA 250MG/5ML 100ML SUSP,ACACIN,74.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,100ml 250mg 5ml,cefalexina,,excel
555,ALCANFOR/MENTOL/EUCALP UNG 35GR,UNGUENTO 666,46.0,RESPIRATORIOS,MEDICAMENTOS,unguento,,100000mg 2000mg 2800mg 35000mg 4000mg 5000mg 5500mg,alcanfor + mentol + eucalp,,excel
56,CEFALEXINA 500MG 20CAP,ACACIN,84.0,ANTIBIOTICOS,MEDICAMENTOS,capsula,20,500mg,cefalexina,,excel
576,ATENOLOL 50MG 28TAB,ATANIDIL,49.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,50mg,atenolol,,excel
577,ATENOLOL 100MG 28TAB,ATANIDIL,77.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,100mg,atenolol,,excel
58,CEFALOTINA 1GR/5ML 1AMP,CEFACIDAL,64.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,1,1000mg 5ml,cefalotina,,excel
583,CLONIX LIS/BUTI 250/10MG 10TAB,DOLTRIX,71.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,10,10mg 250mg,clonix,,excel
585,ELECTROLITO ORAL MZA 500ML,ELECTROLIT,25.5,REHIDRATANTES,MEDICAMENTOS,solucion,,500ml,electrolito,,excel
591,METOTREXATO SODICO 2.5MG 50TAB,AC-VONDA,380.0,ESPECIALIDAD,MEDICAMENTOS,tableta,50,2.5mg,metotrexato,,excel
595,AZITROMICINA 500MG 3TAB,ATOXITOM,110.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,3,500mg,azitromicina,,excel
599,ELECTROLITO ORAL COCO 500ML,ELECTROLIT,25.5,REHIDRATANTES,MEDICAMENTOS,solucion,,500ml,electrolito,,excel
6,ACICLOVIR 200MG 25TAB,ACICLOSTAD,75.0,ESPECIALIDAD,MEDICAMENTOS,tableta,25,200mg,aciclovir,,excel
602,PARACETAMOL/BUTIL GTS 20ML,BUSCAPINA COMPOSITUM N SOLUCION,48.0,ESTOMACALES (GASTRO),MEDICAMENTOS,solucion,,100mg 1ml 20ml 2mg,paracetamol + butil,,excel
604,DEXAMETASONA/LIDOCAINA/B1B6B12 6AMP,COMBEDI DX,75.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,,1ml 2ml 4mg 5mg,dexametasona + lidocaina,,excel
606,CARBONATO D CAL 500MG 12TAB MENTADR SIMI,CALCID,16.5,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,12,500mg,carbonato,,excel
61,CINARIZINA 75MG 60TAB,BULASAN,52.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,60,75mg,cinarizina,,excel
613,MUPIROCINA 2% UNGÜENTO 15GR,BACSKIN,84.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,unguento,,15000mg 20mg,mupirocina,,excel
614,NAFAZOLINA 1MG/1ML SOL NASAL 15ML,AFAZOL,50.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,15ml 1mg 1ml,nafazolina,,excel
615,LORATADINA 10MG 20TAB,AEROTINA,44.0,ANTIHISTAMINICOS,MEDICAMENTOS,tableta,20,10mg,loratadina,,excel
618,CEFALEXINA/BROM 250/4.39MG SUSP,ARLEXEN B,76.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,250mg 4.39mg 5ml,cefalexina,,excel
62,CIPROFLOXACINO 250MG 12TAB,ANTIMED,39.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,12,250mg,ciprofloxacino,,excel
620,LORATADINA/AMBROX 10TAB,BROQUIXOL,32.0,RESPIRATORIOS,MEDICAMENTOS,tableta,10,30mg 5mg,loratadina + ambrox,,excel
621,TERBINAFINA CLORHIDRATO 15GR,BINAFEX,34.0,ANTIMICOTICOS,MEDICAMENTOS,crema,,1000mg 10mg 15000mg,terbinafina,,excel
623,SUBSALICILATO DE BISMUTO 120ML,AGD,46.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,100ml 120ml 1750mg,subsalicilato + bismuto,,excel
628,CEFACLOR 375MG/5ML SUSP 50ML,ARCEFAL,159.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,375mg 50ml 5ml,cefaclor,,excel
629,CEFALEXINA/BROM 500/8.782MG 12CAP,CEPOBROM,72.0,ANTIBIOTICOS,MEDICAMENTOS,capsula,12,500mg 8.782mg,cefalexina,,excel
63,CIPROFLOXACINO 500MG 12TAB,ANTIMED,84.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,12,500mg,ciprofloxacino,,excel
630,SENOSIDOS AB 8.6MG 60TAB,ARSEN,54.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,60,8.6mg,senosidos,,excel
631,SUBSALICILATO DE BISMUTO 24TAB MAST,BISMED,59.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,24,262mg,subsalicilato + bismuto,,excel
632,AC ASCORBICO 1GR 10TAB EFER,ADRIPHEL,51.0,RESPIRATORIOS,MEDICAMENTOS,tableta,10,1000mg,vitaminac,,excel
633,CETIRIZINA 10MG 10TAB,APOLIZ,60.0,ANTIHISTAMINICOS,MEDICAMENTOS,tableta,10,10mg,cetirizina,,excel
638,LINCOMICINA 500MG 18CAP,AMSALINOX,94.0,ANTIBIOTICOS,MEDICAMENTOS,capsula,18,500mg,lincomicina,,excel
639,LEVADURA DE CERVEZA 100CAP,,76.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,100,,levadura,,excel
643,DIFENIDOL CLORHIDRATO 40MG/2ML,ALAMINE,16.0,ESTOMACALES (GASTRO),MEDICAMENTOS,solucion,2,2ml 40mg,difenidol,,excel
645,YODOPOVIDONA ESPUMA ANTISEPTICA DR SIMI,,39.01,CURACION Y MEDICION,MATERIAL DE CURACION,,,100ml 8000mg,yodopovidona,,excel
651,SIMI VF Q10 30CAP,,89.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,30,,,,excel
656,PARACETAMOL/CAF 500/50MG 20TAB,ANDOX PLUS,27.0,ANALGESICOS,MEDICAMENTOS,tableta,20,500mg 50mg,paracetamol,,excel
658,NITAZOXANIDA 1200MG SUSP 60ML,DEXIDEX,69.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,1200mg 60ml,nitazoxanida,,excel
660,NITAZOXANIDA 500MG 6 O 7TAB,BIONIT,69.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,7,500mg,nitazoxanida,,excel
667,SUMATRIPTAN 50MG 2COMP,FERMIG,79.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,2,50mg,sumatriptan,,excel
668,SUMATRIPTAN 100MG 2COMP,FERMIG,136.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,2,100mg,sumatriptan,,excel
673,HIDROCORTISONA/CLORA/BENZO SOL 10ML,OTIFAR,37.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,,10mg 10ml 20mg 25mg,hidrocortisona + clora + benzo,,excel
674,ACARBOSA 50MG 30TAB,GLUCOBAY,66.0,DIABETES,MEDICAMENTOS,tableta,30,50mg,acarbosa,,excel
675,AMANTADINA/CLOR/PARA 24CAP,ALIREN,33.0,RESPIRATORIOS,MEDICAMENTOS,capsula,24,300mg 3mg 50mg,amantadina,,excel
676,ITRACONAZOL/SECNIDAZOL 16CAP,GITRASEK,219.0,ANTIMICOTICOS,MEDICAMENTOS,capsula,16,166.6mg 33.3mg,itraconazol + secnidazol,,excel
678,GABAPENTINA 300MG 15CAP,BAPEX,111.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,15,300mg,gabapentina,,excel
679,GABAPENTINA 400MG 15CAP,BAPEX,131.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,15,400mg,gabapentina,,excel
68,PARACE/CAFE/FENIL/CLORFEN 10TAB SIMIFLU,AFRINEX,12.0,RESPIRATORIOS,MEDICAMENTOS,tableta,10,25mg 4mg 500mg 5mg,parace + fenil + clorfen,,excel
680,KETOPROFENO/PARA 100/300MG 12TAB,BIFEBRAL,48.0,ANALGESICOS,MEDICAMENTOS,tableta,12,100mg 300mg,ketoprofeno,,excel
682,CEFUROXIMA 500MG 10TAB,CAFAGEN,195.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,10,500mg,cefuroxima,,excel
685,CEFUROXIMA 250MG/5ML 50ML SUSP,CEFABIOT,139.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,250mg 50ml 5ml,cefuroxima,,excel
687,AZITROMICINA 200MG SUSP 15ML,AMOVIN,104.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,15ml 200mg 5ml,azitromicina,,excel
688,BROMURO PINAVERIO 100MG 14TAB,AMFRAMIN,60.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,14,100mg,bromuro,,excel
689,CETIRIZINA 100MG 50ML,CETHEXAL,80.0,ANTIHISTAMINICOS,MEDICAMENTOS,solucion,,100mg 100ml 50ml,cetirizina,,excel
690,"OMEGA 3,6,9 60CAP SIMIOMEGA PLUS",,86.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,60,,omega,,excel
695,PANTOPRAZOL 40MG 14GRAG,KUPPAM,139.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,14,40mg,pantoprazol,,excel
696,LEVOFLOXACINO 500MG 7TAB,ADENASA,149.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,7,500mg,levofloxacino,,excel
7,AC ACETILSALICILICO 500MG 20TAB,ACETIBEN,15.0,ANALGESICOS,MEDICAMENTOS,tableta,20,500mg,acetilsalicilico,,excel
70,CLORTALIDONA 50MG 20TAB,ANILID,20.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,20,50mg,clortalidona,,excel
703,NIFEDIPINO 30MG 30COMP LP,ADALAT OROS,78.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,30mg,nifedipino,,excel
708,TERBINAFINA 250MG 28TAB,ABINIFIN,229.0,ANTIMICOTICOS,MEDICAMENTOS,tableta,28,250mg,terbinafina,,excel
710,SIMI VF Q10 100CAP GEL,,214.01,MULTIVITAMINICOS,SUPLEMENTOS,capsula,100,,,,excel
712,SIMILYPTUS JBE 240ML PROP/GORD/EUCAL,,99.01,RESPIRATORIOS,REMEDIOS HERBOLARIOS,jarabe,,240ml,similyptus,,excel
718,BETAMETASONA DIP/BETA FOS 1AMP,CRONOLEVEL,56.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,1,1ml 2mg 5mg,betametasona,,excel
72,CLOTRIMAZOL 2/100GR 20GR CREMA VAGINAL,CANDIMON V,49.0,ANTIMICOTICOS,MEDICAMENTOS,crema,,100000mg 20000mg 2000mg,clotrimazol,,excel
724,GELASIMI 30TAB CISTEINA CITRUS BIOFLAVON,,69.0,CUIDADO DE LA PIEL,SUPLEMENTOS,tableta,30,,gelasimi,,excel
73,COLCHICINA 1MG 30TAB,COLCHIQUIM,41.0,ANALGESICOS,MEDICAMENTOS,tableta,30,1mg,colchicina,,excel
735,AJO DEODORIZADO DR SIMI 100CAP,,69.0,CARDIOVASCULARES,SUPLEMENTOS,capsula,100,,,,excel
74,COMPLEJO B 30TAB,BIOTRIVIN,23.0,MULTIVITAMINICOS,MEDICAMENTOS,tableta,30,100mg 50mcg 5mg,complejo,,excel
749,BETAMETASONA 8MG/2ML 1AMP+JER,BUTASONA FABRA,37.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,1,2ml 8mg,betametasona,,excel
75,DEXAMETASONA 0.50MG 30TAB,ADRECORT,29.0,ANTIINFLAMATORIOS,MEDICAMENTOS,tableta,30,0.5mg,dexametasona,,excel
751,DICLOXACILINA SUSP 60ML,AMIFARIN,38.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,250mg 5ml 60ml,dicloxacilina,,excel
753,SIMIFLEX TRIN 30COMP GLUC/CONDR/AC ASCOR,FLEXTRIN,124.0,ANALGESICOS,MEDICAMENTOS,tableta,30,200mg 25mg 300mg,simiflex,,excel
756,CITALOPRAM 20MG 14TAB,APOPRAN,130.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,14,20mg,citalopram,,excel
757,METFORMINA 500MG 60TAB,AGLUMET,54.0,DIABETES,MEDICAMENTOS,tableta,60,500mg,metformina,,excel
76,DEXAMETASONA 8MG/2ML 1AMP,AFENIDEL,14.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,1,2ml 8mg,dexametasona,,excel
760,FENITOINA SODICA 100MG 50TAB,ARRIETIC,46.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,50,100mg,fenitoina,,excel
761,GLIMEPIRIDA 2MG 30TAB,ADIRIPEM,63.0,DIABETES,MEDICAMENTOS,tableta,30,2mg,glimepirida,,excel
762,GLIMEPIRIDA 4MG 30TAB,ADIRIPEM,89.0,DIABETES,MEDICAMENTOS,tableta,30,4mg,glimepirida,,excel
763,MELOXICAM/METOC 15/215MG 10CAP,DOLOCAM PLUS,87.0,ANTIINFLAMATORIOS,MEDICAMENTOS,capsula,10,15mg 215mg,meloxicam + metoc,,excel
765,FELODIPINO 5MG 20TAB LP,DYLOFEN RETARD,95.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,20,5mg,felodipino,,excel
766,IBUPROFENO 40MG/1ML SUSP 15ML,ACTRON,59.0,ANALGESICOS,MEDICAMENTOS,suspension,,15ml 1ml 40mg,ibuprofeno,,excel
768,NEOMICINA/VIT A UNGÜENTO 28GR,RASPISONS,31.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,unguento,,0ui 28000mg 350mg,neomicina,,excel
77,DEXAMETASONA/FENIL/NEOMICINA 15ML NASAL,ALIN NASAL,34.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,0.5mg 15ml 1ml 3.5mg 5mg,dexametasona + fenil + neomicina,,excel
772,CIPROTERONA/ETINILEST 21TAB,DIANE,224.0,HORMONALES,MEDICAMENTOS,tableta,21,0.035mg 2mg,ciproterona + etinilest,,excel
773,MOMETASONA FUROA 0.1G/100G 30GR UNGÜENTO,ELICA,100.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,unguento,,100000mg 100mg 30000mg,mometasona,,excel
774,PIOGLITAZONA 15MG 7TAB,ACCOTAZ,61.0,DIABETES,MEDICAMENTOS,tableta,7,15mg,pioglitazona,,excel
775,PIOGLITAZONA 30MG 7TAB,ACCOTAZ,85.0,DIABETES,MEDICAMENTOS,tableta,7,30mg,pioglitazona,,excel
778,TAMSULOSINA CLORH 0.40MG 20CAP,ALPHALOCK,99.0,ESPECIALIDAD,MEDICAMENTOS,capsula,20,0.4mg,tamsulosina,,excel
78,DEXAMETASONA/NEOMICINA SOL 5ML,DECADRON,20.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,1mg 3.5mg 5ml,dexametasona + neomicina,,excel
