sim_sku,descripcion,marca,precio,linea,jerarquia,forma,cantidad,concentraciones,ingredientes,link,fuente
3723,SIMIWELL FORTE BETA/VITC/ZINC/D3 30CAP,,224.0,RESPIRATORIOS,SUPLEMENTOS,capsula,30,19mg 200mg 300mg 400ui,simiwell,,excel
3724,TRITICU/FENOXI 15G/1G/100GR 15GR CREMA,,199.0,ENFERMEDADES DE LA PIEL,MATERIAL DE CURACION,crema,,100000mg 1000mg 15000mg,triticu + fenoxi,,excel
3733,AMBROX/CLENBUT SOL 120ML BROXOL PLUS,BROXOL PLUS,209.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100mcg 100ml 120ml 150mg,ambrox + clenbut,,excel
3734,LORATADINA/FENIL/PARA JBE 120ML,LARITOL G,65.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,120ml 16.66mg 3200mg 33.33mg,loratadina + fenil,,excel
3735,FEXOFENA/FENIL 60MG/25MG 10TAB ALLEGRA D,ALLEGRA D,389.0,ANTIHISTAMINICOS,MEDICAMENTOS,tableta,10,25mg 60mg,fexofena + fenil,,excel
3736,METFOR/VILDA 850MG/50MG 30COMP GEN,GALVUS MET,399.0,DIABETES,MEDICAMENTOS,tableta,30,50mg 850mg,metfor + vilda,,excel
3737,METFOR/VILDA 1000MG/50MG 30COMP GEN,GALVUS MET,429.0,DIABETES,MEDICAMENTOS,tableta,30,1000mg 50mg,metfor + vilda,,excel
3739,PROBIOTICOS/PREBIOTICOS 30CAP RAPID-MT,,234.01,ESTOMACALES (GASTRO),SUPLEMENTOS,capsula,30,,probioticos + prebioticos,,excel
3740,CETONAS EXO BHB XGEAR SABOR FRESA 240GR,,339.0,DEPORTISTAS,SUPLEMENTOS,polvo,,240000mg,cetonas,,excel
3743,BOLSA P/ALMAC LECHE MATERNA 25PZAS 180ML,,269.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,25,180ml,bolsa + almac,,excel
3744,CALENTADOR ELECTRICO P/BIBERON 1PZA,,1299.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,1,,calentador + biberon,,excel
3745,ESTERILIZADOR P/MICROONDAS DE BIBERONES,,999.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,1,,esterilizador + microondas,,excel
3747,MAGNESIO/5HTP/VIT B6 208MG/100MG/6.8MG,,239.01,RELAJANTES,SUPLEMENTOS,capsula,60,100mg 208mg 6.8mg,magnesio,,excel
3750,DEXTROME/PARA/CLOR/FEN 12CAP SIMI 1-2-3,GELFLUDEX,49.0,RESPIRATORIOS,MEDICAMENTOS,capsula,12,15mg 250mg 2mg 5mg,dextrome,,excel
3753,PARACETAMOL 3.2GR/100ML 120ML TEMPRA,ADINOL,182.0,ANALGESICOS,MEDICAMENTOS,jarabe,,100ml 120ml 3200mg,paracetamol,,excel
3754,OMEPRAZOL 20MG 120CAP,ALBOZ,147.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,120,20mg,omeprazol,,excel
3755,CLONIX LISINA/CICLO 125MG/5MG 20TAB,DORIXINA RELAX,249.0,ANALGESICOS,MEDICAMENTOS,tableta,20,125mg 5mg,clonix + ciclo,,excel
3756,TRIMEBUTIN/SIMET 0.600/0.600GR SUSP 26ML,CIBUX,189.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,26ml 600mg,trimebutin + simet,,excel
3757,TRIMEBUTIN/SIMET 100/37.5MG 20COMP,CIBUX,189.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,20,37.5mg,trimebutin + simet,,excel
3758,GOMITAS CBD 30PZAS FRUTOS ROJOS,,319.0,RELAJANTES,SUPLEMENTOS,,30,,gomitas,,excel
3759,ISOTIPEN 0.75GR/100GR JALEA 25GR,ADONAT,139.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,unguento,,100000mg 25000mg 750mg,isotipen,,excel
3760,ZINC 50MG 30 CAP,VIZANO,149.0,RESPIRATORIOS,MEDICAMENTOS,capsula,30,50mg,,,excel
3766,ACETILCISTEINA 200MG 20TAB EFERV,ACC,139.0,RESPIRATORIOS,MEDICAMENTOS,tableta,20,200mg,acetilcisteina,,excel
3768,AC ASCORBICO 1GR 6TAB EFER REDOXON,ADEROGYL EFE,59.0,RESPIRATORIOS,MEDICAMENTOS,tableta,6,1000mg,vitaminac,,excel
3769,FEXONADI 600MG/100ML SUSP 60ML ALLEGRA,ALLEGRA,229.0,ANTIHISTAMINICOS,MEDICAMENTOS,suspension,,100ml 600mg 60ml,fexonadi,,excel
377,AMPICILINA 250MG/5ML SUSP 90ML,AMPI QUIM,44.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,250mg 5ml 90ml,ampicilina,,excel
3770,METAMIZOL 5G/100ML JBE100ML NEOMELUBRINA,FIVERIN,139.0,ANALGESICOS,MEDICAMENTOS,jarabe,,100ml 5000mg,metamizol,,excel
378,TRIMETO/SULF 160/800MG 14TAB,ANITRIM F,39.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,14,160mg 800mg,trimeto,,excel
3781,GOMITAS CALCIO 1000MG 40 PZA MULTIGOMI,,174.0,MULTIVITAMINICOS,SUPLEMENTOS,,40,1000mg,gomitas,,excel
3783,HIERRO/AC FOL 90MG/1000MCG 30TABSIMIBABY,,329.0,MATERNIDAD Y LACTANTES,MEDICAMENTOS,tableta,30,1000mcg 100mcg 90mg,hierro,,excel
3785,FEBUXOSTAT 80MG 28TAB,ADENURIC,599.0,ANALGESICOS,MEDICAMENTOS,tableta,28,80mg,febuxostat,,excel
3786,SOLIFENACINA 5MG 20TAB,CONTINENTAL,330.0,ESPECIALIDAD,MEDICAMENTOS,tableta,20,5mg,solifenacina,,excel
3787,JALEA REAL/VITB6/VITB 12 10ML SOBRES,,149.0,MULTIVITAMINICOS,SUPLEMENTOS,jalea,10,10mg 10ml 12mcg 450mg,jalea,,excel
3788,ATORVASTATINA 80MG 30TAB,BLODIVIT,449.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,80mg,atorvastatina,,excel
3789,ERDOSTEINA 175MG/5ML PVO SUSP 90ML,DOSTEIN,249.0,RESPIRATORIOS,MEDICAMENTOS,suspension,,175mg 5ml 90ml,erdosteina,,excel
3790,DEXLANSOPRAZOL 60 MG 7TAB LR (GEN),DEXIVANT,189.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,7,60mg,dexlansoprazol,,excel
3791,PARACETAMOL/ORFENADRINA 450MG/35MG 50TAB,NORFLEX PLUS,279.0,RESPIRATORIOS,MEDICAMENTOS,tableta,50,35mg 450mg,paracetamol + orfenadrina,,excel
3792,AC ASCORBICO 250MG 10SOB SIMIBABY,C-BLAST + D INF,94.0,RESPIRATORIOS,SUPLEMENTOS,polvo,10,250mg,vitaminac,,excel
3793,CARAMELO SIMILYPTUS ZERO A 10 PZAS,,31.0,RESPIRATORIOS,SUPLEMENTOS,pastilla,10,,caramelo,,excel
3794,AMBROXOL 20MG 18PAST HISTIACIL GR3,MUCOANGIN,119.0,RESPIRATORIOS,MEDICAMENTOS,pastilla,18,20mg,ambroxol,,excel
3795,GUAIFENE/OXOL 60ML SOL PED HISTIACIL,GUAXOQUIM,139.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,60ml,guaifene,,excel
3796,PARACE/FENIL 500MG/10MG 1SOB VICK PYRENA,VICK PYRENA,24.0,RESPIRATORIOS,MEDICAMENTOS,polvo,1,10mg 500mg,parace + fenil,,excel
3797,FIBRA C/CIRUELA PASA/LINAZA PVO 450MG,,149.0,ESTOMACALES (GASTRO),SUPLEMENTOS,polvo,1,450mg,fibra + ciruela + linaza,,excel
3799,CREATINA 5GR POLVO 400GR XGEAR,,499.0,DEPORTISTAS,SUPLEMENTOS,polvo,,400000mg 5000mg,creatina,,excel
3803,COLLARIN CERVICAL AD 45-55CM 1PZA L/XL,,269.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,collarin,,excel
3804,CABESTRILLO ADULTO 1 PZA,,169.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,cabestrillo,,excel
381,CLORANFENICOL SOL OFT 15ML,ABEFEN,29.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,15ml 1ml 5mg,cloranfenicol,,excel
3815,LINAGLIPTINA 5MG 10TAB,TRAYENTA,448.0,DIABETES,MEDICAMENTOS,tableta,10,5mg,linagliptina,,excel
3823,IRBESART/AMLODIP 150/5MG 14TAB APROVASC,APROVASC,375.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,14,150mg 5mg,irbesart + amlodip,,excel
3824,VIT C+MIEL ABEJA+GOR+PRO+JENG 6SOB 10GR,,85.0,RESPIRATORIOS,SUPLEMENTOS,polvo,6,10000mg 60mg,,,excel
3825,DUTASTERIDA/TAMSU 0.5/0.4MG 30CAP,ASOFLON DUO,519.0,ESPECIALIDAD,MEDICAMENTOS,capsula,30,0.4mg 0.5mg,dutasterida + tamsu,,excel
3826,ESOMEPRAZOL 40MG 14TAB (GEN),NEXIUM-MUPS,199.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,14,40mg,esomeprazol,,excel
3827,METFOR/SITA 850/50MG 28COMP GEN,JANUMET,289.0,DIABETES,MEDICAMENTOS,tableta,28,50mg 850mg,metfor,,excel
3828,NORFLOXAC/FENAZOP 400/100MG 16TAB,MICTASOL,199.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,16,100mg 400mg,norfloxac + fenazop,,excel
3829,RIVAROXABAN 10MG 30TAB,LOVENTRAX,479.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,10mg,rivaroxaban,,excel
3830,RIVAROXABAN 20MG 28TAB,LOVENTRAX,499.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,20mg,rivaroxaban,,excel
3831,SITAGLIPTINA 100MG 14TAB,FAZIQUE,249.0,DIABETES,MEDICAMENTOS,tableta,14,100mg,sitagliptina,,excel
3832,TRIMEBUTIN/SIMET 200/75MG 24COMP,LIBERTRIM SII,199.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,24,200mg 75mg,trimebutin + simet,,excel
3836,MAGNESIO CITRATO 400MG 60CAP,,109.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,60,400mg,magnesio,,excel
3837,ENOXAPARINA 40MG/0.4ML 2 JER PRE CLEXANE,BOLENTAX,769.0,CARDIOVASCULARES,MEDICAMENTOS,solucion,2,0.4ml 40mg,enoxaparina,,excel
3838,ISOTIPEN 0.75/100GR JALEA 25GR ANDANTOL,ADONAT,174.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,jalea,,100000mg 25000mg 750mg,isotipen,,excel
3839,PARACETAMOL 80MG 30 TAB MAST TEMPRA,ANTIDO-LITO,103.0,ANALGESICOS,MEDICAMENTOS,tableta,30,80mg,paracetamol,,excel
3840,PRUEBA RAPIDA INFLUENZA TIPO A Y B 1PZA,,206.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,prueba,,excel
3841,GLUCOMETRO ON CALL PLUS 1PZA,,449.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,glucometro,,excel
3842,TIRAS REACTIVAS ON CALL PLUS 50 PZAS,,280.0,CURACION Y MEDICION,MATERIAL DE CURACION,,50,,tiras,,excel
3843,LANCETAS ON CALL PLUS 100PZAS,,129.0,CURACION Y MEDICION,MATERIAL DE CURACION,,100,,lancetas,,excel
3847,INSULINA GLARGINA 100UI/ML SUSP INY 10ML,BONGLIXAN,389.0,DIABETES,MEDICAMENTOS,solucion,,100ui 10ml,,,excel
3848,HONGO REISHI 250MG 60CAP,CATAFENI HG,195.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,60,250mg,hongo,,excel
3849,HONGO MELENA LEON/L TIROS/B1/B12 60CAP,,199.0,SISTEMA NERVIOSO,SUPLEMENTOS,capsula,60,,hongo + tiros,,excel
3850,CALCIO/VITD3/MAG 30TAB CALTRATE 600+M,CALTRATE 600+M,153.0,ANALGESICOS,MEDICAMENTOS,tableta,30,200ui 40mg 600mg,calcio,,excel
3852,VENDAS ADHESIVA NIÑOS CHESPIRITO 30 PZAS,,29.0,CURACION Y MEDICION,MATERIAL DE CURACION,,30,,vendas,,excel
3853,PRUEBA DE EMBARAZO ANALOGA SIMIBABY,,50.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,prueba,,excel
3857,TOBILLERA AJUSTABLE UNITALLA,,299.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,tobillera,,excel
386,PREDNISONA 50MG 20TAB,ARTRINOL ON,60.0,ANTIINFLAMATORIOS,MEDICAMENTOS,tableta,20,50mg,prednisona,,excel
3869,ELECTROLITO 0%AZUC FRES XGEAR 10TAB EFER,,109.01,REHIDRATANTES,SUPLEMENTOS,tableta,10,0%,electrolito,,excel
387,CLINDAMICINA 300MG 16CAP,AMONADIN,120.0,ANTIBIOTICOS,MEDICAMENTOS,capsula,16,300mg,clindamicina,,excel
3870,BROMURO DE OTILONIO 40MG 30TAB,DEBROMU,479.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,40mg,bromuro,,excel
3871,RACECADOTRILO 10MG PVO 18 SOBRES GRANUL,HIDRASEC,99.0,ESTOMACALES (GASTRO),MEDICAMENTOS,polvo,18,10mg,racecadotrilo,,excel
3872,RACECADOTRILO 30MG PVO 18 SOBRES GRANUL,HIDRASEC,119.0,ESTOMACALES (GASTRO),MEDICAMENTOS,polvo,18,30mg,racecadotrilo,,excel
3873,LEVODROP/AMBROX 0.6/0.3GR/100ML SOL120ML,DISOLVIN-FLUX,84.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100ml 120ml 300mg 600mg,levodrop + ambrox,,excel
3874,MESALAZINA 1200MG 16COMP LP,ATEKA,399.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,16,1200mg,mesalazina,,excel
3875,MOXIFLOXACINO 5MG/ML SOL GOTAS 5ML,MIFLOKO,339.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,5mg 5ml,moxifloxacino,,excel
3876,FENOFIBRATO DE COLINA 135MG 15 CAP LR,CONTROLIP-TRILIPIX,459.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,15,135mg,fenofibrato,,excel
3877,MEDROXIPROGESTERONA 104MG/0.65ML JER,,230.0,HORMONALES,MEDICAMENTOS,solucion,,0.65ml 104mg,medroxiprogesterona,,excel
3878,MELISSA /GUAYABA 275MG/3.33MG 30CAP,IVERKRAM,159.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,30,275mg 3.33mg,melissa + guayaba,,excel
3879,DEXPANTENOL 5/100GR POMADA 30GR TATUAJES,BEPHANTEN,34.0,CUIDADO DE LA PIEL,MEDICAMENTOS,unguento,,100000mg 30000mg,dexpantenol,,excel
388,BECLOMETASONA 50MCG 200DOSIS,AXENTUO,99.0,RESPIRATORIOS,MEDICAMENTOS,spray,,50mcg,beclometasona,,excel
3892,RUSCUS/HESPER/AC ASC 150/150/100MG 30CAP,FABROVEN,244.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,30,100mg,ruscus + hesper,,excel
3894,DROPRO/BROMHE0.300/0.160GR 200ML SOL AD,CARDOMICIN,179.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,160mg 200ml,dropro + bromhe,,excel
3895,DEXLANSOPRAZOL 30MG 7CAP LR,DEXIVANT,149.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,7,30mg,dexlansoprazol,,excel
3896,IRBESARTAN/AMLODIPINO 150MG/5MG 14TAB,APROVASC,399.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,14,150mg 5mg,irbesartan + amlodipino,,excel
39,AZATIOPRINA 50MG 50TAB,AZATRILEM,499.0,ESPECIALIDAD,MEDICAMENTOS,tableta,50,50mg,azatioprina,,excel
3900,GOMITAS MULTI INF 60PZA SIMITOLINA CHAPU,,99.01,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
3902,ELECTROLITO PVO 10SOB XGEAR CHOCO,,99.01,REHIDRATANTES,SUPLEMENTOS,polvo,10,,electrolito,,excel
3903,SUCCIONADOR INTIMO DAMA 1PZA ALFA KINKY,,299.0,SEXUALIDAD,SALUD SEXUAL,,1,,succionador,,excel
3908,MESALAZINA 500MG 30COM LR,PENTASA,245.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,500mg,mesalazina,,excel
3909,METFOR/VILDA 500MG/50MG 30COMP GEN,GALVUS MET,369.0,DIABETES,MEDICAMENTOS,tableta,30,500mg 50mg,metfor + vilda,,excel
3911,CLOBETASOL 0.044/100GR CREMA 40GR,DERMATOVATE,269.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,crema,,100000mg 40000mg,clobetasol,,excel
392,BENCILPENICILI B 1200000U/3ML,BENCELIN COMBINADO,31.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,,0ui 3ml,bencilpenicili,,excel
3923,IBUPROFENO/DIFENHID 200MG/25MG 10CAP GEL,EUFENIL NITE,99.0,ANALGESICOS,MEDICAMENTOS,capsula,10,200mg 25mg,ibuprofeno + difenhid,,excel
3924,MAGALDRATO/DIMET 80MG/10MG 10SOB TAKEDA,EIKNOZ,105.0,ESTOMACALES (GASTRO),MEDICAMENTOS,gel,10,10mg 1ml 80mg,magaldrato + dimet,,excel
3925,MAGALDRATO/DIMET 8G/1G/100ML TAKEDA,GALAVER,179.0,ESTOMACALES (GASTRO),MEDICAMENTOS,gel,,1000mg 100ml 8000mg,magaldrato + dimet,,excel
3926,DEXLANSOPRAZOL 60MG 7 CAP LR TAKEDA,DEXIVANT,381.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,7,60mg,dexlansoprazol,,excel
3927,ROSUVASTAT/EZETIMIBA 10MG/10MG 10TAB,NAXZALLA,309.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,10,10mg,rosuvastat + ezetimiba,,excel
3929,PROT XGEAR ZERO CARB VAINILLA 450GR,,419.0,DEPORTISTAS,SUPLEMENTOS,polvo,,450000mg,,,excel
393,DEXTROMETORFANO/GUAI INF 120ML SOL,BREACOL INFANTIL,45.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,1000mg 100mg 100ml 120ml,dextrometorfano,,excel
3930,PROT S/AZUC VAINI XGEAR 330ML,,74.0,DEPORTISTAS,SUPLEMENTOS,,,330ml,,,excel
3931,GOMITAS MIX DE HONGOS MULTIGOMI 60PZA,,129.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
3932,GOMITAS LTEANIN/MAG/5HTP 60PZA MULTIGOMI,,189.0,RELAJANTES,SUPLEMENTOS,,60,,gomitas,,excel
3933,CREATINA 5GR POLVO 500GR XGEAR,,450.0,DEPORTISTAS,SUPLEMENTOS,polvo,,500000mg 5000mg,creatina,,excel
3937,CAMARA ESPACIADORA INFANTIL 1- 10 AÑOS,,546.0,CURACION Y MEDICION,MATERIAL DE CURACION,,,,camara,,excel
394,DEXTROMETORFANO/GUAI AD 120ML SOL,BECTOSAN,38.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100ml 120ml 2000mg 200mg,dextrometorfano,,excel
3945,CREMA CALENDULA/BABA/CENTELLA 100GR,,359.0,ENFERMEDADES DE LA PIEL,MATERIAL DE CURACION,crema,,100000mg,calendula + centella,,excel
3946,CONDON ALFA TEXTURIZA SABOR AROMA  3PZAS,,42.0,SEXUALIDAD,SALUD SEXUAL,,3,,,,excel
3948,CALCIO/VIT D3 600MG/400UI 30 TAB,CALTRATE 600,79.0,ANALGESICOS,MEDICAMENTOS,tableta,30,400ui 600mg,calcio,,excel
3949,DROPRO/BROME 150MG/80MG 200ML JBE INF,BIOXOVER X-P,129.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,150mg 200ml 80mg,dropro + brome,,excel
395,DICLOFENACO/B1/B6/B12/1MG 30TAB,DITIZIDOL FORTE,64.0,ANALGESICOS,MEDICAMENTOS,tableta,30,1mg 50mg,diclofenaco,,excel
3950,TRIBENOSIDO/LIDOCAINA 5GR/2GR 30GR CREMA,PROCTO-GLYVEROL,119.0,ANALGESICOS,MEDICAMENTOS,crema,,2000mg 30000mg 5000mg,tribenosido + lidocaina,,excel
3951,METFOR/SITA 1000MG/100MG 28TAB LP GEN,JANUMET XR,499.0,DIABETES,MEDICAMENTOS,tableta,28,1000mg 100mg,metfor,,excel
3952,PREGABALINA 50MG 28 CAP PFIZER,PRIKUL,159.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,28,50mg,pregabalina,,excel
3953,GOMITAS CBD 30 PZAS MIX DE FRUTAS,,319.0,RELAJANTES,SUPLEMENTOS,,30,,gomitas,,excel
3965,ESPORAS BAC COAGUL 1MUFC 48COM SINUBERA,SINUBERASE,199.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,48,,esporas,,excel
3966,VITAMIN A/D/C SOL INF GTS 10ML ADEROGYLC,ADEROGYLC,59.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,10ml,vitamin,,excel
3967,CLONIX LIS/DICLO 250/50MG 14TAB DORIXINA,DORIXINA-FLAM,459.0,ANALGESICOS,MEDICAMENTOS,tableta,14,50mg,clonix + diclo,,excel
3968,SUL FERROSO 75MG/ML SOLPED 50ML FERINSOL,FER-IN-SOL,249.0,MULTIVITAMINICOS,MEDICAMENTOS,solucion,,50ml 75mg,,,excel
3969,GEL LUBRICANTE ANTISEPT INTIMO 25GR ALFA,,109.01,SEXUALIDAD,SALUD SEXUAL,gel,,25000mg,antisept,,excel
397,IBUPROFENO 200MG 10CAP GEL,ACTRON,20.0,ANALGESICOS,MEDICAMENTOS,capsula,10,200mg,ibuprofeno,,excel
3971,GELASIMI FORTE PVO 15SOB ETERNAL SECRET,,179.0,CUIDADO DE LA PIEL,SUPLEMENTOS,polvo,15,,gelasimi,,excel
3972,SIMI FX UCII COLAGENO PVO 15 SOBRES,,319.0,ANALGESICOS,SUPLEMENTOS,polvo,15,,,,excel
3979,ESPORAS BAC CLAUS 4BILL 10AMP SINUBERASE,ENTEROGERMINA,224.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,,esporas,,excel
398,CLINDAMICINA 600MG/4ML 1AMP,BACOFF,47.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,1,4ml 600mg,clindamicina,,excel
3980,ESPORAS BAC CLAUS 2BILL 10AMP ENTEROGER,ENTEROGERMINA,229.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,,esporas,,excel
3985,TRIPSINA/QUIMIOTRIPSINA 18MG 30 TAB,RIBOTRIPSIN,279.0,ANTIINFLAMATORIOS,MEDICAMENTOS,tableta,30,18mg,tripsina + quimiotripsina,,excel
3986,OLOPATADINA 2MG/1ML SOL OFT 2.5ML,IMBALZA,149.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,1ml 2.5ml 2mg,olopatadina,,excel
3987,TELMISARTAN/AMLODIPINO 80MG/5MG 28 CAP,MICARDIS DUO,499.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,28,5mg 80mg,telmisartan + amlodipino,,excel
3988,DIACEREINA/MELOXICAM 50MG/15MG 20CAP,DOLOCARTIGEN,699.0,ANALGESICOS,MEDICAMENTOS,capsula,20,15mg 50mg,diacereina + meloxicam,,excel
3990,MULTIVITAMINICO MATERNO 30 CAP SIMIBABY,,269.0,MATERNIDAD Y LACTANTES,SUPLEMENTOS,capsula,30,,multivitaminico,,excel
3991,CLORFENAM/FENIL/PARA 6TAB DESENFRIOL-ITO,DESENFRIOL-ITO PLUS,22.0,RESPIRATORIOS,MEDICAMENTOS,tableta,6,1mg 2.5mg 80mg,clorfenam + fenil,,excel
3993,CANDESAR/HIDRO 16/12.5MG  28TAB(ABBOTT),ATACAND PLUS,249.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,12.5mg 16mg,candesar + hidro,,excel
3994,VILDAGLIPTINA 50MG 28 TAB (GEN),GALVUS,129.0,DIABETES,MEDICAMENTOS,tableta,28,50mg,vildagliptina,,excel
3995,CLOTRIM/DEXAM 1G/0.04G CREM30GR (GEN),BAYCUTEN,69.0,ANTIMICOTICOS,MEDICAMENTOS,crema,,100000mg 1000mg 30000mg 40mg,clotrim + dexam,,excel
3996,DESVENLAFAXINA 50MG 14 TAB LP (GEN),ARABRIXEN,129.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,14,50mg,desvenlafaxina,,excel
3997,AC ASCORBICO/ZINC CON NANO 30ML GTS,,329.0,RESPIRATORIOS,SUPLEMENTOS,gotas,,30ml,vitaminac,,excel
4,ACICLOVIR 400MG 35TAB,AKEVIR,179.0,ESPECIALIDAD,MEDICAMENTOS,tableta,35,400mg,aciclovir,,excel
40,BENCIDAMINA CLORH 60GR GEL,ARTROBEN,99.0,ANTIINFLAMATORIOS,MEDICAMENTOS,gel,,100000mg 5000mg 60000mg,bencidamina,,excel
4008,PARACETAMOL/IBUPROFENO 500MG/200MG 20TAB,ACCIOGEN,184.0,ANALGESICOS,MEDICAMENTOS,tableta,20,200mg 500mg,paracetamol + ibuprofeno,,excel
4009,HIALURO/OXIMETAZO 2MG/0.25MG SOL OFT10ML,GRIMAL,75.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,0.25mg 10ml 2mg,hialuro + oximetazo,,excel
4010,VITAMINA D3+ VIT K2 30CAP,,95.0,ANALGESICOS,SUPLEMENTOS,capsula,30,,,,excel
4011,MINOXIDIL 2GR/100ML SOL 60ML,ANACASTEL,149.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,solucion,,100ml 2000mg 60ml,minoxidil,,excel
4015,GOMITAS CITRATO MAGNESIO 60PZA MULTIGOMI,,189.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
4016,GOMITAS MULTI HOMBRE 60 PZAS MULTIGOMI,,189.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
4017,PARACETAMOL/CAFE/FENILE 10TAB SEDALMERCK,SEDALMERCK,52.0,ANALGESICOS,MEDICAMENTOS,tableta,10,500mg 50mg 5mg,paracetamol + fenile,,excel
402,METOCLOPRAMIDA 10MG 6AMP,CARNOTPRIM,29.0,ESTOMACALES (GASTRO),MEDICAMENTOS,solucion,6,10mg 2ml,metoclopramida,,excel
4030,CONDON ALFA SENSACIONES 3 PZAS,,55.0,SEXUALIDAD,SALUD SEXUAL,,3,,,,excel
4031,GOMITAS LUTEINA/VIT E 60PZAS MULTIGOMI,,189.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
4032,FINASTERIDA 1MG 30TAB,LUXFIL,289.0,ESPECIALIDAD,MEDICAMENTOS,tableta,30,1mg,finasterida,,excel
4033,ATOMOXETINA 40MG 14CAP ULTRA,AITTARET,159.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,14,40mg,atomoxetina,,excel
4049,MULTIVITAMINICO/HIERRO/COLINA JBE 240ML,,199.0,MULTIVITAMINICOS,SUPLEMENTOS,jarabe,,240ml,multivitaminico + hierro + colina,,excel
4050,HONGO MELENA LEON/CORDYCEPS/REISHI 150GR,,199.0,MULTIVITAMINICOS,SUPLEMENTOS,polvo,,150000mg,hongo + cordyceps + reishi,,excel
4051,DIOSMECTITA 3G 10SOB PVO P/SUSP IPRIKENE,IPRIKENE,299.0,ESTOMACALES (GASTRO),MEDICAMENTOS,polvo,10,3000mg,diosmectita,,excel
4052,MAGNESIO 125MG 20TAB EFERV TUBO NARANJA,,99.01,MULTIVITAMINICOS,SUPLEMENTOS,tableta,20,125mg,magnesio,,excel
4053,CALCIO/VITD3 20TAB EFERV TUBO LIMON,,99.01,ANALGESICOS,SUPLEMENTOS,tableta,20,4000mg,calcio,,excel
