id,sku,nombre,codigo_barras,principio_activo,presentacion,tipo_ficha,clave_monografia,fuente_texto,estado
461,FC-79400556,Syncol (Paracetamol),7501070600556,Paracetamol/Pamabrom/Pirilamina,C/24 500mg/25mg/15mg,medicamento,paracetamol + pamabrom + pirilamina,instructivo,pendiente
364,FC-60009851,Colgate Triple Acc Original,7509546000985,,75 ML,revisar_clasificacion,,fabricante,pendiente
441,FC-60101231,Tempra XT Noche,7506460101231,Paracetamol/Fenilefrina/Carbinoxamina,C/12 800mg/20mg/4mg,medicamento,paracetamol + fenilefrina + carbinoxamina,instructivo,pendiente
510,FC-60689091,Colgate Trip Xtra Blancura,7509546068909,,50 ML,revisar_clasificacion,,fabricante,pendiente
605,FC-00315021,Tukol-D jarabe infantil,6502400315021,Guaifenesina + Dextrometorfano,Jbe Inf,medicamento,guaifenesina + dextrometorfano,instructivo,pendiente
179,FC-06245686,Desodorante Axe Men Epic-F 48H,7506306245686,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
80,FC-6074BB64,Redalip,7503000422498,Bezafibrato,30 TABLETAS,medicamento,bezafibrato,instructivo,pendiente
684,FC-007206,Cepillo Colgate Premier Clean,6910021007206,,1 pz,revisar_clasificacion,,fabricante,pendiente
578,FC-01303464,Shampoo Pantene control caída,7501001303464,Surfactantes / formula capilar,400 mL,cuidado_personal_o_material,,fabricante,pendiente
685,FC-09839202,Old Spice Wolfthorn barra desodorante,7506309839202,,50 g,revisar_clasificacion,,fabricante,pendiente
403,FC-25104268,Electrolit Fresa,7501125104268,,625 ML,revisar_clasificacion,,fabricante,pendiente
401,FC-25104411,Electrolit Coco,7501125104411,,625 ML,revisar_clasificacion,,fabricante,pendiente
402,FC-25149221,Electrolit Fresa-Kiwi,7501125149221,,625 ML,revisar_clasificacion,,fabricante,pendiente
501,FC-30133021,Bedoyecta Tri,7501123013302,Hidroxocobalamina/Tiamina/Piridoxina,"Inyectable 5 Jeringas Desechables 10000 mcg, 100 mg, 50 mg/ 2mL",medicamento,hidroxocobalamina + tiamina + piridoxina,instructivo,pendiente
686,FC-39390230,Old Spice Lena barra desodorante,7506339390230,,50 g,revisar_clasificacion,,fabricante,pendiente
275,FC-92506045,Cera Ego Matte,7506192506045,Cera / resina,25 G,cuidado_personal_o_material,,fabricante,pendiente
230,FC-92509213,Nutribela Nutricion,7506192509213,,300 G,revisar_clasificacion,,fabricante,pendiente
229,FC-92511261,Nutribela Bio Colageno,7506192511261,,300 G,revisar_clasificacion,,fabricante,pendiente
689,FC-9233072,Nido Kinder 1+ bolsa 144 g,7501059233072,,144 G,revisar_clasificacion,,fabricante,pendiente
395,FC-92821171,Leche en polvo Nutri Rindes,7501059282117,,240 G,revisar_clasificacion,,fabricante,pendiente
617,FC-54054221,Splash Tears Sol oftálmica,736085405422,Hipromelosa,Sol oftálmica,medicamento,hipromelosa,instructivo,pendiente
448,FC-28979502,Histiacil NF adulto jarabe,7501328979502,Dextrometorfano/Ambroxol,JARABE 150 mL 225 mg/225mg,medicamento,dextrometorfano + ambroxol,instructivo,pendiente
690,FC-3961366,Pedialyte SR Coco 500 ml,7501033961366,,500 ML,revisar_clasificacion,,fabricante,pendiente
621,FC-00322571,Suerox 8 Iones Manzana 630 ML,6502400322571,,Manzana 630 ML,revisar_clasificacion,,fabricante,pendiente
691,FC-10631207,Cepillo Dent Punta poderosa Medio 2 pack,7702010631207,,2 pz,revisar_clasificacion,,fabricante,pendiente
622,FC-40032264,Suerox 8 Iones Eresa-Kiwi 630 ML,6502400322644,,630 ML,revisar_clasificacion,,fabricante,pendiente
623,FC-40032271,Suerox 8 Iones Uva 630 ML,6502400322712,,630 ML,revisar_clasificacion,,fabricante,pendiente
454,FC-50959781,Centrum Performance,7501065095978,Multivitaminico + minerales,C/30,suplemento_o_natural,,fabricante,pendiente
692,FC-5106788,Leche en Polvo Nidal 2Bebé 6 a 12 M,7506475106788,,360 G,revisar_clasificacion,,fabricante,pendiente
625,FC-00323011,Suerox 8 Iones Naranja Mandarina 630 ML,6502400323011,,630 ML,revisar_clasificacion,,fabricante,pendiente
624,FC-40032295,Suerox 8 Iones Mora Azul 630 ML,6502400322958,,630 ML,revisar_clasificacion,,fabricante,pendiente
694,FC-58616678,Nestum Cereal Infantil Arroz,7501058616678,,270 G,revisar_clasificacion,,fabricante,pendiente
631,FC-00721541,Suerox Vitamins Manzana V-Limón 630 ML,6502400721541,,630 ML,revisar_clasificacion,,fabricante,pendiente
628,FC-00661391,Suerox 8 Iones Frutos Rojos 630 ML,6502400661391,,630 ML,revisar_clasificacion,,fabricante,pendiente
632,FC-00744481,Suerox 8 Iones Coco Piña 630 ML,6502400744481,,630 ML,revisar_clasificacion,,fabricante,pendiente
630,FC-00721471,Suerox Vitamins Naranja Mango 630 ML,6502400721471,,630 ML,revisar_clasificacion,,fabricante,pendiente
775,FC-09747366,Veridex ivermectina 6 mg C/4,7502009747366,Ivermectina 6 mg,C/4 tabletas 6 mg,medicamento,ivermectina,instructivo,pendiente
506,FC-03406600,Tela Adhesiva Impermeable Quirmex,7503003406600,,1 pz 2.5 cm x 5m,revisar_clasificacion,,fabricante,pendiente
507,FC-03406501,Tela Adhesiva Impermeable Quirmex,7503003406501,,1 pz 1.25 x 5 m,revisar_clasificacion,,fabricante,pendiente
592,FC-12225164,Vitacilina Bebé Pomada,3543122251648,Neomicina + Bacitracina zinc,Pomada,medicamento,neomicina + bacitracina zinc,instructivo,pendiente
357,FC-01157296,Naturella flujo moderado con alas,7506309895208,Celulosa absorbente,C/8,cuidado_personal_o_material,,fabricante,pendiente
497,FC-06247327,Afrin No Drip Descongestivo Nasal spray,7501050624732,Clrhidrato de oximetazolina,Spray 15 mL 0.50 mg/mL,medicamento,clrhidrato de oximetazolina,instructivo,pendiente
238,FC-06249783,Sedal Rizos Def,7506306249783,,180 ML,revisar_clasificacion,,fabricante,pendiente
242,FC-06249776,Shampoo Sedal Ceramidas,7506306249776,Surfactantes / formula capilar,180 ML,cuidado_personal_o_material,,fabricante,pendiente
235,FC-07457826,Acondicionador Pantene Brillo Extremo,7501007457826,,400 ML,revisar_clasificacion,,fabricante,pendiente
69,FC-369D1689,Beneventol,7502009746253,BENEVENTOL,6 CAPSULAS,medicamento,beneventol,instructivo,pendiente
498,FC-84973401,Flanax Naproxeno,7501008497340,Naproxeno,Tabletas C/12 550 mg,medicamento,naproxeno,instructivo,pendiente
481,FC-08344488,Lactopram 430 mg C/20,7503008344488,Lactobacillus,C/20 capsulas 430 mg,suplemento_o_natural,,fabricante,pendiente
367,FC-27512574,Evenflo Colors,7501027512574,,240 ML,revisar_clasificacion,,fabricante,pendiente
332,FC-19006371,Toallas Saba Invisible con alas C/10,7501019006371,Solucion limpiadora,C/10,cuidado_personal_o_material,,fabricante,pendiente
244,FC-07457796,Shampoo Pantene Brillo Extremo,7501007457796,Surfactantes / formula capilar,400 mL,cuidado_personal_o_material,,fabricante,pendiente
477,FC-24227339,Loxcel adulto,7502224227339,ALBENDAZOL/QUINFAMIDA,C/1,medicamento,albendazol + quinfamida,instructivo,pendiente
626,FC-40032325,Suerox 8 Iones Lima Limón 630 ML,6502400323252,,630 ML,revisar_clasificacion,,fabricante,pendiente
627,FC-40035395,Suerox 8 Iones Coco 630 ML,6502400353952,,630 ML,revisar_clasificacion,,fabricante,pendiente
476,FC-50003151,Neo-Melubrina jarabe,7501165000315,Metamizol sodico,100 ML,medicamento,metamizol sodico,instructivo,pendiente
268,FC-24511711,Silica Shine Sily 3/1 Mora,7502224511711,Silice / dimeticone,105 ML,cuidado_personal_o_material,,fabricante,pendiente
695,FC-25104688,Electrolit Naranja-Mandarina,7501125104688,,625 ML,revisar_clasificacion,,fabricante,pendiente
205,FC-25652716,Escudo Antibacterial Original,7506425652716,Surfactantes / formula corporal,135 G,cuidado_personal_o_material,,fabricante,pendiente
701,FC-42003469,Gel Dental  GUM Paw Patrol,070942003469,,50 G,revisar_clasificacion,,fabricante,pendiente
489,FC-60101378,Lubricante íntimo,7506460101378,,50 ML,revisar_clasificacion,,fabricante,pendiente
66,FC-DDFBABDF,Clamoxin 12H Ped (Amoxicilina/Clavulánico susp.),7502009740497,AMOXICILINA/AC. CLAVULANICO,1 SUSPENSION,medicamento,amoxicilina + ac. clavulanico,instructivo,pendiente
702,FC-06903205,Broncolin paletas vitrolero surtido,714706903205,,50 pzs,revisar_clasificacion,,fabricante,pendiente
72,FC-428A228F,Gimalxina,780083140663,GIMALXINA,12 CAPSULAS,medicamento,gimalxina,instructivo,pendiente
363,FC-56131681,Pañuelos Kleenex Gds,7506425613168,,C/90,revisar_clasificacion,,fabricante,pendiente
399,FC-29003221,Vaso Recolector Para Muestras Quirmex capacidad 120 mL,7506552900322,,1 pz,revisar_clasificacion,,fabricante,pendiente
715,FC-42507240,GUM cera de ortodoncia menta C/5,070942507240,,C/5,revisar_clasificacion,,fabricante,pendiente
408,FC-43454811,Toallitas Humedas Huggies Cuidado Puro,7501943454811,,C/80,revisar_clasificacion,,fabricante,pendiente
138,FC-1321B34F,Hidroxon,,,30 TABLETAS,revisar_clasificacion,,fabricante,pendiente
405,FC-43471900,Toallitas húmedas KleenBebé Absorsec,7501943471900,,C/120,revisar_clasificacion,,fabricante,pendiente
576,FC-46073118,Shampo Caprice Acti-Ceramidas,7509546073118,,380 mL,revisar_clasificacion,,fabricante,pendiente
303,FC-46074504,Shampoo Mennen Zero%,7509546074504,Surfactantes / formula capilar,400 ML,cuidado_personal_o_material,,fabricante,pendiente
352,FC-33950063,Pediasure fresa,7501033956331,Suplemento nutricional,236 ML,suplemento_o_natural,,fabricante,pendiente
14,FC-2EDC6E3B,Cefagen,7502009745119,CEFALEXINA,10 TABLETAS,medicamento,cefalexina,instructivo,pendiente
580,FC-46682815,Desodorante Speed Stick sensitive protect,7509546682815,Antitranspirante / desodorante,150 mL,cuidado_personal_o_material,,fabricante,pendiente
494,FC-47640531,Nailex El Recuperador,7502234764053,,Esmalte 15 ML,revisar_clasificacion,,fabricante,pendiente
509,FC-34062421,Tela adhesiva Impermeable Quirmex,7503003406242,,1 pz 1.25 CM x 1 M,revisar_clasificacion,,fabricante,pendiente
209,FC-08837311,Nivea Antitransp Pearlb Spray,4005808837311,Emolientes / humectantes,150 ML,dermocosmetico,,fabricante,pendiente
233,FC-20500171,Crema para peinar Pert aceite oliva aguacate,8101205001716,,100 ML,revisar_clasificacion,,fabricante,pendiente
135,FC-F7A2CACF,Indarzona,7501547509016,Indometacina / Dexametasona,30 CAPSULAS,medicamento,indometacina + dexametasona,instructivo,pendiente
321,FC-43427754,Toallas Kotex Nocturna Ext Largo cn alas,7501943427754,Solucion limpiadora,C/5,cuidado_personal_o_material,,fabricante,pendiente
370,FC-48623006,Pads Faciales con Glicerina Protec,7501048623006,,C/100,revisar_clasificacion,,fabricante,pendiente
541,FC-C22EBFE6,Perilla N2,,Material plastico,PIEZA,cuidado_personal_o_material,,fabricante,pendiente
487,FC-08895196,KY6,7502208895196,CLORFENAMINA COMPUESTA,C/10,medicamento,clorfenamina compuesta,instructivo,pendiente
16,FC-7AF7ACB5,Charlyn (Ciprofloxacino),,CIPROFLOXACINO,3 TABLETAS,medicamento,ciprofloxacino,instructivo,pendiente
508,FC-34063651,Tela Adhesiva Impermeable Quirmex,7503003406365,,1 pz  2.5cm x 1m,revisar_clasificacion,,fabricante,pendiente
63,FC-974EE5FD,Gimalxina 250 mg/ 5 mL,780083141875,amoxicilina,1 SUSPENSION,medicamento,amoxicilina,instructivo,pendiente
708,FC-4980275,Prudence Edición Especial Soda C/3,7502214980275,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
385,FC-01163983,Old Spice Fresh barra desodorante,7501001163983,,50 g,revisar_clasificacion,,fabricante,pendiente
707,FC-49828111,Prudence surtido sabores C/5,7502214982811,Latex,C/5,cuidado_personal_o_material,,fabricante,pendiente
698,FC-49835773,Prudence Caribbean Sensitive Mix,7502214983573,,5 pzs,revisar_clasificacion,,fabricante,pendiente
411,FC-49853867,Prudence Extra Pleasure C/3,7502214985386,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
540,FC-614E4F82,Perilla N3,,Material plastico,PIEZA,cuidado_personal_o_material,,fabricante,pendiente
91,FC-3CAA7C5C,Cinarizina,7503004908820,CINARIZINA,60 TABLETAS,medicamento,cinarizina,instructivo,pendiente
699,FC-50882000,Dermodine solución antiséptica 120 ml,7501250882000,Iodopovidona,120 ML,medicamento,iodopovidona,instructivo,pendiente
308,FC-09498091,Pasta Dent Sensodyne Proteccion Comp,7896009498091,Fluoruro de sodio,90 G,medicamento,fluoruro de sodio,instructivo,pendiente
256,FC-35168991,Mousse Herbal Essences extra control,7500435168991,,210 ML,revisar_clasificacion,,fabricante,pendiente
670,FC-08344501,Promega 3 Omega 3,7503008344501,,C/60,revisar_clasificacion,,fabricante,pendiente
447,FC-50002301,Neo-Melubrina metamizol tabletas C/10,7501165000230,Metamizol Sodico,C/10 500 mg,medicamento,metamizol sodico,instructivo,pendiente
662,FC-00753067,Pepto-Bismol Suspension 118 ml,020800753067,Subsalicilato de bismuto,Frasco 118 ml,medicamento,subsalicilato de bismuto,instructivo,pendiente
493,FC-35246309,Vick Drops jengibre pastillas C/20,7500435246309,,C/20,revisar_clasificacion,,fabricante,pendiente
667,FC-053610,Alli-Triple C/10 tabletas,650240053610,Diclofenaco + Vitaminas B,C/10 tabletas,suplemento_o_natural,,fabricante,pendiente
584,FC-35908116,Talco para bebé Mennen azul chico,7501035908116,Talco / zinc undecilenato,100 g,cuidado_personal_o_material,,fabricante,pendiente
331,FC-35908147,Talco para bebé Mennen rosa,7501035908147,Talco / zinc undecilenato,200 G,cuidado_personal_o_material,,fabricante,pendiente
397,FC-51078461,Leche en polvo NAN Optimal Pro 1/ 0 a 6 M,7506475107846,,120 g,revisar_clasificacion,,fabricante,pendiente
398,FC-51078531,Leche en Polvo NAN Optimal Pro 2 / 6 a 12 M,7506475107853,,120 g,revisar_clasificacion,,fabricante,pendiente
400,FC-51448511,Electrolit Uva,7501125144851,,525 ML,revisar_clasificacion,,fabricante,pendiente
404,FC-51747971,Electrolit Mora Azul,7501125174797,,625 ML,revisar_clasificacion,,fabricante,pendiente
710,FC-36041341,Crema Hinds Natural piel seca 90 ml,037836041341,,90 ML,revisar_clasificacion,,fabricante,pendiente
300,FC-36041402,Crema Hinds hidratación extra almendras,0378360414028,Emolientes / humectantes,500 ML,cuidado_personal_o_material,,fabricante,pendiente
203,FC-21012303,Claris toallas desmaquillantes aloe C/40,7502221012303,Solucion limpiadora,C/40,cuidado_personal_o_material,,fabricante,pendiente
711,FC-36041297,Crema Hinds Inspiración piel seca 90 ml,037836041297,,90 ML,revisar_clasificacion,,fabricante,pendiente
413,FC-14985805,Prudence chicle condones C/5,7502214985805,Latex,5 pzs,cuidado_personal_o_material,,fabricante,pendiente
713,FC-22130063,Shampoo Ricitos de Oro miel y argán 100 ml,7501022130063,,100 ML,revisar_clasificacion,,fabricante,pendiente
414,FC-14983726,Prudence Natural Lubricante Natural,7502214983726,,75 ML,revisar_clasificacion,,fabricante,pendiente
410,FC-14985348,Prudence Ultra Sensitive condones C/3,7502214985348,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
677,FC-14704187,Senosiain Supositorios Bebe C/10,7501314704187,Glicerol,C/10 supositorios,cuidado_personal_o_material,,fabricante,pendiente
407,FC-14983153,Lubricante Intimo Prudence Grosella,7502214983153,,75 ML,revisar_clasificacion,,fabricante,pendiente
168,FC-30622622,Desodorante Axe Men Young (hombre),7506306226722,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
375,FC-34067471,Venda Quirmex 10 cm,7503003406747,,10 CM,revisar_clasificacion,,fabricante,pendiente
391,FC-33954740,Suero Pedialyte Sr Manzana,7501033954740,,500 ML,revisar_clasificacion,,fabricante,pendiente
354,FC-33956133,Glucerna chocolate,7501033956133,Suplemento nutricional,237 ML,suplemento_o_natural,,fabricante,pendiente
355,FC-33956140,Glucerna fresa,7501033956140,Suplemento nutricional,237 ML,suplemento_o_natural,,fabricante,pendiente
389,FC-33961373,Suero Pedialyte Sr fresa,7501033961373,,500 ML,revisar_clasificacion,,fabricante,pendiente
406,FC-34064021,Cotonetes Quirmex 100 pzs,7503003406402,,100 pzs,revisar_clasificacion,,fabricante,pendiente
629,FC-40066306,Suerox 8 Iones Fresa 630 ML,6502400663068,,630 ML,revisar_clasificacion,,fabricante,pendiente
550,FC-0ACC5B6A,Mercurio Oxido De Zinc,3311000003722,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
467,FC-08491074,Aspirina,7501008491074,Acido acetilsalicilico,80 TABLETAS,medicamento,acido acetilsalicilico,instructivo,pendiente
671,FC-5181402,Sedalmerck C/40 tabletas,7500435181402,Paracetamol 500 mg + Cafeina 50 mg + Fenilefrina 5 mg,C/40 tabletas,medicamento,paracetamol + cafeina + fenilefrina,instructivo,pendiente
633,FC-40074455,Suerox 8 Iones Uva Mora Azul 630 ML,6502400744552,,630 mL,revisar_clasificacion,,fabricante,pendiente
680,FC-7048853,Melox Plus,7891317048853,Hidroxido de aluminio + Hidroxido de magnesio + Simeticona,Tabletas masticables C/50 200 mg/200 mg/25mg,medicamento,hidroxido de aluminio + hidroxido de magnesio + simeticona,instructivo,pendiente
136,FC-50D044FF,Wermy,7502240450780,Gabapentina,15 CAPSULAS,medicamento,gabapentina,instructivo,pendiente
369,FC-34067851,Torundas de algodon Quirmex,7503003406785,,150 pz 75 g,revisar_clasificacion,,fabricante,pendiente
716,FC-36041259,Crema Hinds Clásica piel seca 90 ml,037836041259,,90 ML,revisar_clasificacion,,fabricante,pendiente
290,FC-42270027,Crema Nivea Facial 7 en 1,42270027,Emolientes / humectantes,200 ML,dermocosmetico,,fabricante,pendiente
706,FC-42302289,Enjuague Bucal GUM Paroex Gengivitis,070942302289,,300 ML,revisar_clasificacion,,fabricante,pendiente
376,FC-34067781,Quirmex venda 30 cm,7503003406778,,30 CM,revisar_clasificacion,,fabricante,pendiente
704,FC-42303194,Hilo Dental GUM 129 m,070942303194,,2 pzs,revisar_clasificacion,,fabricante,pendiente
504,FC-66873531,Colgate Máxima Protección Anticaries,7509546687353,,90 mL,revisar_clasificacion,,fabricante,pendiente
503,FC-66888171,Colgate Max Clean Frescura y Limpieza,7509546688817,Fluoruro de sodio,120 ML,medicamento,fluoruro de sodio,instructivo,pendiente
717,FC-70100307,Broncolin Etiqueta Azul jarabe oral 140 ml,714706100307,Miel,140 ML,medicamento,miel,instructivo,pendiente
542,FC-BCF59548,Perilla N1,,Material plastico,PIEZA,cuidado_personal_o_material,,fabricante,pendiente
189,FC-06230507,Dove Barra Karite Vainill,7506306230507,Surfactantes / formula corporal,135 G,cuidado_personal_o_material,,fabricante,pendiente
683,FC-013340,Bedoyecta Capsulas C/30,7501123013340,Complejo B + Acido folico + Vitamina C + Rutina,C/30 capsulas,suplemento_o_natural,,fabricante,pendiente
718,FC-14980350,Prudence Lub lubricante íntimo mora azul 75 ml,7502214980350,,75 ML,revisar_clasificacion,,fabricante,pendiente
703,FC-43454873,Toallitas húmedas Huggies Cuidado Humectante,7501943454873,,C/80,revisar_clasificacion,,fabricante,pendiente
