id,sku,nombre,codigo_barras,principio_activo,presentacion,tipo_ficha,clave_monografia,fuente_texto,estado
119,FC-2001A890,Ampigrin AD (Ampicilina + Dicloxacilina),780083140922,Ampicilina,3 AMPOLLETA,medicamento,ampicilina,instructivo,pendiente
451,FC-47624171,Nailex Desenterrador Unas Desenterrador Unas,7502234762417,,12 ML,revisar_clasificacion,,fabricante,pendiente
871,EQ-WAN013,Vandix 1 Susp 250mg/5/75 Ml,7503001007069,Amoxicilina,Frasco 75 mL,medicamento,amoxicilina,instructivo,pendiente
329,FC-35908130,Talco para bebé Mennen azul,7501035908130,Talco / zinc undecilenato,200 G,cuidado_personal_o_material,,fabricante,pendiente
432,FC-45307181,Arnica León Parche,7501054530718,Arnica,1 parche,suplemento_o_natural,,fabricante,pendiente
869,EQ-ALP0300,Acido Acetilsalicilico Ef 20 Tab 300 Mg,7501384504908,Ácido acetilsalicílico,Caja con 20 tabletas,medicamento,acido acetilsalicilico,instructivo,pendiente
538,FC-47AAF23B,Mercurio Sulfatiazol Polvo,3311000003494,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
873,EQ-HIS085,Protaisol 1 Susp/Aer 200 Dos/5 12.80 G,7502213042745,Ipratropio,200 dosis,medicamento,ipratropio,instructivo,pendiente
122,FC-07F04F88,Amcef IM 500 mg (Inyectable),7501349011007,Ceftriaxona,1 FRASCO AMPULA,medicamento,ceftriaxona,instructivo,pendiente
777,FC-32911454,OFF! Extra Duracion repelente aerosol 170 g,7501032911454,DEET 25%,Aerosol 170 g (202 mL),medicamento,deet 25%,instructivo,pendiente
876,EQ-AMS406,Cinitaprida 25 Comp 1 Mg,7501349027312,Cinitaprida,Caja con comprimidos,medicamento,cinitaprida,instructivo,pendiente
881,EQ-SON264,Laur Adulto 500/500/100/30/4 Mg 3 Amp,7502001166981,,Caja con 3 frascos ámpula,revisar_clasificacion,,fabricante,pendiente
28,FC-830BF3FB,Diviltac,7502001165311,Algestona / Estradiol,1 FRASCO AMPULA,medicamento,algestona + estradiol,instructivo,pendiente
567,FC-33954078,Ensure Fresa,7501033954078,Suplemento nutricional,237 ML,suplemento_o_natural,,fabricante,pendiente
568,FC-33956126,Glucerna Vainilla,7501033956126,Suplemento nutricional,237 ML,suplemento_o_natural,,fabricante,pendiente
883,EQ-COL226,Dolprofen 10 Tab 800 Mg,780083148805,Ibuprofeno,Caja con 10 tabletas,medicamento,ibuprofeno,instructivo,pendiente
105,FC-26EA40A4,Ramcinet,,,10 TABLETAS,revisar_clasificacion,,fabricante,pendiente
390,FC-48335305,Agua Oxigenada,7501048335305,,480 ML 2.5 a 3.5%,revisar_clasificacion,,fabricante,pendiente
600,FC-54221482,Deeflamox Plus,7501385491146,Amoxicilina + Acido clavulanico,SUSPENSION 5ML,medicamento,amoxicilina + acido clavulanico,instructivo,pendiente
558,FC-BE2ACF63,Valnait cápsulas valeriana,7501590285004,,C/30,revisar_clasificacion,,fabricante,pendiente
121,FC-BE76D409,Amcef IM 1 g (Inyectable),7501349012004,Ceftriaxona,1 FRASCO AMPULA,medicamento,ceftriaxona,instructivo,pendiente
518,FC-DFF99C3F,Mercurio,3311000003920,Arnica montana,JARABE,suplemento_o_natural,,fabricante,pendiente
874,EQ-RAD096,Calcio Efe 12 Comp 500 Mg,7501563380439,Calcio,Tubo 12,medicamento,calcio,instructivo,pendiente
875,EQ-PGE052,Ercatriv M Calcitriol 30 Caps 0.25 Mcg,7503027446125,Calcitriol,Caja con 30 cápsulas,medicamento,calcitriol,instructivo,pendiente
110,FC-9F67BB73,Amifarin,7503001007090,DICLOXACILINA,1 SUSPENSION,medicamento,dicloxacilina,instructivo,pendiente
100,FC-A909ABC0,Odivitor,7502009744877,Atorvastatina,10 TABLETAS,medicamento,atorvastatina,instructivo,pendiente
877,EQ-NOV165,Budenova Susp .125 Mg/Ml 5 Amp 2ml,7501075726251,Budesonida,Caja con 5 ampolletas,medicamento,budesonida,instructivo,pendiente
878,EQ-HIS076,Fhaspem 3 Amp 20 Mg/1 Ml,7502213042370,Hioscina,Caja con 3 ampolletas,medicamento,hioscina,instructivo,pendiente
882,EQ-MAI141,Flosef 8 Tab 400 Mg,785118753887,Ofloxacino,Caja con 8 tabletas,medicamento,ofloxacino,instructivo,pendiente
879,EQ-HIS087,Clofhiven 200 Dosis 50 Mcg/12.80g,7502213042752,Beclometasona,200 dosis,medicamento,beclometasona,instructivo,pendiente
880,EQ-SON256,Sonblefan S 1 Cma .100 G/ 40 G,7502001166592,Betametasona,Tubo 40 g,medicamento,betametasona,instructivo,pendiente
42,FC-E6112F15,Nalixone,7502001165533,NALIXONE,20 TABLETAS,medicamento,nalixone,instructivo,pendiente
234,FC-35155922,Pantene Bambu,7500435155922,,400 ML,revisar_clasificacion,,fabricante,pendiente
92,FC-E6B50AC3,Celecoxib,7502216805361,Celecoxib,10 CAPSULAS,medicamento,celecoxib,instructivo,pendiente
529,FC-C4530823,Mercurio óxido de zinc C/50,3311000000936,Producto homeopatico / natural,frasco 50 g,suplemento_o_natural,,fabricante,pendiente
67,FC-C9F4ACCC,Acemetacina,7502216800984,ACEMETACINA,14 CAPSULAS,medicamento,acemetacina,instructivo,pendiente
17,FC-CF18C740,Clindamicina,7501349020788,CLINDAMICINA,16 CAPSULAS,medicamento,clindamicina,instructivo,pendiente
71,FC-F4E9C71F,Amoxicilina,7501349021839,AMOXICILINA,1 SUSPENSION,medicamento,amoxicilina,instructivo,pendiente
892,EQ-ACC066,Steryx 30 Tab 5 Mg,7506335700019,Finasterida,Caja con 30 tabletas,medicamento,finasterida,instructivo,pendiente
75,FC-11294615,Amikacina,7501349021488,AMIKACINA,2 AMPOLLETA,medicamento,amikacina,instructivo,pendiente
97,FC-C6C20517,Budimin,7502009748868,Bumetanida,20 TABLETAS,medicamento,bumetanida,instructivo,pendiente
254,FC-35020008,Shampoo Herbal Essences Limp Renov,7500435020008,Surfactantes / formula capilar,375 ML,cuidado_personal_o_material,,fabricante,pendiente
261,FC-35020077,Shampoo Head & Shoulders Alivio Refrescante,7500435020077,Surfactantes / formula capilar,180 mL,cuidado_personal_o_material,,fabricante,pendiente
282,FC-48640751,Venda de yeso 5 cm x 2.75 m,7501048640751,Material de curacion,1 PZA,cuidado_personal_o_material,,fabricante,pendiente
279,FC-48640775,Venda de yeso 10 cm x 2.75 m,7501048640775,Material de curacion,1 PZA,cuidado_personal_o_material,,fabricante,pendiente
280,FC-48640799,Venda de yeso 15 cm x 2.75 m,7501048640799,Material de curacion,1 PZA,cuidado_personal_o_material,,fabricante,pendiente
12,FC-E374F23E,Cefagen pediátrico,7502009741302,CEFALEXINA,1 SUSPENSION,medicamento,cefalexina,instructivo,pendiente
7,FC-9A4E4C31,Clindamicina,7501349021860,CLINDAMICINA,FRASCO AMPULA,medicamento,clindamicina,instructivo,pendiente
6,FC-D5AC44CA,Amifarin,7503001007113,DICLOXACILINA,20 CAPSULAS,medicamento,dicloxacilina,instructivo,pendiente
15,FC-C101D5B1,Bisoprolol,7501109763375,BISOPROLOL,30 TABLETAS,medicamento,bisoprolol,instructivo,pendiente
40,FC-D9391288,Azitromicina,7501258210393,AZITROMICINA,1 SUSPENSION,medicamento,azitromicina,instructivo,pendiente
886,EQ-MAV322,Traditor 1 Gel 500/50 Mg 60 G,7502009746932,Indometacina / Betametasona,Tubo 60 g,medicamento,indometacina + betametasona,instructivo,pendiente
803,FC-08895042,Bruluaquil AAS/paracetamol/cafeína 250/250/65 mg,7502208895042,,Frasco con 24 tabletas,revisar_clasificacion,,fabricante,pendiente
314,FC-17360604,Toallas Kotex Regular Flujo Amb,7501017360604,Solucion limpiadora,10 pzs,cuidado_personal_o_material,,fabricante,pendiente
374,FC-3406723,Quirmex venda elastica premium 5 cm x 5 m,7503003406723,,5 CM x 5 M,revisar_clasificacion,,fabricante,pendiente
1182,FC-01007250,Valclan 875 mg / 125 mg Caja con 10 tabletas Wandel,7503001007250,Amoxicilina / Ácido clavulánico,Caja con 10 tabletas,medicamento,amoxicilina + acido clavulanico,instructivo,pendiente
291,FC-00942760,Gel Nivea facial hidratante hialurónico,4005900942760,Emolientes / humectantes,200 ML,dermocosmetico,,fabricante,pendiente
76,FC-1FEA2FB7,Amikacina,7501349021440,AMIKACINA,1 AMPOLLETA,medicamento,amikacina,instructivo,pendiente
220,FC-20500201,Shampoo Pert Aceite oliva,8101205002010,Surfactantes / formula capilar,400 ML,cuidado_personal_o_material,,fabricante,pendiente
409,FC-49824391,Prudence 'Ull Retardante C/3,7502214982439,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
1180,FC-49028913,Atorvastatina 40 mg Caja con 10 tabletas AMSA,7501349028913,Atorvastatina,Caja con 10 tabletas,medicamento,atorvastatina,instructivo,pendiente
1181,FC-49021570,Amoxicilina 500 mg Caja con 12 cápsulas AMSA,7501349021570,Amoxicilina,Caja con 12 cápsulas,medicamento,amoxicilina,instructivo,pendiente
1173,FC-42803524,Ácido acetilsalicílico 100 mg Caja con 30 tabletas beadvance,7501342803524,Ácido acetilsalicílico,Caja con 30 tabletas,medicamento,acido acetilsalicilico,instructivo,pendiente
149,FC-3D0ED22B,Zukedib,7502211784036,Glimepirida,30 TABLETAS,medicamento,glimepirida,instructivo,pendiente
895,EQ-AMS274,Ezetimiba/Simvasta 14 Tab 10/20 Mg,7501349024540,Ezetimiba / Simvastatina,,medicamento,ezetimiba + simvastatina,instructivo,pendiente
1175,FC-49020269,Ácido ursodeoxicólico 250 mg Caja con 50 cápsulas AMSA,7501349020269,Ácido ursodeoxicólico,Caja con 50 cápsulas,medicamento,acido ursodeoxicolico,instructivo,pendiente
1174,FC-83141226,Perludil 150 mg / 10 mg Caja con 1 ampolleta Collins,780083141226,Algestona / Estradiol,Caja con 1 ampolleta,medicamento,algestona + estradiol,instructivo,pendiente
1179,FC-00001292,Aceite de ricino Frasco 50 mL Mercurio,3311000001292,Aceite de ricino,Frasco 50 mL,medicamento,aceite de ricino,instructivo,pendiente
1178,FC-00001612,Jarabe de granada Frasco 50 mL Mercurio,3311000001612,Jarabe de granada,Frasco 50 mL,medicamento,jarabe de granada,instructivo,pendiente
1183,FC-01007199,Valclan 500 mg / 125 mg Caja con 10 tabletas Wandel,7503001007199,Amoxicilina / Ácido clavulánico,Caja con 10 tabletas,medicamento,amoxicilina + acido clavulanico,instructivo,pendiente
126,FC-347A49C7,Amikacina,7501349020740,AMIKACINA,1 AMPOLLETA,medicamento,amikacina,instructivo,pendiente
222,FC-06217461,Talco Desodorante Rexona Effi Fresh,7506306217461,Antitranspirante / desodorante,200 G,cuidado_personal_o_material,,fabricante,pendiente
1188,FC-09741043,Fasiclor 125 mg/5 mL Frasco 75 mL Maver,7502009741043,Cefaclor,Frasco 75 mL,medicamento,cefaclor,instructivo,pendiente
665,FC-2225010,Derman Crema 25 g,354312225010,Acido undecilenico + Undecilenato de zinc,Tubo 25 g,medicamento,acido undecilenico + undecilenato de zinc,instructivo,pendiente
317,FC-20501765,Crema Grisi aloe vera para manos,8101205017656,,80 ML,revisar_clasificacion,,fabricante,pendiente
108,FC-50AC2C82,Erispan,7502009740916,BETAMETASONA,1 FRASCO AMPULA,medicamento,betametasona,instructivo,pendiente
257,FC-35231237,Shampoo Head & Shoulders Anti Comezon,7500435231237,Surfactantes / formula capilar,375 ML,cuidado_personal_o_material,,fabricante,pendiente
1189,FC-09745140,Clamoxín S 600 mg / 42.9 mg / 5 mL Frasco 50 mL Maver,7502009745140,Amoxicilina / Ácido clavulánico,Frasco 50 mL,medicamento,amoxicilina + acido clavulanico,instructivo,pendiente
148,FC-52D2A43A,Zukedib glimepirida 2 mg C/30,7502211784029,Glimepirida 2 mg,C/30,medicamento,glimepirida,instructivo,pendiente
393,FC-51067711,Leche Nidal en Polvo 1bebé  0 a 6 M,7506475106771,,360g,revisar_clasificacion,,fabricante,pendiente
909,EQ-AMS460,Etoricoxib 14 Comp 90 Mg,7501349027787,Etoricoxib,,medicamento,etoricoxib,instructivo,pendiente
383,FC-50882024,Dermodine Bucofaríngeo 120 ml,7501250882024,Iodopovidona,120 ML,medicamento,iodopovidona,instructivo,pendiente
381,FC-68900134,Gasa Lox10 C/100,7501868900134,Material de curacion,C/100,cuidado_personal_o_material,,fabricante,pendiente
894,EQ-MAV415,Esomeprazol 28 Tab 40 Mg,7502009749292,Esomeprazol,Caja con 28 tabletas,medicamento,esomeprazol,instructivo,pendiente
123,FC-357D4A17,Ceftazidima,7501349022799,Ceftazidima,1 FRASCO AMPULA,medicamento,ceftazidima,instructivo,pendiente
897,EQ-RAD082,Indometacina 30 Caps 25 Mg,7501563380286,Indometacina,Caja con 30 cápsulas,medicamento,indometacina,instructivo,pendiente
301,FC-07528939,Crema Lubriderm Repa Intens,7501007528939,,120 mL,dermocosmetico,,fabricante,pendiente
296,FC-36032776,Shampoo Ricitos de Oro Biopure,0378360327762,Surfactantes / formula capilar,250 ML,cuidado_personal_o_material,,fabricante,pendiente
919,EQ-AVT203,Cidorix 28 Tab 75 Mg,7502209858183,Clopidogrel,Caja con 28 tabletas,medicamento,clopidogrel,instructivo,pendiente
295,FC-35469151,Crema Lubriderm Uv Fps15,7702035469151,,120 ML,dermocosmetico,,fabricante,pendiente
915,EQ-ALP0633,Dexketoprofeno 10 Tab 25 Mg,7502226295954,Dexketoprofeno,Caja con 10 tabletas,medicamento,dexketoprofeno,instructivo,pendiente
208,FC-35911208,Palmolive Aquarium,7501035911208,Surfactantes / formula corporal,221 ML,cuidado_personal_o_material,,fabricante,pendiente
918,EQ-SON214,Dexametasona/Ciprofloxacino Sol,7502001164338,Ciprofloxacino / Dexametasona,Frasco 5 mL,medicamento,ciprofloxacino + dexametasona,instructivo,pendiente
1190,FC-90973703,Ampicilina 1 g Caja con 1 frasco ámpula AMSA,5178190973703,Ampicilina,Caja con 1 frasco ámpula,medicamento,ampicilina,instructivo,pendiente
679,FC-002663,Lomotil Loperamida,7501057002663,Loperamida,C/8 tabletas 2 mg,medicamento,loperamida,instructivo,pendiente
913,EQ-JAY263,Diflosensi 28 Tab 10 Mg,7506022331502,Dapagliflozina,Caja con 28 tabletas,medicamento,dapagliflozina,instructivo,pendiente
907,EQ-MAV065,Presistin 1 Susp 0.1g/60ml,7502009740299,Cisaprida,Frasco 60 mL,medicamento,cisaprida,instructivo,pendiente
916,EQ-MAV140,Doltrix 3 Amp 100/20mg/2 Ml,7502009741326,Clonixinato / Hioscina,Caja con 3+3 ampolletas,medicamento,clonixinato + hioscina,instructivo,pendiente
465,FC-08443026,Alka-Seltzer,7501008443026,Acido acetilsalicilico + Acido citrico + Bicarbonato de sodio,C/100,medicamento,acido acetilsalicilico + acido citrico + bicarbonato de sodio,instructivo,pendiente
652,FC-08443033,Alka-Seltzer C/12 alivio rapido,7501008443033,Acido acetilsalicilico + Bicarbonato + Citrico,C/12 tabletas efervescentes,medicamento,acido acetilsalicilico + bicarbonato + citrico,instructivo,pendiente
923,EQ-AMS288,Dexam/Neomi 1 Gotas 1/3.5mg/5 Ml,,,,revisar_clasificacion,,fabricante,pendiente
571,FC-35919129,Shampoo Palmolive Vital Keratina,7501035919129,Surfactantes / formula capilar,400 mL,cuidado_personal_o_material,,fabricante,pendiente
811,FC-11788690,Diotexona (Dimeticona) 10 g/100 mL pediátrico,7502211788690,Dimeticona,Frasco gotero 30 mL,medicamento,dimeticona,instructivo,pendiente
582,FC-36041273,Crema Hinds Clasica Rosa,0378360412734,Emolientes / humectantes,400 mL,cuidado_personal_o_material,,fabricante,pendiente
608,FC-40036354,Genoprazol tabletas C/7,6502400363548,Omeprazol,7 CAPSULAS,medicamento,omeprazol,instructivo,pendiente
286,FC-20501673,Crema Hinds líquida agave azul,8101205016734,Emolientes / humectantes,400 ML,cuidado_personal_o_material,,fabricante,pendiente
302,FC-31244486,Crema Lubriderm piel normal,7702031244486,,120 ML,dermocosmetico,,fabricante,pendiente
255,FC-35169035,Mousse Herbal Essences Rizo,7500435169035,,210 mL,revisar_clasificacion,,fabricante,pendiente
304,FC-36033735,Shampoo Ricitos de Oro Agua De Coco,0378360337358,Surfactantes / formula capilar,250 ML,cuidado_personal_o_material,,fabricante,pendiente
57,FC-405A75E3,Ursodesoxicolico,,,50 CAPSULAS,revisar_clasificacion,,fabricante,pendiente
288,FC-36040450,Crema Grisi concha nácar para manos,0378360404500,,80 ML,revisar_clasificacion,,fabricante,pendiente
697,FC-36041389,Crema Hinds Hidratacion Extrema Almendras ch,037836041389,,90 ML,revisar_clasificacion,,fabricante,pendiente
247,FC-06249226,Shampoo Savile bio sábila crecimiento resistente,7506306249226,Surfactantes / formula capilar,700 ML,cuidado_personal_o_material,,fabricante,pendiente
468,FC-70612368,Treda antidiarreico C/20,7501070612368,Neomicina + Caolin + Pectina,C/20,medicamento,neomicina + caolin + pectina,instructivo,pendiente
849,FC-73909859,Sarox (Omeprazol) 20 mg,7501573909859,Omeprazol,Caja con 28 cápsulas,medicamento,omeprazol,instructivo,pendiente
644,FC-8497593,Alka-Seltzer Boost C/10,7501008497593,Acido acetilsalicilico + Cafeina,C/10 tabletas efervescentes,medicamento,acido acetilsalicilico + cafeina,instructivo,pendiente
926,EQ-AMS209,Hipromelosa Oft 1 Sol 5mg/10 Ml,7501349028654,Hipromelosa,Frasco 10 mL,medicamento,hipromelosa,instructivo,pendiente
927,EQ-AMS428,Cisaprida 30 Tab 5 Mg,7501349028326,Cisaprida,Caja con 30 tabletas,medicamento,cisaprida,instructivo,pendiente
924,EQ-BIO212,Colchicina 30 Tab 1 Mg,7501573909958,Colchicina,Caja con 30 tabletas,medicamento,colchicina,instructivo,pendiente
925,EQ-EXA042,Cromoglicato Sodio 1 Sol 40 Mg/5 Ml,75053086,Cromoglicato de sodio,Frasco 5 mL,medicamento,cromoglicato de sodio,instructivo,pendiente
928,EQ-LOE058,Feniffler-T 50 Tab 100 Mg,500487172707,Fenitoína,Frasco 50 tabletas,medicamento,fenitoina,instructivo,pendiente
473,FC-84999001,Alka-Seltzer,7501008499900,Acido acetilsalicilico + Acido citrico + Bicarbonato de sodio,C/50,medicamento,acido acetilsalicilico + acido citrico + bicarbonato de sodio,instructivo,pendiente
463,FC-95467264,Sal de Uvas Ixh C/50,7501095467264,,C/50,revisar_clasificacion,,fabricante,pendiente
935,EQ-LOE013,Keraffler 1 Sol 20mg/5/120 Ml,7502211780229,Ketotifeno,Frasco 120 mL,medicamento,ketotifeno,instructivo,pendiente
142,FC-9A37D44A,Amdoryl,7503003738961,LANSOPRAZOL,14 CAPSULAS,medicamento,lansoprazol,instructivo,pendiente
934,EQ-AMS160,Ketorolaco Trometamina 6 Tab Sl 30 Mg,7501349023369,Ketorolaco trometamina,Caja con 6 tabletas sublinguales,medicamento,ketorolaco trometamina,instructivo,pendiente
260,FC-35231244,Shampoo Head & Shoulders Anti Comezon,7500435231244,Surfactantes / formula capilar,180 ML,cuidado_personal_o_material,,fabricante,pendiente
206,FC-06248052,Dove aerosol tono uniforme caléndula y vitamina E,7506306248052,Surfactantes / formula corporal,150 ML,cuidado_personal_o_material,,fabricante,pendiente
297,FC-07502441,Jabon Johnsons Baby Antes/Dorm,7501007502441,Jabon / tensioactivos,75 G,cuidado_personal_o_material,,fabricante,pendiente
931,EQ-AMS497,Levetiracetam 30 Tab 1000 Mg,7501349022249,Levetiracetam,,medicamento,levetiracetam,instructivo,pendiente
334,FC-48690800,Venda Elástica Protec 5 cm x 5 m,7501048690800,Material de curacion,5 CM x 5 M,cuidado_personal_o_material,,fabricante,pendiente
319,FC-48691005,Venda elástica Protec 10 cm x 5 m,7501048691005,Material de curacion,10 CM x 5 M,cuidado_personal_o_material,,fabricante,pendiente
933,EQ-MAV043,Lorotec 10 Tab 10 Mg,7502009740244,Ketorolaco,Caja con 10 tabletas,medicamento,ketorolaco,instructivo,pendiente
930,EQ-SON204,Phendex Otico 1 Susp 2/10/50mg/10 Ml,7502001162693,Ciprofloxacino / Hidrocortisona / Lidocaína,Frasco 10 mL,medicamento,ciprofloxacino + hidrocortisona + lidocaina,instructivo,pendiente
515,FC-3676D5DC,Mercurio Espiritus Tomar,3311000001513,Producto homeopatico / natural,50 mL,suplemento_o_natural,,fabricante,pendiente
650,FC-85278507,Manzanilla Sophia Solucion 15 ml,0736085278507,Manzanilla (Matricaria chamomilla),Frasco 15 ml,medicamento,manzanilla (matricaria chamomilla),instructivo,pendiente
596,FC-40015366,Nasalub Sol,6502400153668,Cloruro de sodio + Glicerol,30 ML,cuidado_personal_o_material,,fabricante,pendiente
929,EQ-MAV376,Flausiver 1 Gel 100 G,7502009748929,,Tubo 100 g,revisar_clasificacion,,fabricante,pendiente
937,EQ-NOV032,Lizovag 10 Tab 200 Mg,7501075717150,Ketoconazol,Caja con 10 tabletas,medicamento,ketoconazol,instructivo,pendiente
932,EQ-SER001,Asmaral-K 30 Tab 1 Mg,7501258200288,Ketotifeno,Caja con 30 tabletas,medicamento,ketotifeno,instructivo,pendiente
936,EQ-QUM014,Pharmacaine 1 Aer 10g/100ml/115 Ml,,Lidocaína,Frasco atomizador 115 mL,medicamento,lidocaina,instructivo,pendiente
159,FC-262F2A30,Irbesartan,7501349022454,IRBESARTAN,14 TABLETAS,medicamento,irbesartan,instructivo,pendiente
207,FC-06248045,Dove Men Care 72 h,7506306248045,Surfactantes / formula corporal,150 ML,cuidado_personal_o_material,,fabricante,pendiente
940,EQ-COL073,Otilin 1 Got 350mg/2g De 20 Ml,780083140021,Lidocaína / Neomicina,Frasco 20 mL,medicamento,lidocaina + neomicina,instructivo,pendiente
945,EQ-NOV154,Belazix C/20 Tab 5mg,7501075723175,LEVOCETIRIZINA,C/10,medicamento,levocetirizina,instructivo,pendiente
938,EQ-MAI152,Mavifem (Vag) 1 Cha/6 Apli 2/8 G 30 G,785118752941,Clindamicina / Ketoconazol,Tubo 30 g + 6 aplicadores,medicamento,clindamicina + ketoconazol,instructivo,pendiente
941,EQ-IFA001,Postday 1 Comp 1.5 Mg,7501249606778,Levonorgestrel,Caja con 1 comprimido,medicamento,levonorgestrel,instructivo,pendiente
483,FC-01015141,Lubricante Sico Softlube Origin,7506460101514,Latex,56.7 G,cuidado_personal_o_material,,fabricante,pendiente
712,FC-06910487,Broncolin Bicoestol pastillas eucalipto C/16,714706910487,,C/16,revisar_clasificacion,,fabricante,pendiente
246,FC-06249240,Shampoo Savile keratina sábila fuerza reparadora,7506306249240,Surfactantes / formula capilar,700 ML,cuidado_personal_o_material,,fabricante,pendiente
565,FC-43475014,Pañal Diapro Grande,7501943475014,Celulosa absorbente,,cuidado_personal_o_material,,fabricante,pendiente
371,FC-23272151,Jeringa insulina 0.3 ml Sensi Medical,7506022327208,,1 pz,revisar_clasificacion,,fabricante,pendiente
269,FC-24511636,Silica Shine Sily 3/1 Naran,7502224511636,Silice / dimeticone,105 ML,cuidado_personal_o_material,,fabricante,pendiente
226,FC-40025839,Jabon Intimo Lomecan V,6502400258394,Jabon / tensioactivos,200 ML,cuidado_personal_o_material,,fabricante,pendiente
227,FC-40030338,Jabon Intimo Lomecan V Aclar,6502400303384,Jabon / tensioactivos,200 ML,cuidado_personal_o_material,,fabricante,pendiente
944,EQ-MAV358,Avattor 30 Comp 20 Mg,7502009746178,Leflunomida,Caja con 30 comprimidos,medicamento,leflunomida,instructivo,pendiente
225,FC-52816297,Crema Para Peinar Fructis Oil-Repail L-Coco,7509552816297,,300 ML,revisar_clasificacion,,fabricante,pendiente
103,FC-3B001F9B,Amlodipino,7502216804661,Amlodipino,30 TABLETAS,medicamento,amlodipino,instructivo,pendiente
942,EQ-SOF041,Vixgoplisol 60 Tab 500 Mg,7502274791163,Levetiracetam,Caja con 60 tabletas,medicamento,levetiracetam,instructivo,pendiente
852,FC-49025844,Telmisartán 40 mg,7501349025844,,Caja con 28 tabletas,revisar_clasificacion,,fabricante,pendiente
943,EQ-TEM009,Levotiroxina 100 Tab 100 Mcg,7501249600813,Levotiroxina,Caja con 100 tabletas,medicamento,levotiroxina,instructivo,pendiente
85,FC-4A0245DA,Amlodipino,7502216804814,Amlodipino,100 TABLETAS,medicamento,amlodipino,instructivo,pendiente
101,FC-82F88FED,Captopril,7502216792579,CAPTOPRIL,30 TABLETAS,medicamento,captopril,instructivo,pendiente
55,FC-05965071,Acroxil-C,7502001163775,Amoxicilina / Bromhexina,12 CAPSULAS,medicamento,amoxicilina + bromhexina,instructivo,pendiente
591,FC-00525451,XL-3 C/10,6502400525451,Paracetamol + Fenilefrina + Clorfenamina,C/10,medicamento,paracetamol + fenilefrina + clorfenamina,instructivo,pendiente
615,FC-01508201,Antiflu-Des C/24,7501088509773,Amantadina + Clorfenamina + Paracetamol,C/24 capsulas,medicamento,amantadina + clorfenamina + paracetamol,instructivo,pendiente
750,FC-03388008,Velatuss levodropropizina jarabe 120 mL,7502003388008,Levodropropizina 600 mg,Frasco 120 mL + vaso,medicamento,levodropropizina,instructivo,pendiente
458,FC-08485316,Tabcin efervescente C/12,7501008485316,Acido acetilsalicilico + Fenilefrina + Clorfenamina,C/12 tabletas efervescentes,medicamento,acido acetilsalicilico + fenilefrina + clorfenamina,instructivo,pendiente
654,FC-08485408,Tabcin 500 C/12,7501008485408,Paracetamol + Amantadina + Clorfenamina + Fenilefrina,C/12 capsulas,medicamento,paracetamol + amantadina + clorfenamina + fenilefrina,instructivo,pendiente
415,FC-49824771,Prudence Fresa,7502214982477,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
655,FC-08499689,Tabcin Active C/12,7501008499689,Paracetamol + Fenilefrina + Dextrometorfano + Guaifenesina,C/12 capsulas,medicamento,paracetamol + fenilefrina + dextrometorfano + guaifenesina,instructivo,pendiente
647,FC-08499702,Tabcin Noche C/12,7501008499702,Paracetamol + Fenilefrina + Dextrometorfano + Doxilamina,C/12 capsulas,medicamento,paracetamol + fenilefrina + dextrometorfano + doxilamina,instructivo,pendiente
445,FC-08427330,Bepanthen Pomada Protectora Contra Rozaduras,7501008427347,Dexpanthenol,30 G 5%,medicamento,dexpanthenol,instructivo,pendiente
237,FC-01165321,Acondicionador Pantene Rizos Definid,7501001165321,,400 ML,revisar_clasificacion,,fabricante,pendiente
948,EQ-AVT216,Soltadol 10 Tab 750 Mg,7502209858084,,,revisar_clasificacion,,fabricante,pendiente
956,EQ-COL133,Nosipren 30 Tab 20 Mg,0780083142827,,,revisar_clasificacion,,fabricante,pendiente
949,EQ-HIS081,Farmarest Salbut 1 Susp/Aer 200do/125,7502213042738,,,revisar_clasificacion,,fabricante,pendiente
152,FC-53506FA4,Enalapril,7502216792845,ENALAPRIL,30 TABLETAS,medicamento,enalapril,instructivo,pendiente
951,EQ-MAV331,Lonvitol 10 Amp .05/2.5 Mg/ 2.5 Ml,7502009747021,,,revisar_clasificacion,,fabricante,pendiente
306,FC-22133286,Shampoo Grisi Rici Oro Miel,7501022133286,Surfactantes / formula capilar,250 ML,cuidado_personal_o_material,,fabricante,pendiente
955,EQ-MAV407,Daimant 14 Caps 100 Mg,7502009749452,,,revisar_clasificacion,,fabricante,pendiente
947,EQ-ULT145,Sildenafil 4 Tab 100 Mg,7502216796843,,,revisar_clasificacion,,fabricante,pendiente
952,EQ-AMS323,Sertralina 14 Tab 50 Mg,7501349021310,,,revisar_clasificacion,,fabricante,pendiente
950,EQ-BEA338,Prednisona 5mg C/Blister 20tab Bea,7501342803104,,,revisar_clasificacion,,fabricante,pendiente
312,FC-40013898,Crema Teatrical Lanol/Ros,6502400138986,Emolientes / lanolina,52 G,cuidado_personal_o_material,,fabricante,pendiente
293,FC-40030963,Crema Teatrical Cel-Ma Nutrit,6502400309638,Emolientes / lanolina,400 ML,cuidado_personal_o_material,,fabricante,pendiente
