estado,match,sku,nombre,marca,categoria,ean,src,off_name,brands,img
"MISS","http 429","FC-28A424E5","Diziver","Diziver","Otro","7502009746383","","","",""
"MISS","http 404","EQ-BIO021","Docsi 20 Tab 4 Mg","","Medicamentos","7501573900153","","","",""
"MISS","http 404","FC-98217659","Dolo-Neurobion solucion inyectable C/3","Dolo-Neurobion","Analgésico","7501298217659","","","",""
"MISS","http 404","FC-82176351","Dolo-Neurobión Forte inyectable prellenado","Neurobion","Analgésico","7501298217635","","","",""
"MISS","http 404","FC-83141929","Dolprin (Ibuprofeno) suspensión 2 g/100 mL","Collins","Analgésico","0780083141929","","","",""
"MISS","http 404","EQ-COL226","Dolprofen 10 Tab 800 Mg","Collins","Analgésico","780083148805","","","",""
"MISS","http 404","EQ-MAV134","Doltrix 10 Tab 250/10 Mg","Maver","Analgésico","7502009741487","","","",""
"MISS","http 404","EQ-MAV167","Doltrix 20 Tab 125/10 Mg","Maver","Analgésico","7502009742392","","","",""
"MISS","http 404","EQ-MAV140","Doltrix 3 Amp 100/20mg/2 Ml","Maver","Medicamentos","7502009741326","","","",""
"MISS","http 429","EQ-MAV162","Dolxen 10 Tab 500 Mg","","Medicamentos","7502009741593","","","",""
"MISS","http 404","FC-01165045","Dolzycam (Piroxicam) gel 0.5%","Química Son's","Antiinflamatorio","7502001165045","","","",""
"MISS","http 404","FC-06230507","Dove Barra Karite Vainill","Dove","Higiene","7506306230507","","","",""
"MISS","http 404","FC-06248045","Dove Men Care 72 h","Dove","Higiene","7506306248045","","","",""
"MISS","http 404","FC-06248052","Dove aerosol tono uniforme caléndula y vitamina E","Dove","Higiene","7506306248052","","","",""
"MISS","no_esta","FC-06241206","Dove tono uniforme 72h","Dove","Higiene","7506306241206","","","",""
"MISS","http 429","EQ-QUM070","Drosequim Ad 1 Jbe 300/160/200 Ml","Quimpharma","Respiratorio","7502223111400","","","",""
"MISS","http 429","FC-36009661","Dualgos (Paracetamol/Ibuprofeno) 325/200 mg","Liferpal MD","Analgésico","7501836009661","","","",""
"MISS","http 404","FC-92503558","Ego Magnetic Fij-Alta","Ego","Cuidado personal","7506192503358","","","",""
"MISS","http 404","FC-9ABFB996","Elaphteron","Elaphteron","Otro","7502209858251","","","",""
"MISS","http 429","EQ-AVT205","Elaphterón 28 Tab 25 Mg","Avitus","Otro","7502209858237","","","",""
"MISS","http 429","FC-25149221","Electrolit Fresa-Kiwi","Electrolit","Bebidas","7501125149221","","","",""
"MISS","http 429","FC-51448511","Electrolit Uva","Electrolit","Bebidas","7501125144851","","","",""
"MISS","http 404","FC-53506FA4","Enalapril","ULTRA","Hipertensión","7502216792845","","","",""
"MISS","http 404","FC-10974329","Enjuague Buc Listerine Cool Mint","Listerine","Higiene","7891010974329","","","",""
"MISS","http 404","FC-31887928","Enjuague Buc Listerine Cuidado Total","Listerine","Higiene","7702031887928","","","",""
"MISS","http 404","FC-31976394","Enjuague Bucal Listerine Anticaries","Listerine","Higiene","7702031976394","","","",""
"MISS","http 429","FC-33954078","Ensure Fresa","Ensure","Gastro","7501033954078","","","",""
"MISS","http 404","FC-11783282","Erbitrax (Terbinafina) crema 1%","Loeffler","Medicamentos","7502211783282","","","",""
"MISS","http 404","FC-DA34D88D","Erbitrax Terbinafina","Erbitrax","Otro","7502211783657","","","",""
"MISS","http 429","EQ-PGE052","Ercatriv M Calcitriol 30 Caps 0.25 Mcg","PROGELA","Suplemento","7503027446125","","","",""
"MISS","http 429","FC-DF8ADDAB","Erispan","Erispan","Analgésico","7502009745218","","","",""
"MISS","http 429","FC-50AC2C82","Erispan","Erispan","Analgésico","7502009740916","","","",""
"MISS","http 404","EQ-MAV295","Erispan Comp 10 Tab 5/0.25 Mg","Maver","Alergia","7502009746239","","","",""
"MISS","http 404","EQ-MAV187","Erispan Compuesto 1 Sol 5/100mg/60 Ml","Maver","Alergia","7502009744129","","","",""
"MISS","http 404","FC-25605514","Escudo Antibacterial Frescura","Escudo","Higiene","7506425605514","","","",""
"MISS","http 404","FC-25652716","Escudo Antibacterial Original","Escudo","Higiene","7506425652716","","","",""
"MISS","http 404","FC-43489004","Escudo Rosa Cuidado","Escudo","Higiene","7501943489004","","","",""
"MISS","http 404","FC-43489165","Escudo jabón líquido blanco neutro","Escudo","Higiene","7501943489165","","","",""
"MISS","http 429","FC-02045312","Esencia de clavo Frasco gotero Herbotec","Herbotec","Herbolario","7503002045312","","","",""
"MISS","http 429","EQ-MAV380","Esomeprazol 14 Tab 40 Mg","Maver","Gastro","7502009748912","","","",""
"MISS","http 404","EQ-MAV415","Esomeprazol 28 Tab 40 Mg","Maver","Gastro","7502009749292","","","",""
"MISS","http 429","FC-25300366","Espabion (Trimebutina) 20 mg/mL gotas","Degort's Chemical","Gastro","7501825300366","","","",""
"MISS","http 404","FC-25300373","Espabion (Trimebutina) suspensión 2 g/100 mL","Degort's Chemical","Gastro","7501825300373","","","",""
"MISS","http 429","EQ-APO142","Espadiva 10 Tab 20/400 Mg","","Medicamentos","7501277091034","","","",""
"MISS","http 404","EQ-BEA379","Espironolactona","beadvance","Medicamentos","7501342803814","","","",""
"MISS","http 404","EQ-PGE061","Esterinol 40 Caps 50000ui","","Medicamentos","7503027446439","","","",""
"MISS","http 404","FC-69200016","Estomaquil Polvo C/20","Higia","Suplemento","7501369200016","","","",""
"MISS","http 404","EQ-SER165","Estranim 10 Caps 75 Mg","","Medicamentos","7501258208178","","","",""
"MISS","http 404","EQ-AMS460","Etoricoxib 14 Comp 90 Mg","AMSA","Medicamentos","7501349027787","","","",""
"MISS","http 404","FC-9525015","Eucaliptine Jarabe 140 ml","Eucaliptine","Respiratorio","7501159525015","","","",""
"MISS","http 404","FC-08100013","Eucalín jarabe miel y propóleo 120 ml","Eucalín","Producto","714908100013","","","",""
"MISS","http 404","FC-27512574","Evenflo Colors","Evenflo","Higiene","7501027512574","","","",""
"MISS","http 404","FC-09747236","Exaliv (Paracetamol / Fenilefrina / Clorfenamina) 24 tabletas","Maver","Analgésico","7502009747236","","","",""
"MISS","http 404","FC-01165298","Exhantil suspensión antiácido/antiflatulento","Química Son's","Medicamentos","7502001165298","","","",""
"MISS","http 404","EQ-MAV311","Exicort 7 Comp 120 Mg","Maver","Medicamentos","7502009746499","","","",""
"MISS","http 429","EQ-SON237","Expicin 25 Caps 500 Mg","SON'S","Antibiótico","7502001165328","","","",""
"MISS","http 404","FC-20089077","Exzon tabletas masticables 490 mg C/90 sabor uva","Biomiral","Suplemento","7503020089077","","","",""
"MISS","http 404","EQ-AMS274","Ezetimiba/Simvasta 14 Tab 10/20 Mg","AMSA","Cardiovascular","7501349024533","","","",""
"MISS","http 404","EQ-AMS275","Ezetimiba/Simvasta 28 Tab 10/20 Mg","AMSA","Cardiovascular","7501349024540","","","",""
"MISS","http 429","EQ-LOE132","Faribrox Tm Adulto 1 Jbe 150 Ml","Loeffler","Respiratorio","7502211789277","","","",""
"MISS","http 404","EQ-LOE131","Faribrox Tm Inf 1 Jbe 150/113mg/100/150","","Medicamentos","7502211789284","","","",""
"MISS","http 429","EQ-HIS081","Farmarest Salbut 1 Susp/Aer 200do/125","","Medicamentos","7502213042738","","","",""
"MISS","http 429","EQ-FAC0057","Farmiver Infantil 1 Susp 100/400mg/10","","Medicamentos","7502006921967","","","",""
"MISS","http 404","EQ-FAC0058","Farmiver Junior 1 Susp 200/400mg/20 Ml","Fármacos Continentales","Otro","7502006921974","","","",""
"MISS","http 404","FC-09741043","Fasiclor 125 mg/5 mL Frasco 75 mL Maver","Maver","Antibiótico","7502009741043","","","",""
"MISS","http 404","FC-F3E734A0","Fasiclor 375 mg/ 5 mL","Fasiclor","Antibiótico","7502009741067","","","",""
"MISS","http 404","FC-09741425","Fasiclor 500 mg Caja con 15 cápsulas Maver","Maver","Antibiótico","7502009741425","","","",""
"MISS","http 429","FC-83144807","Fazolin (Nafazolina) solución oftálmica 1 mg/mL","Collins","Medicamentos","0780083144807","","","",""
"MISS","http 429","FC-83146207","Fazolin F","Fazolin","Medicamento","7800831462076","","","",""
"MISS","http 404","FC-09747168","Fedrimin (Teofilina/Ambroxol) 0.700-0.150 g/100 mL","Maver","Respiratorio","7502009747168","","","",""
"MISS","http 429","EQ-LOE058","Feniffler-T 50 Tab 100 Mg","Loeffler","Medicamentos","7502211784005","","","",""
"MISS","http 429","EQ-SON096","Fenimeth V 12 Ovs 500mg/100000 Ui","","Medicamentos","7502001164697","","","",""
"MISS","http 404","EQ-RAM014","Fermig 2 Tab 100 Mg","RAAM","Medicamentos","7502227871058","","","",""
"MISS","http 404","EQ-HIS076","Fhaspem 3 Amp 20 Mg/1 Ml","Hispanoamericana","Gastro","7502213042370","","","",""
"MISS","http 404","EQ-MAI144","Figral 10 Tab 100 Mg","","Medicamentos","0785118753962","","","",""
"MISS","http 404","EQ-MAI142","Figral 10 Tab 50 Mg","MAVI","Otro","785118753955","","","",""
"MISS","http 429","FC-08426944","Flanax Gel Naproxeno Sodico","BAYER","Analgésico","7501008426944","","","",""
"MISS","http 429","FC-84973401","Flanax Naproxeno","BAYER","Analgésico","7501008497340","","","",""
"MISS","http 404","EQ-MAV376","Flausiver 1 Gel 100 G","Maver","Medicamentos","7502009748929","","","",""
"MISS","http 404","EQ-MAV174","Flexiver Compuesto 10 Caps 215/15 Mg","Maver","Antiinflamatorio","7502009742095","","","",""
"MISS","http 404","EQ-MAV175","Flexiver Compuesto 20 Caps 215/7.5 Mg","","Medicamentos","7502009742101","","","",""
"MISS","http 404","FC-71800210","Floroglucinol / Trimetilfloroglucinol 80/80 mg","Tecnofarma / Valeant","Medicamentos","7501471800210","","","",""
"MISS","http 404","EQ-MAI141","Flosef 8 Tab 400 Mg","MAVI","Antibiótico","785118753887","","","",""
"MISS","http 429","FC-5BC5F234","Fluconazol","AMSA","Otro","7501349012943","","","",""
"MISS","http 429","EQ-RAD081","Fumarato Ferroso 50 Tab 200mg","Bioresearch","Suplemento","7501563380163","","","",""
"MISS","http 404","FC-42507240","GUM cera de ortodoncia menta C/5","GUM","Higiene","070942507240","","","",""
"MISS","http 429","EQ-MAV263","Galaver Gel 10 Sob 80mg/10mg/10 Ml","Maver","Gastro","7502009745522","","","",""
"MISS","http 404","FC-09745027","Galaver gel 250 mL (Magaldrato / Dimeticona)","Maver","Gastro","7502009745027","","","",""
"MISS","http 404","FC-68900127","Gasa 10 x 10","Dibar","Botiquín","7501868900127","","","",""
"MISS","http 404","FC-68900134","Gasa Lox10 C/100","Dibar","Dispositivo médico","7501868900134","","","",""
"MISS","http 404","FC-42003469","Gel Dental  GUM Paw Patrol","GUM","Higiene","070942003469","","","",""
"MISS","http 404","FC-92506601","Gel Ego Attraction","Ego","Cuidado personal","7506192506601","","","",""
"MISS","http 404","FC-06247468","Gel Ego Fresh","Ego","Cuidado personal","7506306247468","","","",""
"MISS","http 404","FC-99428024","Gel Moco de Gorila Punk","Moco de Gorila","Cuidado personal","7501199428024","","","",""
"MISS","http 404","FC-99425580","Gel X-Treme Titan","X-Treme","Cuidado personal","7501199425580","","","",""
"MISS","http 404","FC-30713547","Gelcavit Colors capsulas 0.62 g C/30","Gelcavit","Vitaminas","7501130713547","","","",""
"MISS","http 429","FC-MULIER30","Gelcavit Mulier capsulas 1.54 g C/30","Gelcavit","Vitaminas","7501130709847","","","",""
"MISS","http 404","FC-30713851","Gelcavit Platinum capsulas 1.39 g C/30","Gelcavit","Vitaminas","7501130713851","","","",""
"MISS","http 404","FC-13071164","Gelcavit Q-10 coenzima Q10 jalea real C/30","Gelcavit","Suplemento","7501130711642","","","",""
"MISS","http 404","FC-4F05124E","Gelcavit-9M cápsulas C/30","Gelcavit","Vitaminas","7501130713868","","","",""
"MISS","http 404","FMX-504790","Gelcavit-Gem Capsulas C/30","Gelcavit","Vitaminas","7501130742134","","","",""
"MISS","http 404","FMX-500999","Gelcavit-Ho Capsulas C/30","Gelcavit","Vitaminas","7501130709830","","","",""
"MISS","http 404","FC-5C8C9C11","Gelubrin","Gelubrin","Analgésico","7503027446279","","","",""
"MISS","http 404","EQ-PGE033","Gelubrín 10 Caps 400 Mg","Gelubrín","Analgésico","7503008344785","","","",""
"MISS","http 429","FC-40036354","Genoprazol tabletas C/7","Genoprazol","Gastro","6502400363548","","","",""
"MISS","http 404","FC-60F627D5","Gentamicina","AMSA","Antibiótico","7501349026094","","","",""
"MISS","http 429","FC-428A228F","Gimalxina","Collins","Antibiótico","780083140663","","","",""
"MISS","http 404","FC-974EE5FD","Gimalxina 250 mg/ 5 mL","Gimalxina","Antibiótico","780083141875","","","",""
"MISS","http 429","FC-33956126","Glucerna Vainilla","Glucerna","Gastro","7501033956126","","","",""
"MISS","http 404","FC-33956133","Glucerna chocolate","Glucerna","Gastro","7501033956133","","","",""
"MISS","http 404","EQ-NOV157","Glunovag 60 Tab 500 Mg","","Medicamentos","7501075717013","","","",""
"MISS","http 404","FC-07521317","Gotero cristal","Genérico","Botiquín","7501507521317","","","",""
"MISS","http 404","FC-22111352","Grisi Corp Diabecare","Grisi","Higiene","7501022111352","","","",""
"MISS","http 404","FC-22150092","Grisi Leche De Burra","Grisi","Higiene","7501022150092","","","",""
"MISS","http 429","EQ-BIO112","Gristalit 1 Jbe 600/100mg/30 Ml","","Medicamentos","7501573904700","","","",""
"MISS","http 429","FMX-300644","Guante/Esteril-Protec Clasico C/100 Mediano","PROTEC","Dispositivo médico","7501048942442","","","",""
"MISS","http 404","FMX-502386","Guaxoquim Jarabe C/140 Ml","QUIMPHARMA","Medicamentos","7502223112193","","","",""
"MISS","http 404","FC-47521025","Hemoger (Sulfato ferroso) 300 mg","Streger","Suplemento","7501547521025","","","",""
"MISS","http 404","FC-A2B284E0","Hialuronato De Sodio 4Mg","Hialuronato","Otro","75058661","","","",""
"MISS","http 429","FC-25304142","Hidrigort (Difenhidramina) 50 mg","Degort's Chemical","Medicamentos","7501825304142","","","",""
"MISS","http 429","EQ-MAI099","Hidroxin","MAVI","Alergia","785120754681","","","",""
"MISS","http 404","FC-2E79C2D8","Hierro Dex","Hierro","Suplemento","7501349020412","","","",""
"MISS","http 404","FC-42303194","Hilo Dental GUM 129 m","GUM","Higiene","070942303194","","","",""
"MISS","http 404","FC-58203691","Hilo Dental expanding","Gum","Higiene","7502235820369","","","",""
"MISS","http 429","EQ-AMS209","Hipromelosa Oft 1 Sol 5mg/10 Ml","AMSA","Medicamentos","7501349028654","","","",""
"MISS","http 429","EQ-QUM043","Histapharm 10 Tab 5 Mg","Quimpharma","Alergia","7502223112346","","","",""
"MISS","http 404","FC-89794961","Histiacil NF Infantil (Jarabe)","Histiacil","Respiratorio","7501328979496","","","",""
"MISS","http 429","FC-1812D26D","Hucius cápsulas","Hucius","Gastro","7501590286100","","","",""
"MISS","http 404","FMX-301081","Hudiclor Tabletas 250 Mg C/28","COLLINS","Medicamentos","780083148980","","","",""
"MISS","http 404","FC-3D0F54B7","Ibuprofeno Cafeina","Gelpharma","Analgésico","7501478316813","","","",""
"MISS","http 404","EQ-MAV236","Ideliver Pro Duloxetina","Maver","Medicamentos","7502009745478","","","",""
"MISS","http 429","FC-F7A2CACF","Indarzona","Stranger","Antiinflamatorio","7501547509016","","","",""
"MISS","http 404","EQ-RAD082","Indometacina 30 Caps 25 Mg","","Antiinflamatorio","7501563380286","","","",""
"MISS","http 404","EQ-LOE155","Indometacina 6 Supositorios 100 Mg","Loeffler","Antiinflamatorio","7502211788423","","","",""
"MISS","http 429","FC-64560163","Iodex Cristal","Iodex","Herbolario","7501064560163","","","",""
"MISS","http 404","FC-262F2A30","Irbesartan","AMSA","Hipertensión","7501349022454","","","",""
"MISS","http 404","EQ-AMS424","Irbesartán 300 mg C/14 AMSA","AMSA","Hipertensión","7501349020535","","","",""
"MISS","http 429","FC-18752637","Itamol (Subsalicilato de bismuto) 262 mg","Mavi / Sanfer","Herbolario","0785118752637","","","",""
"MISS","http 429","FMX-302907","Iverkram Capsulas C/30","CMD","Vitaminas","7501590288715","","","",""
"MISS","http 404","EQ-NOV092","Ixicorl 10 Tab 20 Mg","","Medicamentos","7501075718041","","","",""
"MISS","http 404","FC-40036965","Jabon Asepxia Bicarbon","Asepxia","Higiene","6502400369656","","","",""
"MISS","http 404","FC-40004643","Jabon Asepxia Exfoliante","Asepxia","Higiene","6502400046434","","","",""
"MISS","http 404","FC-38891190","Jabon Dove Original","Dove","Higiene","0672388911904","","","",""
"MISS","http 404","FC-22150801","Jabon Grisi Avena","Grisi","Higiene","7501022150801","","","",""
"MISS","http 404","FC-22105207","Jabon Grisi Neutro","Grisi","Higiene","7501022105207","","","",""
"MISS","http 404","FC-40025839","Jabon Intimo Lomecan V","Lomecan","Higiene","6502400258394","","","",""
"MISS","http 404","FC-40030338","Jabon Intimo Lomecan V Aclar","Lomecan","Higiene","6502400303384","","","",""
"MISS","http 404","FC-07502441","Jabon Johnsons Baby Antes/Dorm","Johnson","Higiene","7501007502441","","","",""
"MISS","http 404","FC-46655727","Jabon Mennen Baby Magic Lavan Hipoalerg","Mennen","Higiene","7509546655727","","","",""
"MISS","http 404","FC-46655079","Jabon barra Palmolive Neutro Bal Corp Baby","Palmolive","Higiene","7509546655079","","","",""
"MISS","no_esta","FC-22150221","Jabon en Barra Ricitos de Oro Neutro","Ricitos de Oro","Higiene","7501022150221","","","",""
"MISS","http 404","FC-14119032","Jabón azufre con miel","Azufre","Higiene","7503014119032","","","",""
"MISS","http 404","FC-14121782","Jabón proteína de arroz y concha nácar","Gelimedic","Higiene","7505514121782","","","",""
"MISS","http 404","FC-84900280","Jaloma Agua de Rosas","Jaloma","Cuidado personal","7596849002808","","","",""
"MISS","http 404","FC-84272103","Jaloma Kiuts hisopos biodegradables C/100","Jaloma","Botiquín","759684272103","","","",""
"MISS","http 404","FC-84273094","Jaloma Kiuts hisopos biodegradables C/50","Jaloma","Botiquín","759684273094","","","",""
"MISS","http 404","FC-4391156","Jaloma pomada labios sabores 3 g","Jaloma","Cuidado personal","759684391255","","","",""
"MISS","http 404","FC-8432071","Jaloma vaselina blanca 60 g","Jaloma","Cuidado personal","759684432071","","","",""
"MISS","http 404","FC-62746605","Jarabe Ajolotiux Orig Con Miel","Ajolotiux","Vitaminas","7500462746605","","","",""
"MISS","http 429","FC-00001612","Jarabe de granada Frasco 50 mL Mercurio","Mercurio","Herbolario","3311000001612","","","",""
"MISS","http 404","FC-23111387","Jarabe dropropizina/bromhexina Quimpharma 100 mL","Quimpharma","Respiratorio","7502223111387","","","",""
"MISS","http 429","FC-22300775","Jeringa Sensi Medical 3 mL 22G x 32 mm negra","Sensi Medical","Dispositivo médico","7506022300775","","","",""
"MISS","http 429","FMX-307657","Jeringa SensiMedical 10 mL 22G x 32 mm negra","SensiMedical","Dispositivo médico","7506022300690","","","",""
"MISS","http 404","FMX-307658","Jeringa SensiMedical 20 mL 21G x 32 mm verde","SensiMedical","Dispositivo médico","7506022314741","","","",""
"MISS","http 429","FMX-506388","Jeringa SensiMedical 3 mL 21G x 32 mm verde","SensiMedical","Dispositivo médico","7506022300751","","","",""
"MISS","http 429","FMX-506389","Jeringa SensiMedical 5 mL 21G x 32 mm verde","SensiMedical","Dispositivo médico","7506022300829","","","",""
"MISS","http 429","FMX-506386","Jeringa SensiMedical 5 mL 22G x 32 mm negra","SensiMedical","Dispositivo médico","7506022300843","","","",""
"MISS","http 404","FC-23272151","Jeringa insulina 0.3 ml Sensi Medical","Sensi Medical","Botiquín","7506022327208","","","",""
"MISS","http 404","FC-23273451","Jeringa insulina 0.5 ml Sensi Medical","Sensi Medical","Botiquín","7506022327338","","","",""
"MISS","http 404","FC-22300881","Jeringa insulina SensiMedical 1 mL 27G x 13 mm","SensiMedical","Dispositivo médico","7506022300881","","","",""
"MISS","http 404","FMX-301565","Jeringa-Sensimedical 60 Ml Pivote/Concentrico","sensimedical","Dispositivo médico","7506022307897","","","",""
"MISS","http 429","FC-08895196","KY6","KY6","Alergia","7502208895196","","","",""
"MISS","http 429","EQ-LOE013","Keraffler 1 Sol 20mg/5/120 Ml","Loeffler","Medicamentos","7502211780229","","","",""
"MISS","http 429","EQ-AMS328","Ketorolaco 3 Amp 30 Mg","AMSA","Analgésico","7501349024267","","","",""
"MISS","http 429","EQ-AMS160","Ketorolaco Trometamina 6 Tab Sl 30 Mg","AMSA","Analgésico","7501349023369","","","",""
"MISS","http 404","FC-8FB65B79","Klarix","Klarix","Antibiótico","7502009749223","","","",""
"MISS","http 404","FC-697EEAD0","Kurtosil","Kurtosil","Analgésico","7502009747656","","","",""
"MISS","http 404","FC-08344716","La Femme vitaminas menopausia C/30","La Femme","Vitaminas","7503008344716","","","",""
"MISS","http 404","FC-9890331","Lactiv Kids proteína soya probióticos sobres C/6","Lactiv","Suplemento","7502259890331","","","",""
"MISS","http 404","FMX-503473","Lactiv Kids tabletas masticables uva C/30","NATUREX","Gastro","7502259890096","","","",""
"MISS","http 404","FC-9890973","Lactiv adulto proinulina bióticos sobres C/6","Lactiv","Producto","7502259890973","","","",""
"MISS","http 429","FC-08344488","Lactopram 430 mg C/20","Lactopram","Productos","7503008344488","","","",""
"MISS","http 429","FC-08344495","Lactopram infantil 150 mg sabor chocolate","Lactopram","Gastro","7503008344495","","","",""
"MISS","http 404","FMX-300936","Lady-Femm Parche C/1","MAVER","Suplemento","7502009747144","","","",""
"MISS","http 429","EQ-NOV054","Lambliquin 30 Tab 400/200 Mg","","Medicamentos","7501075717044","","","",""
"MISS","http 429","EQ-MAV182","Laritol D 10 Tab 30/5 Mg","Maver","Alergia","7502009743856","","","",""
"MISS","http 429","FC-09740657","Laritol EX (Loratadina/Ambroxol) 100-600 mg/100 mL","Maver","Respiratorio","7502009740657","","","",""
"MISS","http 404","EQ-MAV115","Laritol Ex 10 Tab 30/5 Mg","Maver","Respiratorio","7502009741005","","","",""
"MISS","http 404","EQ-SON264","Laur Solución Inyectable","SON'S","Antibiótico","7502001166981","","","",""
"MISS","http 429","FC-51067711","Leche Nidal en Polvo 1bebé  0 a 6 M","Nestle","Abarrotes","7506475106771","","","",""
"MISS","http 429","FC-51078531","Leche en Polvo NAN Optimal Pro 2 / 6 a 12 M","Nestle","Abarrotes","7506475107853","","","",""
"MISS","http 404","FC-5106788","Leche en Polvo Nidal 2Bebé 6 a 12 M","Nestle","Abarrotes","7506475106788","","","",""
"MISS","http 404","FC-51078461","Leche en polvo NAN Optimal Pro 1/ 0 a 6 M","Nestle","Abarrotes","7506475107846","","","",""
"MISS","http 429","FC-59225411","Leche en polvo Nido Kinder","Nestle","Otro","7501059225411","","","",""
"MISS","http 429","FC-B69FCBF4","Lesaclor","Lesaclor","Antibiótico","785120753530","","","",""
"MISS","http 404","FC-B25094C4","Lesaclor","Lesaclor","Otro","785118753528","","","",""
"MISS","http 429","FC-18753597","Lesaclor (Aciclovir) crema 5%","Mavi Farmacéutica","Medicamentos","0785118753597","","","",""
"MISS","http 429","EQ-AMS497","Levetiracetam 30 Tab 1000 Mg","AMSA","Medicamentos","7501349022249","","","",""
"MISS","http 404","EQ-QUI096","Levo. Etinilestradiol 21 Tab 0.15/0.03 M","","Medicamentos","7501644707506","","","",""
"MISS","http 404","FC-C721E8D7","Levofloxacino","AMSA","Antibiótico","7501349021419","","","",""
"MISS","http 404","FC-28833707","Levofloxacino 500 mg Caja con 7 tabletas beadvance","beadvance","Antibiótico","7501342802954","","","",""
"MISS","http 429","EQ-ULT230","Levonorgestrel 1 Tab 1.5 Mg","Ultra","Medicamentos","7502216806474","","","",""
"MISS","http 404","EQ-TEM009","Levotiroxina 100 Tab 100 Mcg","Tempus","Medicamentos","7501249600813","","","",""
"MISS","http 404","FC-04908738","Lidocaina unguento 5% tubo 35 g","Lidocaina","Medicamentos","7503004908738","","","",""
"MISS","http 404","EQ-MAV239","Linexel Lp 20 Caps 75 Mg","","Medicamentos","7502009745386","","","",""
"MISS","http 429","EQ-SER117","Lisertil 30 Tab 2.5 Mg","","Medicamentos","7501258205474","","","",""
"MISS","http 404","EQ-NOV032","Lizovag 10 Tab 200 Mg","Novag","Medicamentos","7501075717150","","","",""
"MISS","http 429","EQ-BRL072","Lo Bruquin 2 Tab 150/200 Mg","","Medicamentos","7502208894915","","","",""
"MISS","http 404","FC-002663","Lomotil Loperamida","Lomotil","Gastro","7501057002663","","","",""
"MISS","http 429","EQ-SER025","Lonixer 10 Tab 250 Mg","Serral","Medicamentos","7501258203586","","","",""
"MISS","http 429","EQ-MAV331","Lonvitol 10 Amp .05/2.5 Mg/ 2.5 Ml","","Medicamentos","7502009747021","","","",""
"MISS","http 404","EQ-PGE059","Lorefic-D 30 Caps 4000 Ui","","Medicamentos","7503027446408","","","",""
"MISS","http 429","EQ-MAV043","Lorotec 10 Tab 10 Mg","Maver","Analgésico","7502009740244","","","",""
"MISS","http 404","FC-6040351","Lotrimin-Uno Crema 1% 20 g","Lotrimin-Uno","Medicamentos","7502276040351","","","",""
"MISS","http 429","FC-24227339","Loxcel adulto","Loxcel","Otro","7502224227339","","","",""
"MISS","http 404","EQ-BIO136","Lozamir-C 1 Cma 1/30 G","","Medicamentos","7501573904403","","","",""
"MISS","http 429","FC-73906407","Lozamir-V (Clotrimazol) crema 2% con 3 aplicadores","Biomep","Medicamentos","7501573906407","","","",""
"MISS","http 404","FC-14983153","Lubricante Intimo Prudence Grosella","Prudence","Cuidado personal","7502214983153","","","",""
"MISS","http 429","FC-01015141","Lubricante Sico Softlube Origin","Sico","Otro","7506460101514","","","",""
"MISS","http 404","FC-58793249","Lubricante sensación calor","Sico","Cuidado personal","7501058793249","","","",""
"MISS","http 404","FC-60101378","Lubricante íntimo","SICO","Higiene","7506460101378","","","",""
"MISS","http 404","FC-09745539","Lumboxen gel (Naproxeno/Lidocaína) 10/2 g","Maver","Analgésico","7502009745539","","","",""
"MISS","http 429","FC-09749209","Lumboxen parche capsicum C/1","Lumboxen","Medicamentos","7502009749209","","","",""
"MISS","http 429","FC-27427392","ML-PRIM metocarbamol/ibuprofeno C/12","ML-PRIM","Analgésico","7502227426982","","","",""
"MISS","http 404","FC-E69F2E63","Madrid Aceite Eucalipto","Madrid","Herbolario","7506313000575","","","",""
"MISS","http 404","FC-75163051","Mamila Evenflo Micro Air Vents","Evenflo","Higiene","7501027516305","","","",""
"MISS","http 404","FC-75125811","Mamila Evenflo Micro Air Vents","Evenflo","Higiene","7501027512581","","","",""
"MISS","http 429","FC-85278507","Manzanilla Sophia Solucion 15 ml","Sophia","Herbolario","0736085278507","","","",""
"MISS","http 429","EQ-COD060","Maracina 1 Spray 30 Ml 150 Mg /100 Ml","","Medicamentos","7503028771400","","","",""
"MISS","http 404","FMX-301025","Mascarilla-Nebulizacion-Sensimedical Bolsa C/1 Con Nebulizador Pediatrica","SENSIMEDICAL","Otro","7506022330901","","","",""
"MISS","http 429","EQ-CMD015","Materfol 90 Comp 0.4 Mg","","Medicamentos","7501590222214","","","",""
"MISS","http 429","EQ-MAI152","Mavifem (Vag) 1 Cha/6 Apli 2/8 G 30 G","MAVI","Antibiótico","785118752941","","","",""
"MISS","http 404","EQ-MAI150","Maviglin 60 Grag 500/5 Mg","","Medicamentos","0785118754204","","","",""
"MISS","http 429","EQ-PBY008","Max Sens Passion Mix 1 Blister 3+1","Playboy","Medicamentos","7503014377180","","","",""
"MISS","http 404","EQ-PBY007","Max Sens Tropicana Mix 1 Blister 3+1","Playboy","Medicamentos","7503014377197","","","",""
"MISS","http 429","EQ-SON092","Meclison 1 Got 15 Ml","SON'S","Gastro","7502001162518","","","",""
"MISS","http 429","EQ-SON091","Meclison 20 Tab 50/25 Mg","","Medicamentos","7502001162525","","","",""
"MISS","http 404","FMX-303280","Melnotex Tabletas 5 Mg C/20","SOLFRAN","Medicamentos","7502274792115","","","",""
